district,year,total_exp_lakh,total_wages_lakh,person_days,avg_wage_daily,avg_days_per_hh,total_hh_worked,total_individuals,hh_100days,active_jobcards,total_jobcards,sc_persondays,st_persondays,women_persondays,works_completed,works_ongoing,pct_agri_works,pct_nrm_works,pct_timely_payment,labour_budget,log_wage,log_exp_lakh,log_person_days,exp_per_hh,log_exp_per_hh,sc_share,st_share,women_share,budget_utilisation,high_spend,time,district_id
24 parganas south,2021,1168509.6882040561,619032.47192609,48257996,194.4610198609844,40.083333333333336,830586,1222688,74357,1063539,1749620,55650795,2487978,130760997,1397681,340719,49.36166666666667,54.92250000000001,99.96083333333333,33297815,5.270231730947541,13.97124057986321,17.692072112948402,140684.9728028231,11.85428554234591,1.1531932449080562,0.05155576704842862,2.709623437326324,1.4492841647417405,1,3,1
24 parganas south,2022,116469.6839956,105051.9961656,4362627,225.31437499546465,25.75,158114,204610,145,1022769,1416759,9970041,578129,19005032,463346,260153,45.4975,38.625,100.08166666666666,0,5.417496649199825,11.665394880798608,15.288585186036594,73661.84145338173,11.207253764511387,2.2853296878234146,0.13251854903020588,4.356327506339643,,1,4,1
24 parganas south,2023,12428.6672,2289.28086,81906,244.38221029053634,17.416666666666668,4312,5618,0,970984,1403496,70796,2485,430170,76615,197697,60.07333333333333,0.05583333333333334,100.81,0,5.498733435329578,9.427841410212299,11.313339736274271,288234.3970315399,12.571532776072775,0.8643567015847435,0.030339657656337754,5.251996190755256,,1,5,1
24 parganas south,2024,96752.77851999999,0.0,0,,0.0,0,0,0,767945,1403582,0,0,0,0,191888,23.23840909090909,0.0,0.0,0,,11.479924664599707,0.0,,,0.0,0.0,0.0,,1,6,1
alipurduar,2018,190598.16498213328,130518.2613081002,13652079,143.15017843153285,44.416666666666664,169320,294745,53048,258184,309835,23019163,17676496,41691019,184971,40098,59.030833333333334,63.291666666666664,137.45416666666668,13156690,4.963894278008823,12.15792788919649,16.429402448938827,112566.83497645482,11.63131129647717,1.6861287573855968,1.2947841863499325,3.0538219856477538,1.0376530115097338,0,0,2
alipurduar,2019,147561.27041726,99819.2359126,11684937,187.61790411681184,29.25,226705,331610,15339,268513,318661,15113632,11334524,27277411,121408,35839,40.391666666666666,55.541666666666664,107.99583333333334,11390000,5.234407469741112,11.902005537992757,16.273811219993224,65089.55268620454,11.08353469763815,1.293428625246332,0.9700115627495467,2.3344080502958637,1.0258943810359964,0,1,2
alipurduar,2020,346207.6141851606,236284.0993657,15312776,192.32203860083118,40.666666666666664,272794,407480,21596,297482,357246,32546984,25792504,59767183,211475,37250,48.5575,62.50666666666667,101.3975,15316813,5.259171251336582,12.754796803520875,16.54419813590152,126911.74079531097,11.751255048940967,2.1254790117742206,1.684378064434561,3.9030926201754665,0.9997364334212345,1,2,2
alipurduar,2021,295553.6011933001,207513.3764318,15137359,288.0081191792883,34.25,282630,425374,21559,297490,368011,24633396,23382488,51500580,114237,63100,65.69,72.065,100.42416666666666,10072248,5.662988671333322,12.596608874371224,16.532676418245803,104572.62187074978,11.557646617842018,1.6273245550957733,1.5446874187234378,3.4022169917486926,1.5028779076925032,1,3,2
alipurduar,2022,70393.124422,67403.224062,2675546,214.32291398993638,18.5,139851,170991,68,296607,326705,6768870,7475692,16040681,16725,65755,81.63083333333334,80.0675,100.52833333333332,0,5.367483821588195,11.161865078748388,14.799664403389144,50334.37331302601,10.826463355705526,2.529902307790634,2.7940809090929477,5.99529254963286,,1,4,2
alipurduar,2023,2153.7674,0.0,0,,0.0,0,0,0,292236,326712,0,0,0,2804,64548,20.845833333333335,1.245,0.0,0,,7.6754380616776405,0.0,,,0.0,0.0,0.0,,0,5,2
alipurduar,2024,,0.0,0,,0.0,0,0,0,272547,326724,0,0,0,0,64330,17.348157894736843,7.831578947368421,0.0,0,,,0.0,,,0.0,0.0,0.0,,0,6,2
bankura,2018,227944.87988630158,166947.55657349998,15605073,134.50266890479386,49.5,206793,429406,65127,427587,606543,54174968,14816569,54759801,325399,55086,79.8,72.84083333333334,104.93916666666667,14263774,4.901584042003339,12.336863510840386,16.563106675745622,110228.52798997141,11.610320088901304,3.471625413094831,0.9494713033383438,3.5091025206995186,1.0940353513733463,0,0,3
bankura,2019,149231.32584974688,110345.774973354,13884305,150.5674179294015,36.166666666666664,302739,532775,19990,441702,618828,36352128,11243690,35652409,212207,67248,72.92583333333333,49.1575,100.55916666666667,14975000,5.014410943548751,11.913259604475485,16.446269695478936,49293.72358690056,10.805572327668145,2.6182173324484013,0.8098129506662379,2.567820931620272,0.9271656093489149,1,1,3
bankura,2020,358998.8021225106,314523.8752633056,22924999,156.29925338691604,37.416666666666664,451852,845138,39220,509093,675994,83441576,23810843,86402735,331712,87486,72.55333333333333,74.1475,100.04333333333334,22929036,5.051772460620859,12.791077116279485,16.947738576106804,79450.528518743,11.282902410530498,3.63976356116744,1.0386409613365741,3.7689308078050514,0.9998239350315469,1,2,3
bankura,2021,359314.1553523101,280087.7992696201,21861668,155.42485445424595,35.083333333333336,431383,811562,32272,547182,731788,65777359,19566444,79243223,303676,67853,61.59833333333333,75.63250000000001,99.9825,17998331,5.046162363717748,12.79195515243,16.90024538729499,83293.53622008982,11.330138234408151,3.008798733930092,0.8950114876870329,3.624756491590669,1.214649736133867,1,3,3
bankura,2022,36822.68682589,28751.39841589,1369228,199.14110626569118,21.666666666666668,55660,77633,29,527197,751295,4407188,1239395,7011423,215122,56398,76.24166666666666,47.76166666666666,100.09583333333335,0,5.294013650160393,10.51389658084137,14.129758365665111,66156.46213778296,11.099792969496638,3.2187393187986224,0.9051779542924918,5.120712547508523,,0,4,3
bankura,2023,7278.98743,48.077749999999995,1389,408.2501860784526,15.5,86,95,0,514127,686327,3930,448,8612,6782,30610,79.49,0.15083333333333335,100.0,0,6.011880187645823,8.89288441454089,7.237059026124737,8463938.872093024,15.951325329096221,2.8293736501079914,0.32253419726421884,6.200143988480922,,1,5,3
bankura,2024,51244.6909,0.0,0,,0.0,0,0,0,428826,686327,0,0,0,0,29967,37.5,0.0,0.0,0,,10.844386813465734,0.0,,,0.0,0.0,0.0,,1,6,3
birbhum,2018,270217.9560572518,190339.6418145948,18378528,140.54312763521588,46.416666666666664,261044,478855,51199,557981,694027,48683084,10142278,54925790,407530,131492,61.7175,54.26083333333333,118.6025,17163475,4.945514399929517,12.506987857699745,16.726693639044854,103514.33323778817,11.547475027939852,2.6489109465132357,0.55185475137073,2.988584831168198,1.0707929483976875,1,0,4
birbhum,2019,170773.3330637884,128168.0647886674,16452628,155.29195959043503,32.583333333333336,386459,588753,13166,573211,731366,30716823,6668348,33228065,428545,163387,67.71166666666666,44.3425,107.75416666666666,20026000,5.045306955410843,12.048098274242042,16.615995840035357,44189.249846371386,10.696259452020804,1.866985809197169,0.4053059486909933,2.019620512905294,0.8215633676220913,1,1,4
birbhum,2020,354392.024680397,293859.83886179,20831951,176.51103554733314,31.083333333333332,496920,760409,19435,609872,783912,55157829,10805285,64087597,978288,165369,67.2325,45.38583333333333,101.60083333333334,20836018,5.1733833987662825,12.778161815466312,16.85199851984031,71317.72210424153,11.174914154040914,2.6477514756059093,0.5186880959925453,3.076408781875495,0.9998048091530733,1,2,4
birbhum,2021,325749.61365712,221487.158042706,16685159,170.04355704310575,26.166666666666668,467727,707017,10592,582001,801030,36602635,7171291,59530775,531870,140602,66.57166666666667,55.74,100.32833333333333,15031437,5.136054622132683,12.693887378813775,16.630030259573235,69645.24469554248,11.151184060963901,2.1937240753893925,0.4298005790655037,3.5678877857861586,1.1100175585341574,1,3,4
birbhum,2022,68343.1144392,60857.8817092,2965530,198.05927544336336,23.916666666666668,109639,154191,97,569197,678747,7398375,1629360,14076018,485568,74907,76.23083333333334,40.235,100.195,0,5.2885663568180785,11.132310729288674,14.90256666375543,62334.67510575616,11.040289175004476,2.494790138693589,0.5494329849976227,4.746543788125563,,1,4,4
birbhum,2023,6416.65676,74.46923,2999,210.27248396662074,23.083333333333332,128,168,0,544455,677395,9953,1332,13185,5417,27294,23.97666666666667,0.3091666666666667,100.0,0,5.348404232334616,8.7668083394045,8.006367567650246,5013013.09375,15.427547907681944,3.3187729243081026,0.44414804934978325,4.396465488496165,,1,5,4
birbhum,2024,83327.37108,0.0,0,,0.0,0,0,0,444190,677552,0,0,0,0,26930,0.0,0.0,0.0,0,,11.330544359363278,0.0,,,0.0,0.0,0.0,,1,6,4
coochbehar,2018,333928.97205823223,191139.7714827999,19914780,144.26989734839356,44.0,262212,425768,63125,531855,634404,66583196,775478,72270695,628351,127926,66.6975,62.015833333333326,114.45083333333334,14308145,4.971685832433158,12.718686585479853,16.80697277780129,127350.75895009848,11.754708292248603,3.3434060531926537,0.03893982258403055,3.6289979100949146,1.3918491879974657,1,0,5
coochbehar,2019,251626.28360760713,129642.3633648,15130103,156.82136432916133,26.833333333333332,336496,459319,8761,529278,642726,38176645,584846,48161576,274531,87894,42.05,53.91416666666667,101.15666666666668,15042000,5.055107350734076,12.435704238340978,16.532196959501654,74778.38773941061,11.222297561006421,2.5232243957625404,0.038654462563804094,3.1831624675654884,1.0058571333599255,1,1,5
coochbehar,2020,443984.00302437175,287688.13775987603,24414484,201.50923035037883,30.75,505451,722798,16777,578465,690704,79448228,894904,88517819,202832,127794,40.275,54.653333333333336,101.40499999999999,24419814,5.30583518852804,13.003546063871772,17.01068716166542,87839.17788754434,11.383274281872731,3.2541432372685,0.036654635010922205,3.6256272710903903,0.9997817346192727,1,2,5
coochbehar,2021,634800.2075409094,284825.723831776,24405784,173.51652731108842,32.0,476375,698719,22218,586873,703575,70815497,879441,90976436,769831,138385,51.05083333333334,56.56583333333333,99.93916666666667,14033710,5.156272853127299,13.361067169870939,17.010330752325935,133256.40672598465,11.800037925668917,2.901586648476443,0.03603412207532444,3.7276588205484407,1.739082822717585,1,3,5
coochbehar,2022,24761.43143,18612.68011,731877,224.7549146161656,18.5,38363,44814,1,576789,661051,4512666,58200,5424593,21644,76143,42.54666666666667,49.23333333333333,100.945,0,5.415010540147869,10.117082921896461,13.50336911238635,64545.08622891849,11.075134762816456,6.165880332350928,0.07952155895047938,7.41189161566766,,0,4,5
coochbehar,2023,5429.81897,0.0,0,,0.0,0,0,0,562861,660592,0,0,0,5081,74107,3.4075,4.291666666666667,0.0,0,,8.599845224759726,0.0,,,0.0,0.0,0.0,,0,5,5
coochbehar,2024,64871.73458,0.0,0,,0.0,0,0,0,468297,660949,0,0,0,0,73782,6.0,0.0,0.0,0,,11.080182700089694,0.0,,,0.0,0.0,0.0,,1,6,5
darjeeling gorkha hill council dghc,2018,123137.784723597,70735.401741,6053679,174.81613753392284,45.5,87690,112490,10637,98879,123709,2898225,13289641,19898875,27270,5609,26.85083333333333,42.528333333333336,,5024590,5.163734778948324,11.721067329353621,15.616176909551989,140423.97619294902,11.852428647864917,0.47875432443642946,2.1952999159684548,3.2870713825427478,1.2048105417556458,0,0,6
darjeeling gorkha hill council dghc,2019,64579.39116102402,31780.0503509,5697247,179.70094777152312,29.666666666666668,89662,113721,7355,103046,131251,1375428,6364101,9841304,24192,7993,24.71166666666667,49.895,111.79083333333334,5467270,5.191294067963268,11.075666101293365,15.5554938091984,72025.37436263303,11.184787641514973,0.24141975940309415,1.1170484621783117,1.7273788550856228,1.0420643209499438,0,1,6
darjeeling gorkha hill council dghc,2020,169809.105143788,102772.7162624,8338849,288.3942958984234,49.416666666666664,109723,139324,22969,117759,149316,4028577,17906070,27761791,53527,9146,18.6975,44.26500000000001,104.66583333333334,8342886,5.664328626776999,12.042436063125056,15.936435875139024,154761.63169416442,11.94964781367222,0.48310947949771005,2.147307140349945,3.329211381570766,0.9995161146874115,0,2,6
darjeeling gorkha hill council dghc,2021,206493.967939063,107782.207169,9138441,165.15032014324868,44.166666666666664,121852,152291,23903,124800,156695,3904643,18258812,28679332,43969,12580,35.887499999999996,57.0325,92.24416666666667,5548586,5.106856090334761,12.238031322752477,16.02800046938186,169462.92874886174,12.040395373414206,0.42727670945186386,1.9980226386535733,3.1383177940307325,1.6469855563201148,0,3,6
darjeeling gorkha hill council dghc,2022,6116.83208,2740.61708,113160,242.38759455794448,16.0,6044,6526,25,122611,128942,105134,351598,608166,9150,10565,44.21666666666667,58.69583333333333,109.04,0,5.490538075319307,8.718963077456111,11.636566862421349,101205.03110522832,11.524913629961203,0.9290738776952987,3.1070873100035348,5.374390243902439,,0,4,6
darjeeling gorkha hill council dghc,2023,,0.0,0,,0.0,0,0,0,121526,127896,0,0,0,220,10293,0.0,0.0,0.0,0,,,0.0,,,0.0,0.0,0.0,,0,5,6
darjeeling gorkha hill council dghc,2024,228.58383999999998,0.0,0,,0.0,0,0,0,116127,127896,0,0,0,0,10272,0.0,0.0,0.0,0,,5.436268278693131,0.0,,,0.0,0.0,0.0,,0,6,6
dinajpur dakshin,2018,88655.32472208492,46530.38615700017,4909113,137.09249306511262,43.083333333333336,75676,124743,14708,194350,288023,8672373,4707850,17239971,755107,97511,72.56333333333333,68.16166666666666,125.69166666666666,4221105,4.920655829891269,11.392522653820205,15.40660403542282,117151.17702056785,11.671229026952076,1.7665865503605234,0.9590021659717346,3.511830141208809,1.1629923918026204,0,0,7
dinajpur dakshin,2019,47268.96440943716,32229.29144692506,4335450,182.65473383662277,33.75,82477,132237,9153,187664,278334,5499639,3347294,10217948,181609,44268,53.85999999999999,62.87,119.14583333333333,4098240,5.207597670434169,10.76363037086627,15.282336199694196,57311.69224079096,10.95627738324909,1.2685278344808497,0.7720753324337727,2.3568367758825497,1.0578809440149919,0,1,7
dinajpur dakshin,2020,91696.45847195669,72123.92654420799,6242049,164.36067973125083,33.0,131643,201525,10503,200900,299596,11136293,6553326,18744462,149966,32654,67.51333333333334,74.50166666666667,100.0075,6246116,5.102063279631206,11.426249942178426,15.646819212033904,69655.40018987465,11.151329865723868,1.7840765107739462,1.049867759769268,3.002934132686238,0.9993488753651069,0,2,7
dinajpur dakshin,2021,97026.61559122872,66569.27930285501,5167358,,28.083333333333332,131175,190512,6049,190814,313939,9293184,5159295,15854118,239258,35044,64.15833333333333,78.3175,99.77916666666665,4077133,,11.482750913783862,15.457872284244168,73967.30748330758,11.21139200319681,1.7984401313011407,0.9984396281426602,3.0681284323633085,1.267399910672524,0,3,7
dinajpur dakshin,2022,17433.0056101,14531.3042701,559143,224.45490638035093,16.666666666666668,31437,39210,12,178283,277898,1804992,892068,3136264,16452,16096,39.49666666666666,50.75333333333333,100.06833333333333,0,5.41367482455842,9.766177923362223,13.23416232182557,55453.78251773388,10.92332323825194,3.2281402074245764,1.595420134026537,5.609055286393642,,0,4,7
dinajpur dakshin,2023,2493.9043500000002,3.8890499999999997,0,,0.0,0,0,0,166888,277898,0,0,0,3267,13971,22.015,0.0,0.0,0,,7.822005670777403,0.0,,,0.0,0.0,0.0,,0,5,7
dinajpur dakshin,2024,4831.26919,0.0,0,,0.0,0,0,0,130822,277900,0,0,0,0,13890,0.0,0.0,0.0,0,,8.483071447913908,0.0,,,0.0,0.0,0.0,,0,6,7
dinajpur uttar,2018,120023.49078025096,62624.1728224,7687834,202.06007950821848,38.333333333333336,126246,206872,13716,247807,475397,10691332,1464517,19564015,224377,56169,54.39000000000001,44.568333333333335,,6500000,5.308565076487673,11.69545109077611,15.855149767383223,95071.12366352277,11.46239107899696,1.3906819528101153,0.19049799982673923,2.5448019559215247,1.1827436923076924,0,0,8
dinajpur uttar,2019,119005.05319849012,75647.29916200001,7606925,175.92393388609185,37.916666666666664,132525,212240,13457,266648,504286,11158469,1393758,21245883,108201,66288,73.06666666666666,71.315,113.56083333333333,7500000,5.170051707786456,11.686929638014176,15.844569706049908,89798.19143443888,11.405331250178918,1.4668830046306491,0.18322226129480704,2.792966014519665,1.0142566666666666,0,1,8
dinajpur uttar,2020,203116.72506640624,161320.3169209,12524060,170.26476350376734,43.0,215008,344208,24941,315327,556362,22968796,2634447,46276792,279937,105749,74.26333333333334,75.80666666666667,101.10083333333334,12528137,5.137354657885327,12.221541016367071,16.343162232064927,94469.38023999397,11.456041627736491,1.8339736475232473,0.21035087663265747,3.695031164015503,0.9996745725242309,0,2,8
dinajpur uttar,2021,226039.90612876028,147359.0623488997,10812443,174.03878647329648,40.833333333333336,200898,316516,16191,309181,608578,18747142,2095158,44271470,475717,136450,67.21416666666666,69.61083333333333,100.06583333333333,8646621,5.159278185139687,12.328471262445532,16.19620825101811,112514.76178397013,11.630848595559259,1.7338488628333115,0.19377285965808097,4.094492798713482,1.2504818934471629,0,3,8
dinajpur uttar,2022,11211.5760601,7988.2213001,213789,336.4495154992429,21.333333333333332,10229,14233,9,280412,525366,533687,31632,1249842,114330,99108,26.368333333333336,30.766666666666666,100.46166666666666,0,5.818448109595374,9.32479128985352,12.272749503794454,109605.78805455078,11.604654586382466,2.496325816576157,0.14795896888988674,5.846147369602739,,0,4,8
dinajpur uttar,2023,2863.3673400000002,1.00593,44,,1.0,24,30,0,257818,509610,0,0,212,2126,84416,1.6283333333333332,0.09916666666666667,100.0,0,,7.96010278102896,3.8066624897703196,11930697.25,16.29462532128004,0.0,0.0,4.818181818181818,,0,5,8
