fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,Aug,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1631,237,107165,18620,452,124033,30,15501,414.4641,454.15776,630,633,537189,979646,0,1232593,2086429,108796,39.69366,6327,85,23.26,2.33,100,NA
2023-2024,Aug,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5655,0,29059,37.24526,37.24526,0,0,55260,88843,0,55953,89777,4520,0,0,23,0,0,0,NA
2023-2024,Aug,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,279.737742830712,26,2,0,264,202,35371,2162,321,581024,294,115864,730.31645,736.36438,82,92,776615,1593618,0,914228,1845055,35635,6.04793,767,34,15.61,0,100.42,NA
2023-2024,March,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,19,22,2336,0,0,59545,0,35469,156.94542,156.94542,0,0,66280,130366,0,116298,216293,2355,0,0,54,19.71,0,0,NA
2023-2024,March,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,220.891911764706,27,0,0,822,214,80948,1224,43,152693,0,5104,1357.9956,1360.699317,45,54,558310,1250860,0,918126,1959817,81770,2.703717,512,63,4.83,0.03,100,NA
2023-2024,Jan,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,259.462310453447,18,24,0,7287,255,191888,81906,6157,320830,217,11781,1310.69665,1523.21185,4312,5618,970984,1728504,0,1403487,2361923,199175,212.5152,38613,69,59.83,0.05,100.67,NA
2023-2024,Jan,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,22,70,10272,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,208798,10294,0,0,18,0,0,0,NA
2023-2024,Sep,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,253,64,64330,0,0,158787,0,120490,187.47028,187.47028,0,0,292236,582491,0,326711,638792,64583,0,0,58,12.63,0,0,NA
2023-2024,Sep,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,7,79,23788,0,0,80336,0,110388,226.19581,226.19581,0,0,173353,371226,0,231014,470485,23795,0,0,44,100,0,0,NA
2023-2024,July,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,131.2155,131.4774,2,2,87540,190973,0,140105,286583,2613,0.2619,30,29,0,0,100,NA
2023-2024,July,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1578,237,107218,18620,452,124033,30,15501,316.33642,356.03008,630,633,537189,979646,0,1232587,2087431,108796,39.69366,6327,85,25.37,0.09,100,NA
2023-2024,July,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,259.462310453447,18,24,0,7260,255,191914,81906,6157,320830,217,11781,528.28419,740.79939,4312,5618,970984,1728504,0,1403452,2366708,199174,212.5152,38613,69,59.83,0.05,100.67,NA
2023-2024,July,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,0,0,0,0,284,63,13890,0,0,90881,0,53582,128.32573,128.67928,0,0,166888,332557,0,277896,521928,14174,0.35355,0,38,12.61,0,0,NA
2023-2024,July,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,477.777777777778,1,0,0,183,83,84348,18,0,135660,0,14308,154.60389,154.68989,14,16,257818,513861,0,509507,951673,84531,0.086,11,85,0.47,0.03,100,NA
2023-2024,July,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,7,79,23788,0,0,80336,0,110388,183.33546,183.33546,0,0,173353,371226,0,231013,471014,23795,0,0,44,100,0,0,NA
2023-2024,Feb,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,257,177,23808,1263,30,175417,0,18219,976.91888,979.76267,73,75,359615,764047,0,764448,1486020,24065,2.84379,666,55,93.14,0,100,NA
2023-2024,Feb,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,363.60786,363.86976,2,2,87540,190973,0,140106,286585,2613,0.2619,30,29,0,0,100,NA
2023-2024,Feb,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,220.891911764706,27,0,0,822,214,80948,1224,43,152693,0,5104,1245.9368,1248.640517,45,54,558310,1250860,0,918126,1959817,81770,2.703717,512,63,4.83,0.03,100,NA
2023-2024,Feb,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1911,237,106885,18620,452,124033,30,15501,1117.64948,1157.34314,630,633,537189,979646,0,1232669,2083652,108796,39.69366,6327,85,23.58,2,100,NA
2023-2024,Feb,32,WEST BENGAL,3214,PURULIA,0,233.939463216131,25,12,0,2218,99,24060,43742,3280,153308,5834,168523,717.24218,819.57198,1738,2010,333652,770154,0,524850,1132513,26278,102.3298,19391,69,0.18,0,100.48,NA
2023-2024,Feb,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,259.462310453447,18,24,0,7287,255,191888,81906,6157,320830,217,11781,1430.35002,1642.86522,4312,5618,970984,1728504,0,1403487,2361911,199175,212.5152,38613,69,59.83,0.05,100.67,NA
2023-2024,Feb,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,0,0,0,0,284,63,13890,0,0,90881,0,53582,359.19394,359.54749,0,0,166888,332557,0,277898,521641,14174,0.35355,0,38,31.42,0,0,NA
2023-2024,Feb,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,253,64,64330,0,0,158787,0,120490,234.6767,234.6767,0,0,292236,582491,0,326712,638793,64583,0,0,58,12.32,2.49,0,NA
2023-2024,April,32,WEST BENGAL,3201,NADIA,0,0,15,0,0,0,185,24035,90,15,175417,0,18219,87.34981,87.34981,6,6,359615,764047,0,764430,1487257,24035,0,30,55,7.69,0,100,NA
2023-2024,April,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,4,156,18346,0,0,69145,0,955,39.80985,39.95034,0,0,214512,341027,0,404776,581945,18350,0.14049,0,20,0,0,0,NA
2023-2024,April,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,3,80,31786,0,0,274253,0,92892,42.26335,42.26335,0,0,345581,684311,0,404299,785029,31789,0,0,16,7.05,0.2,0,NA
2023-2024,April,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,0,0,0,0,203,64,13971,0,0,90881,0,53582,2.62793,2.62793,0,0,166888,332557,0,277896,521930,14174,0,0,38,12.61,0,0,NA
2023-2024,April,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,5,79,23790,0,0,80336,0,110388,43.46951,43.46951,0,0,173353,371226,0,231005,477735,23795,0,0,44,100,0,0,NA
2023-2024,May,32,WEST BENGAL,3206,HOOGHLY,0,3345,15,0,0,5,204,32926,15,0,551994,0,106338,214.66657,215.16832,1,1,730190,1374027,0,839455,1533219,32931,0.50175,15,11,27.08,3.03,100,NA
2023-2024,May,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,3,80,31786,0,0,274253,0,92892,83.7317,83.7317,0,0,345581,684311,0,404304,776007,31789,0,0,16,7.58,0.2,0,NA
2023-2024,May,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,197.371215880893,26,0,0,220,215,81504,1209,43,152693,0,5104,220.47432,222.860538,45,54,558310,1250860,0,918104,1960637,81724,2.386218,512,63,8.26,0.03,100,NA
2023-2024,May,32,WEST BENGAL,3212,MURSHIDABAD,0,156.246325036603,32,0,0,1424,238,107349,17075,422,124033,30,15501,211.38348,238.06254,527,530,537189,979646,0,1232573,2090327,108773,26.67906,5577,85,20.14,0.1,100,NA
2023-2024,May,32,WEST BENGAL,3213,BANKURA,0,319.993577981651,13,0,0,154,185,30508,1090,316,512690,28,146226,183.73479,187.22272,81,90,514127,1232879,0,686262,1584893,30662,3.48793,586,56,83.45,0.19,100,NA
2023-2024,May,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,5,199,85394,0,0,234141,0,39442,92.19625,93.94548,0,0,421151,781036,0,873316,1523979,85399,1.74923,0,74,0,0,0,NA
2023-2024,May,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,176.137487636004,26,2,0,199,207,35436,2022,276,581024,294,115864,287.82531,291.38681,75,84,776615,1593618,0,914189,1845947,35635,3.5615,707,34,15.77,0,100,NA
2023-2024,Dec,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,299.97838,300.24028,2,2,87540,190973,0,140106,286585,2613,0.2619,30,29,0,0,100,NA
2023-2024,Dec,32,WEST BENGAL,3206,HOOGHLY,0,3582,15,0,0,10,203,32921,15,0,551994,0,106338,954.54593,955.08323,1,1,730190,1374027,0,839471,1530589,32931,0.5373,15,11,30.15,2.47,100,NA
2023-2024,Dec,32,WEST BENGAL,3209,MALDAH,0,208.041755319149,15,0,0,119,138,73493,3760,114,172269,171,55118,536.84596,544.66833,236,236,479327,811880,0,722605,1170167,73612,7.82237,2764,72,5.26,2.91,145.05,NA
2023-2024,Dec,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,22,70,10272,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,208798,10294,0,0,18,0,0,0,NA
2023-2024,Dec,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5655,0,29059,53.59932,53.59932,0,0,55260,88843,0,55953,89777,4520,0,0,23,0,0,0,NA
2023-2024,Nov,32,WEST BENGAL,3203,BIRBHUM,0,219.574858286095,23,0,0,520,150,26930,2999,849,408682,116,80889,665.5493,672.13435,128,168,544455,1134825,0,677369,1356876,27450,6.58505,1125,16,25.38,0.28,100,NA
2023-2024,Nov,32,WEST BENGAL,3214,PURULIA,0,233.939463216131,25,12,0,2218,99,24060,43742,3280,153308,5834,168523,576.41337,678.74317,1738,2010,333652,770154,0,524846,1132506,26278,102.3298,19391,69,0.18,0,100.48,NA
2023-2024,Nov,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,195.454545454545,1,0,0,183,83,84348,44,0,135660,0,14308,305.93302,306.01902,24,30,257818,513861,0,509548,951760,84531,0.086,24,85,0.47,0.03,100,NA
2023-2024,Nov,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,8,79,23787,0,0,80336,0,110388,281.71088,281.71088,0,0,173353,371226,0,231017,470490,23795,0,0,44,90.77,0,0,NA
2023-2024,May,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,65.01964,65.28154,2,2,87540,190973,0,140105,287206,2613,0.2619,30,29,0,0,100,NA
2023-2024,May,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,408,128,73835,0,0,574372,0,7372,140.0096,140.0096,0,0,562861,1086684,0,660485,1254884,74243,0,0,39,0.4,4.79,0,NA
2023-2024,April,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,62.7331531531532,19,0,0,168,219,81555,555,17,152693,0,5104,110.73203,111.080199,29,38,558310,1250860,0,918099,1960627,81723,0.348169,246,63,13.81,0.05,100,NA
2023-2024,April,32,WEST BENGAL,3212,MURSHIDABAD,0,1.72818974918212,14,0,0,1013,248,107758,7336,241,124033,30,15501,112.77267,112.89945,494,494,537189,979646,0,1232557,2092228,108771,0.12678,2309,85,24.27,0.01,100,NA
2023-2024,April,32,WEST BENGAL,3214,PURULIA,0,107.380932361734,19,7,0,1046,143,25222,21408,1866,153308,3833,168523,68.93517,91.92328,1122,1261,333652,770154,0,524660,1146735,26268,22.98811,9460,69,0.71,0,100,NA
2023-2024,April,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,167.244456440495,12,10,0,1416,276,197697,24082,3554,320830,98,11781,129.17511,169.45092,1949,2460,970984,1728504,0,1403450,2379413,199113,40.27581,9802,69,58.71,0.12,102.29,NA
2023-2024,April,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,0,70,10293,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,212351,10293,0,0,18,0,0,0,NA
2023-2024,Feb,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,83,156,18268,0,0,69145,0,955,497.05224,497.19273,0,0,214512,341027,0,404797,576699,18351,0.14049,0,20,0.59,0,0,NA
2023-2024,Feb,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,417.788617886179,31,2,0,1133,195,87860,7626,2580,322551,26,166010,1145.0209,1176.88146,241,401,691990,1458534,0,888460,1773878,88993,31.86056,3184,51,26.08,1.23,100,NA
2023-2024,Feb,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5655,0,29059,57.44875,57.44875,0,0,55260,88843,0,55953,89732,4520,0,0,23,0,0,0,NA
2023-2024,Feb,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,279.737742830712,26,2,0,5471,202,30168,2162,321,581024,294,115864,926.14458,932.19251,82,92,776615,1593618,0,914276,1821141,35639,6.04793,767,34,15.61,0,100.42,NA
2023-2024,March,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,83,156,18268,0,0,69145,0,955,537.82785,537.96834,0,0,214512,341027,0,404798,576700,18351,0.14049,0,20,0.59,0,0,NA
2023-2024,March,32,WEST BENGAL,3209,MALDAH,0,208.041755319149,15,0,0,119,138,73493,3760,114,172269,171,55118,710.26597,718.08834,236,236,479327,811880,0,722609,1170175,73612,7.82237,2764,72,5.26,2.91,145.05,NA
2023-2024,March,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,22,70,10272,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,208798,10294,0,0,18,0,0,0,NA
2023-2024,March,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,279.737742830712,26,2,0,5471,202,30168,2162,321,581024,294,115864,926.14458,932.19251,82,92,776615,1593618,0,914285,1821156,35639,6.04793,767,34,15.61,0,100.42,NA
2023-2024,Jan,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,257,177,23808,1263,30,175417,0,18219,888.10906,890.95285,73,75,359615,764047,0,764448,1486021,24065,2.84379,666,55,93.14,0,100,NA
2023-2024,Jan,32,WEST BENGAL,3206,HOOGHLY,0,3582,15,0,0,10,203,32921,15,0,551994,0,106338,1058.88269,1059.41999,1,1,730190,1374027,0,839472,1530562,32931,0.5373,15,11,30.15,2.47,100,NA
2023-2024,Jan,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,13,80,31776,0,0,274253,0,92892,428.62405,428.62405,0,0,345581,684311,0,404313,775816,31789,0,0,16,19.84,0.07,0,NA
2023-2024,Jan,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,464,128,73782,0,0,574372,0,7372,722.87701,722.87701,0,0,562861,1086684,0,660560,1253730,74246,0,0,39,5.45,4,0,NA
2023-2024,Jan,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,699,184,29966,1389,358,512690,42,146226,944.25971,948.58383,86,95,514127,1232879,0,686321,1538859,30665,4.32412,796,56,77.32,0.16,100,NA
2023-2024,Jan,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,8,79,23787,0,0,80336,0,110388,281.71088,281.71088,0,0,173353,371226,0,231017,470490,23795,0,0,44,90.77,0,0,NA
2023-2024,Oct,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,257,177,23808,1263,30,175417,0,18219,638.04481,640.8886,73,75,359615,764047,0,764442,1486013,24065,2.84379,666,55,93.14,0,100,NA
2023-2024,Oct,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1671,237,107125,18620,452,124033,30,15501,725.87556,765.56922,630,633,537189,979646,0,1232621,2085843,108796,39.69366,6327,85,23.29,2.33,100,NA
2023-2024,Oct,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,14,199,85386,0,0,234141,0,39442,549.76264,551.51187,0,0,421151,781036,0,873335,1521936,85400,1.74923,0,74,4.97,0.52,0,NA
2023-2024,Oct,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,259.462310453447,18,24,0,7287,255,191888,81906,6157,320830,217,11781,934.52993,1147.04513,4312,5618,970984,1728504,0,1403467,2362616,199175,212.5152,38613,69,59.83,0.05,100.67,NA
2023-2024,Oct,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,8,79,23787,0,0,80336,0,110388,281.71088,281.71088,0,0,173353,371226,0,231016,470489,23795,0,0,44,90.77,0,0,NA
2023-2024,Nov,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,72,156,18279,0,0,69145,0,955,376.30019,376.44068,0,0,214512,341027,0,404796,576698,18351,0.14049,0,20,0.59,0,0,NA
2023-2024,Nov,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,14,199,85386,0,0,234141,0,39442,636.33197,638.0812,0,0,421151,781036,0,873351,1520901,85400,1.74923,0,74,4.97,0.52,0,NA
2023-2024,June,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,5,177,24043,1263,30,175417,0,18219,278.91743,281.76122,73,75,359615,764047,0,764433,1487262,24048,2.84379,666,55,93.14,0,100,NA
2023-2024,June,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,0,0,0,0,283,63,13891,0,0,90881,0,53582,96.58628,96.93983,0,0,166888,332557,0,277896,521928,14174,0.35355,0,38,12.61,0,0,NA
2023-2024,Dec,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,19,22,2336,0,0,59545,0,35469,120.74973,120.74973,0,0,66280,130366,0,116298,216293,2355,0,0,54,19.71,0,0,NA
2023-2024,Dec,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,259.462310453447,18,24,0,7287,255,191888,81906,6157,320830,217,11781,1177.54702,1390.06222,4312,5618,970984,1728504,0,1403485,2361920,199175,212.5152,38613,69,59.83,0.05,100.67,NA
2023-2024,Sep,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,163.05343,163.31533,2,2,87540,190973,0,140106,286585,2613,0.2619,30,29,0,0,100,NA
2023-2024,Sep,32,WEST BENGAL,3206,HOOGHLY,0,3582,15,0,0,10,203,32921,15,0,551994,0,106338,525.63857,526.17587,1,1,730190,1374027,0,839467,1531584,32931,0.5373,15,11,26.62,2.6,100,NA
2023-2024,Sep,32,WEST BENGAL,3209,MALDAH,0,208.041755319149,15,0,0,118,138,73494,3760,114,172269,171,55118,295.56426,303.38663,236,236,479327,811880,0,722599,1170156,73612,7.82237,2764,72,5.14,0,145.05,NA
2023-2024,Sep,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,14,199,85386,0,0,234141,0,39442,442.64961,444.39884,0,0,421151,781036,0,873325,1523150,85400,1.74923,0,74,4.97,0.52,0,NA
2023-2024,Sep,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,195.454545454545,1,0,0,183,83,84348,44,0,135660,0,14308,191.08509,191.17109,24,30,257818,513861,0,509519,951703,84531,0.086,24,85,0.47,0.03,100,NA
2023-2024,Sep,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,22,70,10272,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,208798,10294,0,0,18,0,0,0,NA
2023-2024,July,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,3,80,31786,0,0,274253,0,92892,166.13804,166.13804,0,0,345581,684311,0,404307,775918,31789,0,0,16,27.56,0.15,0,NA
2023-2024,July,32,WEST BENGAL,3214,PURULIA,0,233.939463216131,25,12,0,2196,99,24082,43742,3280,153308,5834,168523,282.17304,384.50284,1738,2010,333652,770154,0,524764,1134876,26278,102.3298,19391,69,0.18,0,100.48,NA
2023-2024,July,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,253,64,64330,0,0,158787,0,120490,147.52832,147.52832,0,0,292236,582491,0,326706,638782,64583,0,0,58,42.55,0,0,NA
2023-2024,July,32,WEST BENGAL,3203,BIRBHUM,0,219.574858286095,23,0,0,419,150,27031,2999,849,408682,116,80889,325.62323,332.20828,128,168,544455,1134825,0,677319,1358906,27450,6.58505,1125,16,24.17,0.28,100,NA
2023-2024,Aug,32,WEST BENGAL,3203,BIRBHUM,0,219.574858286095,23,0,0,519,150,26931,2999,849,408682,116,80889,407.29247,413.87752,128,168,544455,1134825,0,677330,1357882,27450,6.58505,1125,16,24.17,0.28,100,NA
2023-2024,Aug,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,3,80,31786,0,0,274253,0,92892,207.34121,207.34121,0,0,345581,684311,0,404309,775839,31789,0,0,16,23.91,0.08,0,NA
2023-2024,Aug,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,417.788617886179,31,2,0,547,195,88446,7626,2580,322551,26,166010,564.75409,596.61465,241,401,691990,1458534,0,888454,1774689,88993,31.86056,3184,51,28.65,1.33,100,NA
2023-2024,May,32,WEST BENGAL,3201,NADIA,0,40.6510416666667,16,0,0,5,183,24043,1152,30,175417,0,18219,170.88362,171.35192,69,71,359615,764047,0,764433,1487262,24048,0.4683,615,55,7.65,0,100,NA
2023-2024,May,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,17,156,18333,0,0,69145,0,955,87.79677,87.93726,0,0,214512,341027,0,404782,576904,18350,0.14049,0,20,0,0,0,NA
2023-2024,May,32,WEST BENGAL,3214,PURULIA,0,180.346374201997,24,12,0,1891,103,24386,42763,3131,153308,5716,168523,136.96134,214.08286,1731,1997,333652,770154,0,524730,1135434,26277,77.12152,19110,69,0.2,0,100,NA
2023-2024,May,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,170.500199611789,17,23,0,2694,260,196480,72641,5672,320830,217,11781,268.81365,392.6667,4082,5320,970984,1728504,0,1403452,2370012,199174,123.85305,34252,69,63.87,0.05,100.73,NA
2023-2024,May,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,7,79,23788,0,0,80336,0,110388,87.14678,87.14678,0,0,173353,371226,0,231011,476372,23795,0,0,44,100,0,0,NA
2023-2024,April,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,32.88082,33.14272,2,2,87540,190973,0,140105,288965,2613,0.2619,30,29,0,0,100,NA
2023-2024,April,32,WEST BENGAL,3203,BIRBHUM,0,151.102620087336,24,0,0,147,157,27294,2290,659,408682,71,80889,85.87898,89.33923,92,128,544455,1134825,0,677309,1360735,27441,3.46025,855,16,8.17,0.64,100,NA
2023-2024,April,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,3,204,32928,0,0,551994,0,106338,103.77244,104.27419,0,0,730190,1374027,0,839439,1533310,32931,0.50175,0,11,30.64,3.43,0,NA
