fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,April,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,136,128,74107,0,0,574372,0,7372,71.21841,71.21841,0,0,562861,1086684,0,660466,1255142,74243,0,0,39,0.26,4.97,0,NA
2023-2024,April,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,1,199,85397,0,0,234141,0,39442,92.19625,92.19625,0,0,421151,781036,0,873304,1532493,85398,0,0,74,0,0,0,NA
2023-2024,March,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,396.04163,396.30353,2,2,87540,190973,0,140106,286585,2613,0.2619,30,29,0,0,100,NA
2023-2024,March,32,WEST BENGAL,3206,HOOGHLY,0,3582,15,0,0,10,203,32921,15,0,551994,0,106338,1260.00602,1260.54332,1,1,730190,1374027,0,839472,1530562,32931,0.5373,15,11,30.15,2.47,100,NA
2023-2024,March,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1911,237,106885,18620,452,124033,30,15501,1218.52018,1258.21384,630,633,537189,979646,0,1232671,2083654,108796,39.69366,6327,85,23.58,2,100,NA
2023-2024,March,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,699,184,29966,1389,358,512690,42,146226,1128.98016,1133.30428,86,95,514127,1232879,0,686327,1538825,30665,4.32412,796,56,77.32,0.16,100,NA
2023-2024,March,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,195.454545454545,1,0,0,183,83,84348,44,0,135660,0,14308,451.51306,451.59906,24,30,257818,513861,0,509610,951877,84531,0.086,24,85,0.47,0.03,100,NA
2023-2024,March,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5655,0,29059,61.29818,61.29818,0,0,55260,88843,0,55953,89732,4520,0,0,23,0,0,0,NA
2023-2024,March,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,8,79,23787,0,0,80336,0,110388,281.71088,281.71088,0,0,173353,371226,0,231017,470490,23795,0,0,44,90.77,0,0,NA
2023-2024,Jan,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,19,22,2336,0,0,59545,0,35469,132.7002,132.7002,0,0,66280,130366,0,116298,216293,2355,0,0,54,19.71,0,0,NA
2023-2024,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,417.788617886179,31,2,0,1133,195,87860,7626,2580,322551,26,166010,1145.0209,1176.88146,241,401,691990,1458534,0,888460,1773878,88993,31.86056,3184,51,26.08,1.23,100,NA
2023-2024,Jan,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,220.891911764706,27,0,0,822,214,80948,1224,43,152693,0,5104,1026.91606,1029.619777,45,54,558310,1250860,0,918126,1959817,81770,2.703717,512,63,4.83,0.03,100,NA
2023-2024,Jan,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,14,199,85386,0,0,234141,0,39442,894.27879,896.02802,0,0,421151,781036,0,873367,1520929,85400,1.74923,0,74,4.97,0.52,0,NA
2023-2024,Jan,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5655,0,29059,57.44875,57.44875,0,0,55260,88843,0,55953,89777,4520,0,0,23,0,0,0,NA
2023-2024,Feb,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,195.454545454545,1,0,0,183,83,84348,44,0,135660,0,14308,414.27807,414.36407,24,30,257818,513861,0,509601,951861,84531,0.086,24,85,0.47,0.03,100,NA
2023-2024,Feb,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,8,79,23787,0,0,80336,0,110388,281.71088,281.71088,0,0,173353,371226,0,231017,470490,23795,0,0,44,90.77,0,0,NA
2023-2024,June,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,42,156,18309,0,0,69145,0,955,88.5949,88.73539,0,0,214512,341027,0,404784,576864,18351,0.14049,0,20,0,0,0,NA
2023-2024,June,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1553,237,107243,18620,452,124033,30,15501,309.53642,349.23008,630,633,537189,979646,0,1232584,2088264,108796,39.69366,6327,85,18.75,0.09,100,NA
2023-2024,June,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,22,70,10272,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,209140,10294,0,0,18,0,0,0,NA
2023-2024,July,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,8,22,2347,0,0,59545,0,35469,52.10959,52.10959,0,0,66280,130366,0,116297,216457,2355,0,0,54,19.71,0,0,NA
2023-2024,July,32,WEST BENGAL,3209,MALDAH,0,208.041755319149,15,0,0,118,138,73494,3760,114,172269,171,55118,238.12986,245.95223,236,236,479327,811880,0,722593,1170525,73612,7.82237,2764,72,5.31,0,145.05,NA
2023-2024,July,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,417.788617886179,31,2,0,507,195,88486,7626,2580,322551,26,166010,455.50655,487.36711,241,401,691990,1458534,0,888449,1774767,88993,31.86056,3184,51,30.18,1.4,100,NA
2023-2024,July,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,220.891911764706,27,0,0,273,214,81451,1224,43,152693,0,5104,441.16465,443.868367,45,54,558310,1250860,0,918113,1959865,81724,2.703717,512,63,6.45,0.03,100,NA
2023-2024,Aug,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,163.05343,163.31533,2,2,87540,190973,0,140106,286585,2613,0.2619,30,29,0,0,100,NA
2023-2024,Aug,32,WEST BENGAL,3214,PURULIA,0,233.939463216131,25,12,0,2217,99,24061,43742,3280,153308,5834,168523,284.76046,387.09026,1738,2010,333652,770154,0,524770,1134069,26278,102.3298,19391,69,0.18,0,100.48,NA
2023-2024,Aug,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,259.462310453447,18,24,0,7286,255,191889,81906,6157,320830,217,11781,667.32973,879.84493,4312,5618,970984,1728504,0,1403453,2362611,199175,212.5152,38613,69,59.83,0.05,100.67,NA
2023-2024,Nov,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,17,22,2338,0,0,59545,0,35469,104.63926,104.63926,0,0,66280,130366,0,116298,216293,2355,0,0,54,19.71,0,0,NA
2023-2024,Nov,32,WEST BENGAL,3206,HOOGHLY,0,3582,15,0,0,10,203,32921,15,0,551994,0,106338,855.11802,855.65532,1,1,730190,1374027,0,839471,1530589,32931,0.5373,15,11,26.62,2.6,100,NA
2023-2024,Nov,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1750,237,107046,18620,452,124033,30,15501,725.87556,765.56922,630,633,537189,979646,0,1232655,2085440,108796,39.69366,6327,85,21.12,2.12,100,NA
2023-2024,Nov,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,695,184,29970,1389,358,512690,42,146226,762.99657,767.32069,86,95,514127,1232879,0,686317,1541153,30665,4.32412,796,56,77.32,0.16,100,NA
2023-2024,Nov,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,22,70,10272,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,208798,10294,0,0,18,0,0,0,NA
2023-2024,Nov,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5655,0,29059,49.74989,49.74989,0,0,55260,88843,0,55953,89777,4520,0,0,23,0,0,0,NA
2023-2024,July,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,633,184,30032,1389,358,512690,42,146226,365.98585,370.30997,86,95,514127,1232879,0,686272,1552937,30665,4.32412,796,56,76.05,0.17,100,NA
2023-2024,July,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,5,199,85394,0,0,234141,0,39442,356.53666,358.28589,0,0,421151,781036,0,873316,1523150,85399,1.74923,0,74,34.23,0,0,NA
2023-2024,Oct,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,445,128,73798,0,0,574372,0,7372,518.31103,518.31103,0,0,562861,1086684,0,660523,1253696,74243,0,0,39,5.54,4.07,0,NA
2023-2024,Oct,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,253,64,64330,0,0,158787,0,120490,234.6767,234.6767,0,0,292236,582491,0,326712,638794,64583,0,0,58,12.32,2.49,0,NA
2023-2024,Sep,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,12,22,2343,0,0,59545,0,35469,65.66085,65.66085,0,0,66280,130366,0,116298,216293,2355,0,0,54,19.71,0,0,NA
2023-2024,Sep,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,72,156,18279,0,0,69145,0,955,208.34292,208.48341,0,0,214512,341027,0,404791,576730,18351,0.14049,0,20,0,0,0,NA
2023-2024,Sep,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,3,80,31786,0,0,274253,0,92892,207.34121,207.34121,0,0,345581,684311,0,404311,775828,31789,0,0,16,23.91,0.08,0,NA
2023-2024,Sep,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,445,128,73798,0,0,574372,0,7372,361.42384,361.42384,0,0,562861,1086684,0,660510,1253877,74243,0,0,39,5.71,4.19,0,NA
2023-2024,Sep,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,417.788617886179,31,2,0,575,195,88418,7626,2580,322551,26,166010,564.75409,596.61465,241,401,691990,1458534,0,888457,1774458,88993,31.86056,3184,51,27.38,1.29,100,NA
2023-2024,Sep,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,650,184,30015,1389,358,512690,42,146226,457.39738,461.7215,86,95,514127,1232879,0,686312,1543961,30665,4.32412,796,56,77.32,0.16,100,NA
2023-2024,Sep,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,259.462310453447,18,24,0,7287,255,191888,81906,6157,320830,217,11781,667.50668,880.02188,4312,5618,970984,1728504,0,1403461,2362609,199175,212.5152,38613,69,59.83,0.05,100.67,NA
2023-2024,Dec,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,417.788617886179,31,2,0,1133,195,87860,7626,2580,322551,26,166010,1036.07425,1067.93481,241,401,691990,1458534,0,888459,1773876,88993,31.86056,3184,51,26.77,1.26,100,NA
2023-2024,Dec,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1838,237,106958,18620,452,124033,30,15501,823.29419,862.98785,630,633,537189,979646,0,1232665,2084123,108796,39.69366,6327,85,21.81,2.1,100,NA
2023-2024,Dec,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,699,184,29966,1389,358,512690,42,146226,853.84673,858.17085,86,95,514127,1232879,0,686318,1539957,30665,4.32412,796,56,77.32,0.16,100,NA
2023-2024,Dec,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,14,199,85386,0,0,234141,0,39442,806.55226,808.30149,0,0,421151,781036,0,873367,1520929,85400,1.74923,0,74,4.97,0.52,0,NA
2023-2024,Dec,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,279.737742830712,26,2,0,5423,202,30216,2162,321,581024,294,115864,925.21858,931.26651,82,92,776615,1593618,0,914274,1821142,35639,6.04793,767,34,15.61,0,100.42,NA
2023-2024,Jan,32,WEST BENGAL,3209,MALDAH,0,208.041755319149,15,0,0,119,138,73493,3760,114,172269,171,55118,548.08493,555.9073,236,236,479327,811880,0,722606,1170169,73612,7.82237,2764,72,5.26,2.91,145.05,NA
2023-2024,Jan,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1911,237,106885,18620,452,124033,30,15501,1020.57891,1060.27257,630,633,537189,979646,0,1232668,2083665,108796,39.69366,6327,85,21.81,2.1,100,NA
2023-2024,Jan,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,0,0,0,0,284,63,13890,0,0,90881,0,53582,328.0366,328.39015,0,0,166888,332557,0,277898,521641,14174,0.35355,0,38,31.42,0,0,NA
2023-2024,Jan,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,195.454545454545,1,0,0,183,83,84348,44,0,135660,0,14308,341.05358,341.13958,24,30,257818,513861,0,509601,951861,84531,0.086,24,85,0.47,0.03,100,NA
2023-2024,Jan,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,253,64,64330,0,0,158787,0,120490,234.6767,234.6767,0,0,292236,582491,0,326712,638793,64583,0,0,58,12.32,2.49,0,NA
2023-2024,Jan,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,279.737742830712,26,2,0,5471,202,30168,2162,321,581024,294,115864,926.14458,932.19251,82,92,776615,1593618,0,914276,1821141,35639,6.04793,767,34,15.61,0,100.42,NA
2023-2024,March,32,WEST BENGAL,3214,PURULIA,0,233.939463216131,25,12,0,2218,99,24060,43742,3280,153308,5834,168523,852.92394,955.25374,1738,2010,333652,770154,0,524953,1132724,26278,102.3298,19391,69,0.18,0,100.48,NA
2023-2024,March,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,14,199,85386,0,0,234141,0,39442,1065.50467,1067.2539,0,0,421151,781036,0,873367,1520929,85400,1.74923,0,74,4.97,0.52,0,NA
2023-2024,June,32,WEST BENGAL,3206,HOOGHLY,0,3582,15,0,0,5,203,32926,15,0,551994,0,106338,317.82209,318.35939,1,1,730190,1374027,0,839455,1533219,32931,0.5373,15,11,27.08,3.03,100,NA
2023-2024,June,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,3,80,31786,0,0,274253,0,92892,124.93487,124.93487,0,0,345581,684311,0,404307,775994,31789,0,0,16,27.56,0.15,0,NA
2023-2024,June,32,WEST BENGAL,3209,MALDAH,0,208.041755319149,15,0,0,117,138,73494,3760,114,172269,171,55118,180.11534,187.93771,236,236,479327,811880,0,722593,1170969,73611,7.82237,2764,72,5.31,0,145.05,NA
2023-2024,June,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,220.891911764706,27,0,0,273,214,81451,1224,43,152693,0,5104,331.05399,333.757707,45,54,558310,1250860,0,918113,1960611,81724,2.703717,512,63,6.72,0.02,100,NA
2023-2024,June,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,491,184,30171,1389,358,512690,42,146226,274.86032,279.18444,86,95,514127,1232879,0,686267,1565834,30662,4.32412,796,56,76.05,0.17,100,NA
2023-2024,June,32,WEST BENGAL,3214,PURULIA,0,232.873965525125,25,12,0,2169,99,24109,43742,3280,153308,5834,168523,214.52596,316.38969,1738,2010,333652,770154,0,524747,1135340,26278,101.86373,19391,69,0.18,0,100.48,NA
2023-2024,June,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,253,64,64330,0,0,158787,0,120490,111.39985,111.39985,0,0,292236,582491,0,326706,638783,64583,0,0,58,42.55,0,0,NA
2023-2024,June,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,275.866327474561,26,2,0,210,202,35425,2162,321,581024,294,115864,428.57167,434.5359,82,92,776615,1593618,0,914195,1845793,35635,5.96423,767,34,15.62,0,100.42,NA
2023-2024,July,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,39,177,24014,1263,30,175417,0,18219,362.47524,365.31903,73,75,359615,764047,0,764434,1487263,24053,2.84379,666,55,93.14,0,100,NA
2023-2024,July,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,55,156,18296,0,0,69145,0,955,167.25956,167.40005,0,0,214512,341027,0,404785,576865,18351,0.14049,0,20,0,0,0,NA
2023-2024,July,32,WEST BENGAL,3206,HOOGHLY,0,3582,15,0,0,9,203,32922,15,0,551994,0,106338,421.32523,421.86253,1,1,730190,1374027,0,839455,1532586,32931,0.5373,15,11,29.77,2.92,100,NA
2023-2024,Aug,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,256,177,23809,1263,30,175417,0,18219,447.85643,450.70022,73,75,359615,764047,0,764435,1487246,24065,2.84379,666,55,93.14,0,100,NA
2023-2024,Aug,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,8,22,2347,0,0,59545,0,35469,64.58085,64.58085,0,0,66280,130366,0,116297,216406,2355,0,0,54,19.71,0,0,NA
2023-2024,Aug,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,72,156,18279,0,0,69145,0,955,206.65223,206.79272,0,0,214512,341027,0,404787,576762,18351,0.14049,0,20,0,0,0,NA
2023-2024,Aug,32,WEST BENGAL,3209,MALDAH,0,208.041755319149,15,0,0,118,138,73494,3760,114,172269,171,55118,295.11426,302.93663,236,236,479327,811880,0,722594,1170166,73612,7.82237,2764,72,5.14,0,145.05,NA
2023-2024,Aug,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,650,184,30015,1389,358,512690,42,146226,457.11138,461.4355,86,95,514127,1232879,0,686305,1544390,30665,4.32412,796,56,77.32,0.16,100,NA
2023-2024,Aug,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,22,70,10272,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,208799,10294,0,0,18,0,0,0,NA
2023-2024,Aug,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,253,64,64330,0,0,158787,0,120490,186.0655,186.0655,0,0,292236,582491,0,326706,638782,64583,0,0,58,13.25,0,0,NA
2023-2024,Sep,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,256,177,23809,1263,30,175417,0,18219,447.85643,450.70022,73,75,359615,764047,0,764439,1487207,24065,2.84379,666,55,93.14,0,100,NA
2023-2024,Sep,32,WEST BENGAL,3212,MURSHIDABAD,0,213.177551020408,29,0,0,1671,237,107125,18620,452,124033,30,15501,512.12034,551.814,630,633,537189,979646,0,1232610,2086458,108796,39.69366,6327,85,23.26,2.33,100,NA
2023-2024,Oct,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,13,22,2342,0,0,59545,0,35469,92.68879,92.68879,0,0,66280,130366,0,116298,216293,2355,0,0,54,19.71,0,0,NA
2023-2024,Oct,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,72,156,18279,0,0,69145,0,955,337.07141,337.2119,0,0,214512,341027,0,404794,576697,18351,0.14049,0,20,0.59,0,0,NA
2023-2024,Oct,32,WEST BENGAL,3213,BANKURA,0,311.311735061195,16,0,0,661,184,30004,1389,358,512690,42,146226,672.14641,676.47053,86,95,514127,1232879,0,686314,1543923,30665,4.32412,796,56,77.32,0.16,100,NA
2023-2024,Oct,32,WEST BENGAL,3214,PURULIA,0,233.939463216131,25,12,0,2218,99,24060,43742,3280,153308,5834,168523,508.66617,610.99597,1738,2010,333652,770154,0,524819,1132593,26278,102.3298,19391,69,0.18,0,100.48,NA
2023-2024,May,32,WEST BENGAL,3203,BIRBHUM,0,176.418604651163,23,0,0,311,153,27131,2924,804,408682,101,80889,166.08696,171.24544,126,166,544455,1134825,0,677318,1360244,27442,5.15848,1080,16,23.14,0.29,100,NA
2023-2024,May,32,WEST BENGAL,3209,MALDAH,0,56.6069131832797,15,0,0,117,141,73494,3732,86,172269,171,55118,121.96585,124.07842,236,236,479327,811880,0,722591,1173069,73611,2.11257,2736,72,5.38,0,145.58,NA
2023-2024,May,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,294.912359226105,32,2,0,255,201,88733,6926,2580,322551,26,166010,220.25833,240.68396,212,363,691990,1458534,0,888443,1775021,88988,20.42563,2954,51,23.22,1.74,100,NA
2023-2024,May,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,0,0,0,0,225,63,13949,0,0,90881,0,53582,64.93683,65.29038,0,0,166888,332557,0,277896,521928,14174,0.35355,0,38,12.61,0,0,NA
2023-2024,May,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,0,70,10293,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,209688,10293,0,0,18,0,0,0,NA
2023-2024,May,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5655,0,29059,14.93728,14.93728,0,0,55260,88843,0,55953,91047,4520,0,0,23,0,0,0,NA
2023-2024,Nov,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,13,80,31776,0,0,274253,0,92892,344.81925,344.81925,0,0,345581,684311,0,404313,775820,31789,0,0,16,19.73,0.07,0,NA
2023-2024,Nov,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,253,64,64330,0,0,158787,0,120490,234.6767,234.6767,0,0,292236,582491,0,326712,638794,64583,0,0,58,12.32,2.49,0,NA
2023-2024,Dec,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,257,177,23808,1263,30,175417,0,18219,804.90809,807.75188,73,75,359615,764047,0,764447,1486020,24065,2.84379,666,55,93.14,0,100,NA
2023-2024,Dec,32,WEST BENGAL,3203,BIRBHUM,0,219.574858286095,23,0,0,520,150,26930,2999,849,408682,116,80889,744.51711,751.10216,128,168,544455,1134825,0,677386,1356891,27450,6.58505,1125,16,25.38,0.28,100,NA
2023-2024,Dec,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,13,80,31776,0,0,274253,0,92892,385.76053,385.76053,0,0,345581,684311,0,404313,775816,31789,0,0,16,19.84,0.07,0,NA
2023-2024,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,220.891911764706,27,0,0,769,214,81001,1224,43,152693,0,5104,1026.42106,1029.124777,45,54,558310,1250860,0,918126,1959817,81770,2.703717,512,63,4.83,0.03,100,NA
2023-2024,Dec,32,WEST BENGAL,3214,PURULIA,0,233.939463216131,25,12,0,2218,99,24060,43742,3280,153308,5834,168523,649.78977,752.11957,1738,2010,333652,770154,0,524848,1132509,26278,102.3298,19391,69,0.18,0,100.48,NA
2023-2024,Dec,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,0,0,0,0,284,63,13890,0,0,90881,0,53582,296.19726,296.55081,0,0,166888,332557,0,277898,521641,14174,0.35355,0,38,31.42,0,0,NA
2023-2024,April,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,8,22,2347,0,0,59545,0,35469,12.05647,12.05647,0,0,66280,130366,0,116297,216958,2355,0,0,54,100,0,0,NA
2023-2024,April,32,WEST BENGAL,3209,MALDAH,0,6.55395683453237,14,0,0,48,145,73563,973,43,172269,111,55118,64.79003,64.8538,68,68,479327,811880,0,722498,1173892,73611,0.06377,377,72,0,0,100,NA
2023-2024,April,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,35,64,64548,0,0,158787,0,120490,38.17013,38.17013,0,0,292236,582491,0,326706,638783,64583,0,0,58,22.7,0,0,NA
2023-2024,April,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5655,0,29059,0,0,0,0,55260,88843,0,55953,92268,4520,0,0,23,0,0,0,NA
2023-2024,April,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,26.043956043956,17,0,0,31,213,35603,273,0,581024,45,115864,147.0654,147.1365,16,18,776615,1593618,0,914140,1846593,35634,0.0711,140,34,23.21,0,100,NA
2023-2024,Feb,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,19,22,2336,0,0,59545,0,35469,144.65067,144.65067,0,0,66280,130366,0,116298,216293,2355,0,0,54,19.71,0,0,NA
2023-2024,Feb,32,WEST BENGAL,3206,HOOGHLY,0,3582,15,0,0,10,203,32921,15,0,551994,0,106338,1079.33431,1079.87161,1,1,730190,1374027,0,839472,1530562,32931,0.5373,15,11,30.15,2.47,100,NA
2023-2024,Feb,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,464,128,73782,0,0,574372,0,7372,790.78086,790.78086,0,0,562861,1086684,0,660567,1253739,74246,0,0,39,5.43,3.99,0,NA
2023-2024,Feb,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,14,199,85386,0,0,234141,0,39442,894.84734,896.59657,0,0,421151,781036,0,873367,1520929,85400,1.74923,0,74,4.97,0.52,0,NA
2023-2024,Feb,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,0,0,0,0,22,70,10272,0,0,15048,0,65927,0,0,0,0,121526,200258,0,127896,208798,10294,0,0,18,0,0,0,NA
2023-2024,Jan,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,873,15,0,0,5,60,2608,30,15,98946,0,25877,331.79312,332.05502,2,2,87540,190973,0,140106,286585,2613,0.2619,30,29,0,0,100,NA
2023-2024,Jan,32,WEST BENGAL,3203,BIRBHUM,0,219.574858286095,23,0,0,520,150,26930,2999,849,408682,116,80889,823.09701,829.68206,128,168,544455,1134825,0,677388,1356887,27450,6.58505,1125,16,25.38,0.28,100,NA
2023-2024,Jan,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,83,156,18268,0,0,69145,0,955,458.27924,458.41973,0,0,214512,341027,0,404797,576699,18351,0.14049,0,20,0.59,0,0,NA
2023-2024,Jan,32,WEST BENGAL,3214,PURULIA,0,233.939463216131,25,12,0,2218,99,24060,43742,3280,153308,5834,168523,717.24218,819.57198,1738,2010,333652,770154,0,524850,1132513,26278,102.3298,19391,69,0.18,0,100.48,NA
2023-2024,March,32,WEST BENGAL,3201,NADIA,0,225.161520190024,17,0,0,257,177,23808,1263,30,175417,0,18219,1061.19496,1064.03875,73,75,359615,764047,0,764452,1486028,24065,2.84379,666,55,93.14,0,100,NA
2023-2024,March,32,WEST BENGAL,3203,BIRBHUM,0,219.574858286095,23,0,0,520,150,26930,2999,849,408682,116,80889,983.33358,989.91863,128,168,544455,1134825,0,677395,1356860,27450,6.58505,1125,16,28.5,0.27,100,NA
2023-2024,March,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,13,80,31776,0,0,274253,0,92892,513.69877,513.69877,0,0,345581,684311,0,404315,775820,31789,0,0,16,19.84,0.07,0,NA
2023-2024,March,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,464,128,73782,0,0,574372,0,7372,862.93977,862.93977,0,0,562861,1086684,0,660592,1253777,74246,0,0,39,5.4,3.97,0,NA
2023-2024,March,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,417.788617886179,31,2,0,1133,195,87860,7626,2580,322551,26,166010,1363.74417,1395.60473,241,401,691990,1458534,0,888463,1773884,88993,31.86056,3184,51,26.08,1.23,100,NA
2023-2024,March,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,259.462310453447,18,24,0,7287,255,191888,81906,6157,320830,217,11781,1556.73032,1769.24552,4312,5618,970984,1728504,0,1403496,2361920,199175,212.5152,38613,69,59.83,0.05,100.67,NA
