fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,July,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,0,170,24060,0,0,105727,0,124772,206.14113,206.14113,0,0,251062,584091,0,524964,1132787,24060,0,0,67,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255822,0,9543,367.1743,367.1743,0,0,767945,1379432,0,1403512,2361957,191888,0,0,68,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,0,0,0,0,0,98,84348,0,0,95214,0,9388,117.80091,117.80091,0,0,187051,374784,0,509619,951904,84348,0,0,85,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,0,215,30168,0,0,504719,0,98176,0,0,0,0,669981,1377911,0,914287,1821216,30168,0,0,23,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,23808,0,0,121045,0,13075,268.44379,268.44379,0,0,260685,553811,0,764455,1486081,23808,0,0,55,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,7,223,80947,0,0,94241,0,3074,338.3844,338.3844,0,0,386183,871091,0,918132,1959900,80954,0,0,63,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64996,0,7656,318.99371,318.99371,0,0,328032,595666,0,1232707,2083776,106885,0,0,85,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,85386,0,0,173393,0,29397,267.61744,267.61744,0,0,313170,581690,0,873375,1520969,85386,0,0,74,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336433,0,65406,246.02285,246.02285,0,0,444189,940849,0,677295,1356844,26930,0,0,16,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73782,0,0,466274,0,5918,223.8445,223.8445,0,0,468290,910059,0,660608,1253827,73782,0,0,39,100,0,0,NA
2024-2025,July,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,0,215,30168,0,0,504719,0,98176,0,0,0,0,669981,1377910,0,914287,1821215,30168,0,0,23,0,0,0,NA
2024-2025,June,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,23808,0,0,121044,0,13075,184.32998,184.32998,0,0,260685,553801,0,764455,1486057,23808,0,0,55,0,0,0,NA
2024-2025,June,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64996,0,7656,219.04229,219.04229,0,0,328032,595658,0,1232701,2083735,106885,0,0,85,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2282,0,0,43516,0,29031,89.66323,89.66323,0,0,50505,99898,0,116315,216371,2282,0,0,53,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,30872,0,0,518217,0,101733,746.47731,746.47731,0,0,669811,1271434,0,839737,1531210,30872,0,0,5,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,16594,0,0,54679,0,800,300.89201,300.89201,0,0,161738,261415,0,406364,578627,16594,0,0,12,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73728,0,0,466246,0,5915,524.03814,524.03814,0,0,468295,910042,0,660850,1254212,73728,0,0,39,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,24978,0,0,336480,0,65420,668.02174,668.02174,0,0,444187,941010,0,677422,1357242,24978,0,0,9,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2282,0,0,43490,0,28993,101.753,101.753,0,0,50500,99822,0,116289,216202,2282,0,0,53,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,16594,0,0,54679,0,800,300.89201,300.89201,0,0,161738,261416,0,406395,578660,16594,0,0,12,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,29988,0,0,236088,0,81888,310.4042,310.4042,0,0,300581,600237,0,404317,775963,29988,0,0,11,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,21223,0,0,105732,0,124780,512.85609,512.85609,0,0,251062,584160,0,525107,1133245,21224,0,0,63,0,0,0,NA
2024-2025,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,109,223,76297,0,0,94249,0,3074,938.58968,938.58968,0,0,386183,871147,0,918234,1960245,76406,0,0,61,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3209,MALDAH,0,0,0,0,0,0,146,73561,0,0,116007,0,37378,183.63712,183.63712,0,0,334524,570373,0,722659,1170255,73561,0,0,72,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64998,0,7656,325.68375,325.68375,0,0,327943,595642,0,1232375,2083730,106885,0,0,85,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255824,0,9543,367.1743,367.1743,0,0,767944,1379438,0,1403524,2361984,191888,0,0,68,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,23808,0,0,121051,0,13075,352.50267,352.50267,0,0,260685,553841,0,764472,1486218,23808,0,0,55,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54678,0,800,166.85182,166.85182,0,0,161738,261405,0,405898,578101,18268,0,0,20,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,7,223,80947,0,0,94244,0,3074,451.2492,451.2492,0,0,386183,871122,0,918143,1960023,80954,0,0,63,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255824,0,9543,485.83181,485.83181,0,0,767936,1379445,0,1403566,2362089,191888,0,0,68,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,31776,0,0,236076,0,81885,171.22907,171.22907,0,0,300581,600215,0,404317,775921,31776,0,0,16,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255824,0,9543,485.83181,485.83181,0,0,767936,1379443,0,1403556,2362066,191888,0,0,68,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73782,0,0,466238,0,5915,295.11291,295.11291,0,0,468295,910005,0,660762,1253992,73782,0,0,39,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336468,0,65414,588.67441,588.67441,0,0,444187,940957,0,677380,1357133,26930,0,0,16,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54679,0,800,300.01548,300.01548,0,0,161738,261415,0,406315,578574,18268,0,0,20,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,31776,0,0,236077,0,81888,310.4042,310.4042,0,0,300581,600224,0,404317,775942,31776,0,0,16,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64990,0,7652,749.08925,749.08925,0,0,327900,595579,0,1232056,2083382,106885,0,0,85,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,0,64,64330,0,0,146406,0,115848,0,0,0,0,272547,546686,0,326722,638824,64330,0,0,58,41.11,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,0,79,23787,0,0,64094,0,91412,0,0,0,0,143160,309784,0,231015,470485,23787,0,0,44,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,1,170,24059,0,0,105732,0,124780,512.85609,512.85609,0,0,251062,584151,0,525092,1133200,24060,0,0,67,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73728,0,0,466246,0,5915,524.03814,524.03814,0,0,468295,910041,0,660850,1254211,73728,0,0,39,0,0,0,NA
2024-2025,Nov,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,3,215,24891,0,0,504699,0,98180,0,0,0,0,669971,1377915,0,914302,1821282,24894,0,0,7,9.13,0,0,NA
2024-2025,July,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73782,0,0,466277,0,5918,223.8445,223.8445,0,0,468290,910067,0,660612,1253840,73782,0,0,39,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,7,223,80947,0,0,94241,0,3074,338.3844,338.3844,0,0,386183,871091,0,918132,1959903,80954,0,0,63,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255822,0,9543,367.1743,367.1743,0,0,767945,1379434,0,1403514,2361962,191888,0,0,68,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,0,215,30168,0,0,504719,0,98176,0,0,0,0,669981,1377915,0,914288,1821222,30168,0,0,23,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336437,0,65410,248.02285,248.02285,0,0,444189,940882,0,677340,1356962,26930,0,0,16,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73782,0,0,466272,0,5920,225.8445,225.8445,0,0,468295,910065,0,660648,1253895,73782,0,0,39,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64998,0,7656,322.96418,322.96418,0,0,328025,595725,0,1232508,2083847,106885,0,0,85,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255824,0,9543,367.1743,367.1743,0,0,767944,1379437,0,1403523,2361976,191888,0,0,68,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,29967,0,0,429058,0,122517,281.31667,281.31667,0,0,428805,1038594,0,686166,1538545,29967,0,0,56,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,85386,0,0,173393,0,29397,267.61744,267.61744,0,0,313170,581693,0,873378,1520979,85386,0,0,74,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64998,0,7656,325.68375,325.68375,0,0,327943,595640,0,1232365,2083713,106885,0,0,85,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,29967,0,0,429052,0,122508,281.31667,281.31667,0,0,428799,1038546,0,686128,1538443,29967,0,0,56,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,0,79,23787,0,0,64090,0,91431,0,0,0,0,143162,309796,0,231017,470511,23787,0,0,44,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,0,0,0,0,0,98,84348,0,0,93605,0,9200,154.90788,154.90788,0,0,186006,367736,0,504674,934327,84348,0,0,85,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54659,0,799,125.87163,125.87163,0,0,161738,261293,0,404901,576818,18268,0,0,20,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3221,KALIMPONG,0,0,0,0,0,0,42,4520,0,0,5482,0,28234,15.86744,15.86744,0,0,53634,86600,0,55785,89479,4520,0,0,23,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336448,0,65410,248.02285,248.02285,0,0,444189,940901,0,677402,1357062,26930,0,0,16,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,87860,0,0,276201,0,138531,333.56709,333.56709,0,0,589516,1253864,0,888481,1773942,87860,0,0,50,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,0,79,23787,0,0,64091,0,91431,0,0,0,0,143162,309801,0,231017,470517,23787,0,0,44,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,32921,0,0,518204,0,101729,409.13556,409.13556,0,0,669811,1271374,0,839660,1531035,32921,0,0,10,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,29967,0,0,429049,0,122513,373.13838,373.13838,0,0,428798,1038566,0,686126,1538484,29967,0,0,56,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,1,215,30168,0,0,504723,0,98176,0,0,0,0,669979,1377949,0,914298,1821295,30169,0,0,23,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,32921,0,0,518200,0,101729,409.13556,409.13556,0,0,669811,1271365,0,839621,1530980,32921,0,0,10,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3209,MALDAH,0,0,0,0,0,0,146,73561,0,0,116007,0,37378,241.83716,241.83716,0,0,334524,570373,0,722668,1170274,73561,0,0,72,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,7,223,80947,0,0,94244,0,3074,451.2492,451.2492,0,0,386183,871109,0,918139,1959991,80954,0,0,63,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255825,0,9543,485.83181,485.83181,0,0,767938,1379439,0,1403546,2362030,191888,0,0,68,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3222,JHARGRAM,0,0,0,0,0,0,79,23787,0,0,64092,0,91430,0,0,0,0,143161,309803,0,231016,470522,23787,0,0,44,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54672,0,800,165.74495,165.74495,0,0,161738,261354,0,405309,577376,18268,0,0,20,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73782,0,0,466234,0,5915,295.11291,295.11291,0,0,468295,909998,0,660725,1253923,73782,0,0,39,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,23808,0,0,121051,0,13075,436.28773,436.28773,0,0,260685,553841,0,764473,1486223,23808,0,0,55,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3208,COOCHBEHAR,0,0,0,0,0,0,128,73782,0,0,466228,0,5915,364.38132,364.38132,0,0,468295,909992,0,660796,1254045,73782,0,0,39,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,0,170,24060,0,0,105730,0,124776,342.69811,342.69811,0,0,251062,584129,0,525065,1133088,24060,0,0,67,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64990,0,7652,526.5289,526.5289,0,0,327900,595574,0,1232001,2083275,106885,0,0,85,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,85386,0,0,173401,0,29397,438.98131,438.98131,0,0,313170,581718,0,873391,1521096,85386,0,0,74,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255824,0,9543,604.33213,604.33213,0,0,767936,1379448,0,1403568,2362099,191888,0,0,68,0,0,0,NA
2024-2025,Sep,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,0,0,0,0,0,98,84348,0,0,93586,0,9199,192.01485,192.01485,0,0,185988,367640,0,504661,934185,84348,0,0,85,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,31776,0,0,236076,0,81885,171.22907,171.22907,0,0,300581,600213,0,404317,775919,31776,0,0,16,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,0,170,24060,0,0,105729,0,124772,274.41808,274.41808,0,0,251062,584120,0,525056,1133049,24060,0,0,67,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,1,215,30168,0,0,504720,0,98175,0,0,0,0,669977,1377944,0,914292,1821288,30169,0,0,23,0,0,0,NA
2024-2025,May,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,0,170,24060,0,0,105725,0,124769,69.10515,69.10515,0,0,251062,584078,0,524956,1132740,24060,0,0,67,0,0,0,NA
2024-2025,May,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54658,0,799,43.39815,43.39815,0,0,161738,261290,0,404798,576700,18268,0,0,20,0,0,0,NA
2024-2025,May,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,85386,0,0,173393,0,29397,95.54358,95.54358,0,0,313170,581681,0,873367,1520930,85386,0,0,74,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336425,0,65400,6,6,0,0,444190,940808,0,677398,1356882,26930,0,0,16,0,0,0,NA
2024-2025,May,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64995,0,7656,119.3807,119.3807,0,0,328032,595647,0,1232671,2083655,106885,0,0,85,0,0,0,NA
2024-2025,May,32,WEST BENGAL,3209,MALDAH,0,0,0,0,0,0,146,73493,0,0,116007,0,37378,66.43104,66.43104,0,0,334524,570373,0,722609,1170177,73493,0,0,72,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336428,0,65400,6,6,0,0,444190,940812,0,677398,1356886,26930,0,0,16,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54658,0,799,4.28395,4.28395,0,0,161738,261290,0,404798,576700,18268,0,0,20,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,0,0,0,0,0,211,87860,0,0,276199,0,138531,1.98,1.98,0,0,589516,1253838,0,888471,1773892,87860,0,0,50,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,85386,0,0,173393,0,29397,9.86792,9.86792,0,0,313170,581681,0,873367,1520930,85386,0,0,74,0,0,0,NA
2024-2025,May,32,WEST BENGAL,3201,NADIA,0,0,0,0,0,0,185,23808,0,0,121042,0,13075,95.45919,95.45919,0,0,260685,553790,0,764452,1486033,23808,0,0,55,0,0,0,NA
2024-2025,May,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336429,0,65401,86.16313,86.16313,0,0,444190,940817,0,677398,1356894,26930,0,0,16,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336448,0,65410,248.02285,248.02285,0,0,444189,940898,0,677400,1357057,26930,0,0,16,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,32921,0,0,518194,0,101729,307.8739,307.8739,0,0,669811,1271347,0,839606,1530936,32921,0,0,10,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,29967,0,0,429054,0,122514,281.31667,281.31667,0,0,428799,1038564,0,686132,1538480,29967,0,0,56,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,0,170,24060,0,0,105729,0,124772,206.14113,206.14113,0,0,251062,584119,0,525046,1133018,24060,0,0,67,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,85386,0,0,173394,0,29397,267.61744,267.61744,0,0,313170,581698,0,873379,1521002,85386,0,0,74,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336447,0,65410,248.02285,248.02285,0,0,444189,940897,0,677400,1357056,26930,0,0,16,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,0,0,0,0,0,22,2336,0,0,43510,0,29024,49.29895,49.29895,0,0,50505,99881,0,116298,216309,2336,0,0,54,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,32921,0,0,518197,0,101729,409.13556,409.13556,0,0,669811,1271353,0,839613,1530952,32921,0,0,10,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3209,MALDAH,0,0,0,0,0,0,146,73561,0,0,116007,0,37378,183.63712,183.63712,0,0,334524,570373,0,722653,1170245,73561,0,0,72,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64995,0,7656,425.4237,425.4237,0,0,327922,595618,0,1232343,2083729,106885,0,0,85,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,1,215,30168,0,0,504724,0,98176,0,0,0,0,669981,1377948,0,914297,1821289,30169,0,0,23,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,0,0,0,0,0,62,2608,0,0,78435,0,21981,98.14128,98.14128,0,0,69781,152665,0,140150,286636,2608,0,0,29,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54658,0,799,125.87163,125.87163,0,0,161738,261292,0,404899,576815,18268,0,0,20,0,0,0,NA
2024-2025,July,32,WEST BENGAL,3207,JALPAIGURI,0,0,0,0,0,0,80,31776,0,0,236075,0,81880,128.11554,128.11554,0,0,300581,600203,0,404317,775901,31776,0,0,16,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336424,0,65400,6,6,0,0,444190,940806,0,677396,1356876,26930,0,0,16,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336425,0,65400,6,6,0,0,444190,940807,0,677397,1356879,26930,0,0,16,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3213,BANKURA,0,0,0,0,0,0,190,29966,0,0,429103,0,122536,1.32,1.32,0,0,428826,1038672,0,686327,1538828,29966,0,0,56,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3212,MURSHIDABAD,0,0,0,0,0,0,250,106885,0,0,64995,0,7656,18.58,18.58,0,0,328032,595647,0,1232671,2083654,106885,0,0,85,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,0,0,0,0,0,310,191888,0,0,255822,0,9543,9.06,9.06,0,0,767945,1379428,0,1403495,2361921,191888,0,0,68,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,0,0,0,0,0,64,13890,0,0,71273,0,42797,129.56992,129.56992,0,0,130822,262900,0,277899,521650,13890,0,0,37,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3220,ALIPURDUAR,0,0,0,0,0,0,64,64330,0,0,146406,0,115843,0,0,0,0,272547,546681,0,326719,638816,64330,0,0,58,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54672,0,800,165.74495,165.74495,0,0,161738,261351,0,405283,577342,18268,0,0,20,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,7,223,80947,0,0,94244,0,3074,451.2492,451.2492,0,0,386183,871111,0,918141,1959997,80954,0,0,63,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3214,PURULIA,0,0,0,0,0,0,170,24060,0,0,105729,0,124772,274.41808,274.41808,0,0,251062,584120,0,525052,1133040,24060,0,0,67,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,0,0,0,0,1,215,30168,0,0,504723,0,98176,0,0,0,0,669979,1377950,0,914298,1821297,30169,0,0,23,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,0,0,0,0,0,62,2608,0,0,78436,0,21982,130.28235,130.28235,0,0,69781,152667,0,140165,286660,2608,0,0,29,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,0,0,0,0,7,223,80947,0,0,94244,0,3074,450.5742,450.5742,0,0,386183,871108,0,918137,1959981,80954,0,0,63,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3205,HOWRAH,0,0,0,0,0,0,157,18268,0,0,54659,0,799,165.74495,165.74495,0,0,161738,261293,0,404902,576819,18268,0,0,20,0,0,0,NA
2024-2025,Aug,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,0,0,0,0,0,98,84348,0,0,95231,0,9390,154.90788,154.90788,0,0,187051,374814,0,509977,952366,84348,0,0,85,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3203,BIRBHUM,0,0,0,0,0,0,167,26930,0,0,336423,0,65400,6,6,0,0,444190,940797,0,677395,1356863,26930,0,0,16,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3206,HOOGHLY,0,0,0,0,0,0,207,32921,0,0,518147,0,101719,3.12,3.12,0,0,669811,1271185,0,839472,1530563,32921,0,0,10,0,0,0,NA
2024-2025,April,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,0,0,0,0,0,199,85386,0,0,173393,0,29397,9.86792,9.86792,0,0,313170,581680,0,873367,1520929,85386,0,0,74,0,0,0,NA
