fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,Aug,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,12708462,196.580629670194,31,2134,19373.997006612,36715,0,131782,14381227,3050215,332078,1373971,175000,670.21156,48314.915157512,455296,656764,709760,1495965,5767,932438,2192181,168497,28270.7065909,5936147,65,55.88,67.15,100.01,NA
2021-2022,Aug,32,WEST BENGAL,3216,24 PARGANAS SOUTH,14419261,188.937198369529,36,2555,60908.5410935145,97456,5,315043,20190732,3591260,349178,176321,13276,812.83956,99869.1840246144,551503,763756,1047097,1859231,7099,1663549,3156465,412499,38147.8033711,8395075,79,53.25,55.44,99.93,NA
2021-2022,Dec,32,WEST BENGAL,3207,JALPAIGURI,10960178,198.300147362497,43,1146,7228.37648919,12467,0,39698,12957503,4968490,290966,1651691,98995,391.94458,33315.06861269,298351,421224,368084,724487,5403,456158,1090723,52165,25694.7475435,6866858,20,63.41,81.16,99.72,NA
2021-2022,Dec,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,19964085,202.052627548208,41,2634,19766.510686873,53811,0,124033,22553002,4788929,332296,2039067,175152,1011.49751,66346.941328873,538857,811659,711790,1499216,21900,956729,2227085,177844,45568.933132,9481381,65,56.2,68.39,100.2,NA
2021-2022,Dec,32,WEST BENGAL,3211,PURBA MEDINIPUR,12560462,193.248836582139,45,3310,21913.1019439012,142610,0,173904,15566952,1366929,194183,53497,6508,1044.33294,53040.3885152012,340594,513405,663231,1482982,12576,996387,2471171,316514,30082.9536313,7055579,81,64.42,48.43,100.2,NA
2021-2022,Dec,32,WEST BENGAL,3214,PURULIA,9058110,186.008629786706,43,3588,5989.390830066,33307,0,85971,10542683,1739142,181143,2036647,191230,668.37352,26268.064541122,239890,379010,375062,870338,6361,614827,1698954,119278,19610.300191056,4759421,87,76.78,57.65,100.19,NA
2021-2022,Dec,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,3951265,189.403554527025,35,458,3310.61471310306,26566,0,15050,4295072,1116177,104471,628836,60163,303.90494,11749.5386905981,121092,172771,190768,377396,3520,310829,604294,41616,8135.019037495,1912885,58,63.99,83.94,99.73,NA
2021-2022,Dec,32,WEST BENGAL,3220,ALIPURDUAR,9697450,203.362251999826,42,778,10096.8835651364,14379,0,57762,11394619,2721912,161931,2626055,121642,332.13356,33601.3709303364,268406,384232,297339,591084,8342,367550,880354,72141,23172.3538052,5715551,53,75.74,81.01,100.08,NA
2021-2022,Dec,32,WEST BENGAL,3225,PURBA BARDHAMAN,20096472,192.428145571975,29,5883,23585.869729619,31178,0,88181,19647834,6543143,615408,1311645,123627,1278.59542,62672.427760879,672929,900486,814622,1687518,5644,986726,2262744,119359,37807.96261126,8005566,67,46.74,68.76,100.21,NA
2021-2022,Nov,32,WEST BENGAL,3203,BIRBHUM,14249529,189.265417646569,29,6425,10994.361823068,53953,0,115709,12788446,3966452,435586,785685,85901,785.90234,35984.369895474,438975,639938,581948,1205969,3870,798764,1814442,169662,24204.105732406,6425699,74,65.6,65.28,100.04,NA
2021-2022,Nov,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),5175777,195.337931388364,53,288,11004.131633496,4650,0,11304,5788027,408665,15555,1938792,68309,400.12511,22710.468953496,107520,129811,124537,206968,4517,156172,312753,15954,11306.21221,3032359,13,31.21,58.71,100.45,NA
2021-2022,Nov,32,WEST BENGAL,3220,ALIPURDUAR,8995260,207.859160553927,39,745,10096.8835651364,12650,0,56298,10201918,2403376,161816,2372045,121526,332.13356,31634.6382403364,261175,368416,297073,590644,5957,366603,879606,68948,21205.6211152,5101780,52,74.65,80.67,100.07,NA
2021-2022,Nov,32,WEST BENGAL,3225,PURBA BARDHAMAN,19159830,191.405360105667,28,5857,23585.869729619,27753,0,90923,19115878,6397506,615404,1283971,123622,1278.59542,61453.280272879,671518,895412,814605,1687496,4960,982722,2259320,118676,36588.81512326,7790822,66,46.59,70.28,100.21,NA
2021-2022,Oct,32,WEST BENGAL,3205,HOWRAH,3963939,199.878366937713,31,467,8868.13498475101,11048,0,33910,4223507,744175,77651,14106,1034,379.02088,17689.032683851,133608,156325,245644,386003,2172,431565,673329,44958,8441.8768191,1818014,59,45.43,66.01,100.35,NA
2021-2022,Oct,32,WEST BENGAL,3206,HOOGHLY,19124061,185.789299600684,37,4384,20114.40465764,23573,0,39480,24423282,9559541,560374,1773202,107953,832.94507,66323.1942949399,653104,881802,745001,1396950,16585,901165,1821327,63053,45375.8445672999,9953225,27,44.69,76.43,100.1,NA
2021-2022,Oct,32,WEST BENGAL,3212,MURSHIDABAD,8724408,180.426034328908,39,851,9289.42581435699,95270,0,162114,10705671,826689,167027,98320,21569,786.7935,29392.036947957,272307,342690,680717,1242896,2720,1420037,2912863,257384,19315.8176336,3411506,91,80.97,42.65,99.73,NA
2021-2022,Oct,32,WEST BENGAL,3225,PURBA BARDHAMAN,15315699,190.310853933624,27,5829,23585.869729619,24268,0,94005,18355696,6180362,615390,1247133,123616,1141.52498,59660.276512679,667264,885139,814559,1687440,4091,976347,2252394,118273,34932.88180306,7468498,66,47.07,70.78,100.21,NA
2021-2022,June,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,246659,150.995126192881,19,76,185.210105948,331,0,2784,335637,132361,66131,122767,39543,43.81611,735.821727648,17037,18861,73083,144987,1,119008,250892,3115,506.7955117,204550,63,53.9,71.31,100,NA
2021-2022,June,32,WEST BENGAL,3213,BANKURA,3828625,122.920699435141,20,2685,2017.549732766,16724,0,66590,5689035,2231275,623293,687826,185152,310.63305,9321.18439587599,276156,439347,544161,1474577,175,686158,1798959,83314,6993.00161310999,2763638,79,66.63,69.92,99.99,NA
2021-2022,June,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,834942,136.619754728924,19,238,602.427090295,12511,0,24189,1205401,303163,104182,157540,59886,113.03427,2362.277249995,63069,83198,189810,375925,30,306220,607685,36700,1646.8158897,522921,56,75.79,85.38,99.81,NA
2021-2022,May,32,WEST BENGAL,3209,MALDAH,2396440,143.473656427876,19,2344,1818.086906484,3217,4,102342,1161270,119496,192437,36837,61179,122.93892,3607.142356484,59196,71322,527539,897450,10,908540,1805103,105559,1666.11653,627173,76,38.87,36.11,110.06,NA
2021-2022,March,32,WEST BENGAL,3220,ALIPURDUAR,10072248,213.792151366695,53,871,10097.3944133804,15511,0,63100,15137359,3722978,162009,3414231,121693,413.3821,42873.2619795804,282630,425374,297490,591361,21559,363224,845197,78611,32362.4854662,7716894,54,75.99,79.54,100.14,NA
2021-2022,March,32,WEST BENGAL,3222,JHARGRAM,4568248,211.138917804721,46,775,5536.317143983,17059,0,30658,6802617,1314785,90209,1947763,123573,491.59997,20390.889030183,146106,221586,192640,408949,11864,262842,663472,47717,14362.9719162,2820192,62,49.34,70.59,100.21,NA
2021-2022,Jan,32,WEST BENGAL,3201,NADIA,9586733,176.869966279025,38,1814,6461.81160855003,30185,0,52071,9944849,1831078,209049,211596,21572,797.41905,24848.68173135,260473,344363,420532,890913,4964,867075,2084009,82256,17589.4510728,4207185,81,50.42,58.46,100.08,NA
2021-2022,Jan,32,WEST BENGAL,3203,BIRBHUM,14846047,190.390000085549,32,6687,10994.361823068,65577,0,106517,14852263,4569716,435608,883745,85901,785.90234,40057.487701474,455833,674908,581996,1206044,6685,798682,1813188,172094,28277.223538406,7455098,74,65.93,62.44,100.04,NA
2021-2022,Jan,32,WEST BENGAL,3218,DINAJPUR UTTAR,8526702,192.851611103758,51,1497,8440.10563698995,56103,0,101147,9989158,2328895,168230,260822,19441,345.33355,28049.6913256899,193174,301177,309156,625141,14245,607216,1342060,157250,19264.2521387,5543422,85,68.96,72.18,100.07,NA
2021-2022,Jan,32,WEST BENGAL,3225,PURBA BARDHAMAN,20263912,193.733295856078,29,5899,23585.869729619,33504,0,86395,19988675,6648765,615411,1329434,123627,1278.59542,63589.184025079,674077,904251,814631,1687534,5904,987404,2262829,119899,38724.71887546,8136840,67,46.7,67.76,100.21,NA
2021-2022,July,32,WEST BENGAL,3209,MALDAH,4856030,179.974787569827,27,8741,8267.15126637397,12776,0,104735,4978177,666781,193030,206084,61291,238.80454,17465.419286974,177898,223755,531379,902337,406,924314,1826394,117511,8959.4634806,2667591,78,44.08,37.45,102.08,NA
2021-2022,July,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,8500000,178.148990475096,28,1902,6246.570325421,29589,0,132851,11503213,2468625,331954,1110812,174833,480.35337,27219.781527121,410415,584064,708302,1493672,2728,924313,2180311,162440,20492.8578317,4749684,65,55.33,65.28,100.02,NA
2021-2022,July,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),1155426,143.011916536441,29,141,3090.780583689,2423,0,12160,2091883,147718,15428,702117,67522,184.47199,6266.894543689,69963,83115,122146,203949,64,149793,305396,14583,2991.64197,1082427,12,34.4,60.4,100.17,NA
2021-2022,July,32,WEST BENGAL,3222,JHARGRAM,1611237,180.266780203603,25,380,1656.902268594,8147,0,35786,2241620,419003,89996,652269,123396,188.80996,5886.608426994,88866,119408,191849,407792,353,259522,662034,43933,4040.8961984,913221,64,50.29,62.59,100.38,NA
2021-2022,Sep,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,886317,191.34117291588,28,124,519.043375106,619,0,2909,865629,364391,66403,289158,39737,94.12722,2269.475276806,30696,34741,73682,145945,289,124201,259601,3528,1656.3046817,542457,62,51.57,76.64,100,NA
2021-2022,Sep,32,WEST BENGAL,3208,COOCHBEHAR,10422474,191.417018926224,30,2766,39279.0906329134,86728,0,67335,11741011,5483003,603217,70767,7943,566.56981,62319.9536909134,379140,495844,586459,1130510,358,700664,1530476,154063,22474.293248,7205958,48,53.45,60.18,99.9,NA
2021-2022,Sep,32,WEST BENGAL,3212,MURSHIDABAD,8301113,178.200226170258,37,826,9289.42581435699,87734,0,158785,9600555,739568,167000,86206,21568,786.7935,27184.430037957,256232,321600,680374,1242483,1417,1417943,2910089,246519,17108.2107236,3074554,91,81.24,41.41,99.66,NA
2021-2022,Sep,32,WEST BENGAL,3218,DINAJPUR UTTAR,5714823,187.106122245647,42,1259,8440.10563698995,44942,0,108990,7176370,1706454,168087,194062,19425,276.71413,22144.2473919899,167131,251555,308715,624306,5964,586461,1305868,153932,13427.427625,3988617,85,69.5,72.15,99.98,NA
2021-2022,Sep,32,WEST BENGAL,3225,PURBA BARDHAMAN,15106500,182.243689411438,25,5631,23585.869729619,21876,0,95485,17015984,5728804,615362,1156985,123613,1004.44114,55600.867900879,660918,866313,814489,1687342,2940,972844,2248440,117361,31010.55703126,6858827,66,47.25,69.63,100.17,NA
2021-2022,Oct,32,WEST BENGAL,3208,COOCHBEHAR,10879633,203.801899316933,32,2872,39279.0906329134,88784,0,65617,12735210,5987362,603281,75764,7943,631.59654,65865.2870349134,389351,514188,586525,1130622,788,700954,1530913,154401,25954.599862,7816568,48,54.63,60.72,99.9,NA
2021-2022,Oct,32,WEST BENGAL,3214,PURULIA,6393823,187.175821831609,37,3187,5989.390830066,26125,0,91188,8229004,1362159,180920,1599139,190989,602.30355,21994.400245622,221610,341945,374294,869120,2618,607675,1688272,117313,15402.705865556,3731573,87,76.82,59.48,100.21,NA
2021-2022,Oct,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,3097542,186.776328466554,32,425,3310.61471310306,25391,0,15682,3644333,945496,104426,520067,60115,273.53803,10390.9041175981,112729,159116,190634,377192,2309,310642,603924,41073,6806.751374495,1610123,58,66.37,83.82,99.71,NA
2021-2022,Oct,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),3235492,203.720136207123,51,255,11004.131633496,4602,0,10823,5037622,355621,15555,1695061,68260,364.10308,21630.885113496,98193,117960,124399,206791,3068,155780,312357,15425,10262.6504,2639633,12,30.63,58.56,100.38,NA
2021-2022,Oct,32,WEST BENGAL,3220,ALIPURDUAR,6209281,213.36472734459,37,720,10096.8835651364,10400,0,55533,9523266,2253428,161707,2190171,121451,297.09749,30713.2715903364,256196,358194,296872,590308,5151,365122,877141,65933,20319.2905352,4757020,51,73.39,80,100.04,NA
2021-2022,Oct,32,WEST BENGAL,3222,JHARGRAM,3448649,200.433511296178,33,545,5536.243703983,11255,0,34456,4068677,770154,90150,1180926,123555,359.02322,14050.259098383,121005,171072,192466,408714,2294,261157,662744,45711,8154.9921744,1645148,63,44.64,66.11,100.17,NA
2021-2022,April,32,WEST BENGAL,3203,BIRBHUM,1599973,124.71737448707,20,244,0.02805,828,90,136224,145244,34012,434822,4010,85780,80.78849,261.9610434,6995,9004,579991,1203152,0,785552,1800607,137052,181.1445034,64418,71,65.01,18.25,103.02,NA
2021-2022,April,32,WEST BENGAL,3206,HOOGHLY,1597106,214.708503804071,12,40,0,934,141,51819,92401,32786,557697,6034,107498,97.12475,295.5175546,7296,8491,733827,1381934,0,878743,1792869,52753,198.3928046,30543,28,9.1,22.76,101.62,NA
2021-2022,April,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,31550,4287.86450662739,12,0,0,28,46,35044,679,411,103715,0,59647,30.82809,59.94269,54,74,188314,373749,0,300217,599540,35072,29.1146,366,56,27.31,40.68,100,NA
2021-2022,April,32,WEST BENGAL,3218,DINAJPUR UTTAR,623212,192.678748132705,24,47,0,1065,46,134331,121834,26275,167684,2831,19378,34.17787,268.926096,5021,6905,306018,620038,0,557514,1256644,135396,234.748226,66187,84,34.04,38.74,100.31,NA
2021-2022,April,32,WEST BENGAL,3225,PURBA BARDHAMAN,2454255,109.449872123278,18,37,0,1339,127,80286,99158,27186,614694,6772,123510,137.81395,246.3422542,5375,6421,811718,1683324,0,960758,2235567,81625,108.5283042,37262,59,6.88,7.03,106.44,NA
2021-2022,Sep,32,WEST BENGAL,3205,HOWRAH,3771994,199.393380110477,29,409,8868.13498475101,10344,0,33760,3722402,665677,77626,12647,1034,343.15339,16633.511543851,125881,146832,245490,385812,1398,422649,664043,44104,7422.2231691,1596610,59,45.63,65.02,100.33,NA
2021-2022,Sep,32,WEST BENGAL,3207,JALPAIGURI,6611996,192.790789200952,32,980,7228.37648919,10393,0,39409,8905007,3347550,290907,1142975,98977,312.55854,24708.96830289,278064,366486,367992,724342,1184,455284,1089230,49802,17168.0332737,4621369,21,63.1,79.81,99.74,NA
2021-2022,Sep,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,15333568,200.996977059495,34,2234,19766.510681873,41978,0,129164,16609791,3519853,332172,1581933,175043,802.67512,53954.363607773,483392,705807,710685,1497462,8970,938818,2202289,171142,33385.1778059,6854413,65,55.54,68,100.14,NA
2021-2022,Sep,32,WEST BENGAL,3211,PURBA MEDINIPUR,9352155,192.497973004202,34,2510,21913.1019439012,104527,0,190440,9316561,783451,194137,29652,6507,832.38454,40679.6775626012,268137,381685,662178,1481192,2596,979424,2446515,294967,17934.1910787,4174595,81,63.21,41.27,100.35,NA
2021-2022,Sep,32,WEST BENGAL,3214,PURULIA,6077864,176.273076073081,34,2937,5989.390830066,22744,0,91520,7041663,1178952,180861,1371945,190912,536.23358,18938.180386866,206190,316537,374060,868746,1553,606285,1686533,114264,12412.5559768,3213750,87,76.82,61.21,100.22,NA
2021-2022,Sep,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),3137154,197.824284424846,48,239,11004.131633496,4582,0,10644,4584494,326212,15550,1547639,68205,328.08105,20401.455133496,94056,112994,124258,206627,2494,155534,312128,15226,9069.24245,2396484,12,30.11,58.38,100.35,NA
2021-2022,May,32,WEST BENGAL,3211,PURBA MEDINIPUR,1083517,172.814443085599,21,814,1531.716329412,12549,0,224046,1852062,138083,193654,4559,6496,213.8318,4946.178760312,84808,111667,653423,1466819,21,933661,2376126,236595,3200.6306309,805033,80,59.26,33.81,101.79,NA
2021-2022,May,32,WEST BENGAL,3215,24 PARGANAS (NORTH),1144117,99.890637516928,18,195,1252.69569818298,12860,0,138932,1256798,382786,285601,63275,47780,180.77584,2688.89507268298,67574,80146,500124,935775,1,926078,1894913,151792,1255.4235345,626792,79,57.92,48.81,100.35,NA
2021-2022,May,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,234879,41.1090190649267,15,57,132.074369959,3495,0,32444,267979,66304,103769,33770,59666,30.82809,273.065998159,16780,21353,188598,374157,1,301457,601224,35939,110.1635382,116915,56,66.11,64.12,99.85,NA
2021-2022,May,32,WEST BENGAL,3221,KALIMPONG,266807,109.265329689364,21,34,395.91026,318,0,3554,181853,11019,5808,61408,29547,0,594.61254,8501,10693,55274,90417,0,63768,145349,3872,198.70228,93286,25,25.89,59.43,100.01,NA
2021-2022,July,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,1124119,137.927920042914,32,540,251.695680071,1405,0,5743,1677775,826682,109762,268582,27682,143.91367,2709.729510571,52335,72445,97501,212668,1599,161268,373537,7148,2314.1201605,871549,68,62.57,72.56,100,NA
2021-2022,July,32,WEST BENGAL,3207,JALPAIGURI,590716,160.748151508939,24,769,2570.706027435,5604,0,42073,5897091,2207820,290790,723495,98927,189.12439,12239.295192735,236143,296748,367706,723922,337,453007,1085629,47677,9479.4647753,3010564,21,65.4,80.91,99.8,NA
2021-2022,July,32,WEST BENGAL,3211,PURBA MEDINIPUR,3076899,187.522818853396,27,1980,5358.90763309098,60376,0,204950,5868269,464708,193995,20534,6498,379.60954,16742.860619791,210294,289764,658352,1475070,493,960066,2417566,265326,11004.3434467,2582585,80,65.93,36.6,100.56,NA
2021-2022,July,32,WEST BENGAL,3212,MURSHIDABAD,2107982,153.147959006591,29,644,3042.844430175,52499,0,175364,5917927,431880,166960,53289,21551,469.93776,12575.966606175,201613,249234,679119,1240833,258,1406449,2895729,227863,9063.184416,1915468,91,82.69,39.56,99.61,NA
2021-2022,July,32,WEST BENGAL,3213,BANKURA,6406486,152.624683675709,27,4010,2019.420917566,20476,0,67853,10555699,4258243,624043,1276197,185389,397.238,18527.261126076,378729,640165,546018,1477848,1553,695182,1812540,88329,16110.60220851,5101190,79,66.08,80.27,99.98,NA
2021-2022,July,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,1735807,167.096599773547,23,318,602.427090295,16302,0,22739,1975248,511694,104284,259489,59966,143.86236,4046.86169539,85505,114919,190139,376452,210,313939,616161,39041,3300.572245095,862676,58,75.33,85.37,99.77,NA
2021-2022,July,32,WEST BENGAL,3218,DINAJPUR UTTAR,3676950,173.406991211308,35,1048,3576.08999943398,30357,0,120383,4892537,1166904,167896,127734,19396,165.94876,12226.039965034,139536,206942,307853,622842,1595,564433,1268321,150740,8484.00120559999,2681509,84,74.59,74.9,100,NA
2021-2022,July,32,WEST BENGAL,3221,KALIMPONG,636235,154.116338008162,40,186,1354.59153,823,0,3665,1238976,80772,5838,391457,29773,0,3264.05597,30327,39005,55713,91039,812,64289,146007,4488,1909.46444,647977,23,29.4,66.37,100,NA
2021-2022,July,32,WEST BENGAL,3225,PURBA BARDHAMAN,9162550,172.300539253157,18,4987,7634.88481813,13544,0,100444,11524105,3755995,615255,743470,123591,613.36344,28104.34331723,607354,759976,813876,1686496,413,966727,2242604,113988,19856.0950591,4561959,67,48.59,67.44,100.2,NA
2021-2022,Jan,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,2596863,163.423218707567,40,754,1234.699768316,2673,0,4813,2841246,1436937,109840,454098,27702,307.41324,6185.368672916,69357,100557,97692,212947,3846,163831,377724,7486,4643.2556646,1464845,66,52.92,76.61,100,NA
2021-2022,Jan,32,WEST BENGAL,3213,BANKURA,17734518,174.275973257015,48,4898,8408.331367279,34967,0,58920,20691295,8307854,624522,2434541,185540,854.37622,45322.663328009,429407,802083,547171,1479846,24581,725368,1855652,93887,36059.95574073,9968229,78,63.25,83.12,99.99,NA
2021-2022,Jan,32,WEST BENGAL,3214,PURULIA,9152637,187.601685637757,46,3764,5989.390830066,36263,0,83703,11588615,1920937,181166,2250795,191269,670.36358,28400.191492136,248778,397778,375186,870542,8489,616495,1700913,119966,21740.43708207,5252976,87,76.67,58.55,100.19,NA
2021-2022,Jan,32,WEST BENGAL,3216,24 PARGANAS SOUTH,32791742,205.120402939235,53,3711,63068.4801515611,187220,5,255814,42019363,7448917,352338,323959,13321,1197.79336,150456.560209661,791012,1148617,1063019,1882284,51928,1741229,3264932,443034,86190.2866981,17745478,79,53.4,63.71,99.94,NA
2021-2022,Jan,32,WEST BENGAL,3222,JHARGRAM,4478058,201.517210549803,43,729,5536.317143983,15682,0,30976,6142257,1190480,90202,1754704,123573,400.45962,18314.481735183,142091,211747,192621,408924,8278,262457,664123,46658,12377.7049712,2527810,63,48.23,69.79,100.13,NA
2021-2022,March,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1166727,211.712997870753,35,211,519.043375106,1215,0,2800,1719387,748809,66526,529494,39834,149.03418,4308.243317806,48912,57299,73897,146301,3412,127597,263098,4015,3640.1657627,1086071,63,56.4,79.11,100.01,NA
2021-2022,March,32,WEST BENGAL,3212,MURSHIDABAD,12235383,193.954009569629,46,1032,9289.43081435699,123355,0,163912,16217556,1269706,167201,163174,21578,1202.26985,41946.300780557,351873,461937,682189,1244561,9734,1454385,2954107,287267,31454.6001162,5208031,91,79.62,48.89,100.57,NA
2021-2022,Feb,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,2623685,156.069639607855,45,769,1234.699768316,2801,0,4736,3174542,1615926,109840,516956,27710,328.18562,6517.381646916,69574,102548,97699,212956,5037,163842,377389,7537,4954.4962586,1649223,66,52.52,76.84,100,NA
