fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,Feb,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,20273216,202.963340295238,48,2924,19766.510686873,61146,0,119978,27549930,5794417,332315,2496562,175162,1079.7044,76762.473263873,572751,889127,711981,1499510,41807,961064,2230852,181124,55916.258177,11739647,65,55.35,66.42,100.35,NA
2021-2022,Feb,32,WEST BENGAL,3221,KALIMPONG,2785561,203.346085978289,86,396,6855.077643472,1515,0,3988,4821473,312402,5850,1569153,30033,0,16659.354275472,55715,75480,56202,91729,22270,63180,143024,5503,9804.276632,2514106,24,50.67,69.29,100.16,NA
2021-2022,Aug,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,1589108,151.107637684661,34,606,1222.427794478,1802,0,5484,2048685,1012012,109811,331955,27689,203.53543,4521.682731578,59919,84151,97605,212820,2162,161911,374656,7286,3095.7195071,1052190,68,58.23,74.55,100,NA
2021-2022,Aug,32,WEST BENGAL,3207,JALPAIGURI,3030397,191.871651883893,28,893,7030.864537592,8740,0,39913,7497240,2766961,290863,971253,98953,262.25052,21678.193291292,263950,340566,367855,724141,774,453423,1086320,48653,14385.0782337,3866147,21,64.14,81.77,99.77,NA
2021-2022,Aug,32,WEST BENGAL,3211,PURBA MEDINIPUR,6442934,194.566660346028,31,2246,21366.2657368892,75714,0,203243,7709664,633256,194090,26162,6502,696.35034,37063.0518455892,245309,343783,660857,1478993,1186,968683,2429149,278957,15000.4357687,3434363,81,64.42,38.33,100.43,NA
2021-2022,Aug,32,WEST BENGAL,3218,DINAJPUR UTTAR,5142662,181.025379131076,39,1198,8382.51723782995,40941,0,111748,6271459,1493661,168032,166267,19421,237.32917,19972.77883963,157170,234922,308447,623836,4464,575759,1287428,152689,11352.9324318,3477001,84,75.1,75.84,99.98,NA
2021-2022,June,32,WEST BENGAL,3201,NADIA,2781244,125.012692571653,18,867,1724.978689198,9860,0,60875,2493085,414550,208844,49721,21534,293.86207,5135.513445798,134836,162567,418328,888110,31,792886,1996212,70735,3116.6726866,1020921,82,60.84,49.69,100.08,NA
2021-2022,June,32,WEST BENGAL,3206,HOOGHLY,7785891,120.549922156472,16,2224,7282.665894804,10321,0,46768,6186513,2393815,558949,491581,107726,343.92844,15084.430940504,369458,455672,739373,1389417,76,887672,1804300,57089,7457.8366057,2480150,29,47.61,64.85,100.24,NA
2021-2022,June,32,WEST BENGAL,3214,PURULIA,1104548,152.48030638375,23,1588,1737.596518887,7808,0,90321,2841825,429632,180202,518878,190075,219.50424,6290.324225777,121410,177927,370165,863114,39,586882,1660427,98129,4333.22346689,1292439,86,84.04,52.2,100.43,NA
2021-2022,June,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),857251,110.199985989058,20,79,3090.780583689,2260,0,11601,742277,47611,15412,249395,67455,148.56996,4057.339693689,35903,41379,121794,203571,10,149307,305042,13861,817.98915,379406,13,40.98,57.71,100.5,NA
2021-2022,June,32,WEST BENGAL,3220,ALIPURDUAR,1450744,153.052147773781,21,446,2354.66399649099,5269,0,53774,3960459,941153,160999,901909,120702,121.86821,8538.09976769099,188209,238223,294973,587111,57,359837,868668,59043,6061.5675612,1973313,51,63.45,71.39,100.07,NA
2021-2022,June,32,WEST BENGAL,3225,PURBA BARDHAMAN,8180855,116.319192349483,13,3045,7628.30936063,9871,0,100586,5569872,1725157,614904,383677,123545,475.98108,14583.12056593,402654,486165,812776,1684918,33,962413,2237281,110457,6478.8301253,2218661,67,45.21,46.87,100.22,NA
2021-2022,Dec,32,WEST BENGAL,3216,24 PARGANAS SOUTH,32486441,203.188137535582,50,3562,63068.4801515611,165248,5,271693,38451097,6871048,352172,295273,13321,1197.79336,142394.341367861,760653,1095631,1061860,1880709,40419,1730038,3251877,436941,78128.0678563,16223422,79,52.83,63,99.92,NA
2021-2022,Nov,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,2478328,160.069499605356,37,684,1234.699768316,2254,0,5172,2526326,1258953,109831,409697,27692,304.86636,5583.443514916,68217,97540,97662,212909,3047,163352,376916,7426,4043.8773866,1301442,67,53.31,76.88,100,NA
2021-2022,Nov,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1107223,198.151267398604,31,169,519.043375106,954,0,2739,1225242,510491,66444,405567,39786,119.06866,3065.944586806,38466,44064,73779,146109,1487,125275,261168,3693,2427.8325517,763669,62,56.46,80.62,99.99,NA
2021-2022,Nov,32,WEST BENGAL,3212,MURSHIDABAD,11309557,177.533501439722,39,897,9289.42581435699,102112,0,167900,11913408,922566,167198,113571,21577,978.6042,31418.320377557,298085,373316,681636,1243878,3531,1425041,2918905,270012,21150.2903632,3778302,91,81.1,43.12,99.77,NA
2021-2022,Nov,32,WEST BENGAL,3213,BANKURA,16338368,174.463493816675,40,4743,8408.331367279,29835,0,63059,17401559,6980201,624501,2062438,185523,854.37622,39622.075397249,424971,772423,547091,1479706,12712,712554,1838731,92894,30359.36780997,8381479,78,62.69,83.09,99.99,NA
2021-2022,Nov,32,WEST BENGAL,3221,KALIMPONG,2612398,195.091774832537,64,295,6855.077643472,1509,0,3531,2879297,190757,5846,911246,30015,0,12472.349263472,44490,58540,56091,91597,7332,64814,146810,5040,5617.27162,1507425,22,48.01,72.32,100.18,NA
2021-2022,June,32,WEST BENGAL,3207,JALPAIGURI,312976,125.543752566464,19,520,2570.706027435,3145,0,43094,3443454,1294461,290579,400486,98821,148.63653,7042.383926935,173866,209147,367296,723276,50,451941,1083903,46239,4323.0413695,1734567,22,61.17,78.23,99.81,NA
2021-2022,June,32,WEST BENGAL,3211,PURBA MEDINIPUR,2135112,177.042656715078,24,1480,5354.46466129098,42547,0,210687,3919709,306453,193754,10890,6496,379.60954,12673.631150391,158425,215498,655106,1469712,123,943594,2391914,253234,6939.5569491,1715298,80,65.54,35.8,100.84,NA
2021-2022,June,32,WEST BENGAL,3221,KALIMPONG,472044,131.036629185272,28,119,1354.59153,585,0,3609,589448,36585,5830,192111,29724,0,2126.98432,20483,26064,55570,90831,105,64121,145819,4194,772.39279,305456,24,20.36,63.32,100.01,NA
2021-2022,June,32,WEST BENGAL,3222,JHARGRAM,1059237,159.71779048838,22,275,1656.320868594,5057,0,37202,1434498,269830,89897,396668,123322,146.73497,4094.204348794,62727,82506,191454,407219,92,257516,659297,42259,2291.1485102,579796,65,53.8,56.55,100.61,NA
2021-2022,May,32,WEST BENGAL,3206,HOOGHLY,4392041,90.6318967371939,13,523,2328.710859689,5296,0,49125,1178740,427649,558074,101475,107545,196.50381,3593.529089289,90254,105091,734972,1383483,3,880359,1794431,54421,1068.3144196,445345,29,26.8,37.59,100.15,NA
2021-2022,May,32,WEST BENGAL,3216,24 PARGANAS SOUTH,1791621,162.083569485698,22,605,3033.09920275999,18896,10,334296,2437480,435287,343123,34260,13036,245.28304,7229.13683225999,106595,142549,1017334,1818607,276,1562974,3022004,353192,3950.7545895,1013230,80,37.18,38.5,100.04,NA
2021-2022,Aug,32,WEST BENGAL,3201,NADIA,5494574,160.610393862916,29,1543,6397.13994613103,18854,0,60327,6558424,1156656,209001,133767,21554,535.63044,17466.281003731,224699,287570,419772,889963,1058,817304,2027443,79181,10533.5106176,2762777,82,54.13,61.8,100.04,NA
2021-2022,Aug,32,WEST BENGAL,3208,COOCHBEHAR,5836390,190.926125187741,28,2492,38273.68102003,60293,0,90607,9953850,4545588,602530,58836,7939,420.45135,57698.63248203,347844,447917,585684,1129166,187,697514,1524556,150900,19004.500112,6098819,48,53.88,59.95,99.9,NA
2021-2022,Aug,32,WEST BENGAL,3209,MALDAH,7779040,188.669930863527,31,10430,29719.9447979629,18810,0,101173,6689378,916776,193177,292826,61331,365.51973,42706.3093757629,213483,271941,532280,903537,964,927778,1831324,119983,12620.8448478,3569483,78,46.12,39.59,102.12,NA
2021-2022,Aug,32,WEST BENGAL,3212,MURSHIDABAD,5458519,170.938239223872,34,783,9094.19725094899,71710,0,168036,8203178,623273,166984,74824,21561,673.52551,23790.090794549,235830,294237,680000,1241989,727,1414684,2905723,239746,14022.3680336,2628780,91,82.77,40.66,99.63,NA
2021-2022,Aug,32,WEST BENGAL,3214,PURULIA,3891479,190.410996225995,31,2339,5868.853499498,17225,0,86971,5421561,880804,180728,1025530,190748,451.39861,16643.500420598,172493,261806,373465,867797,700,603147,1681462,104196,10323.2483111,2478375,86,78.34,58.69,100.3,NA
2021-2022,Aug,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),2505757,174.908974268536,42,204,10976.885791501,3829,0,11103,3685760,264098,15528,1241420,67911,281.75402,17705.364821501,86790,103536,123426,205521,1195,153210,309231,14932,6446.72501,1921908,12,30.31,58.77,100.25,NA
2021-2022,Aug,32,WEST BENGAL,3220,ALIPURDUAR,3423756,197.294320170946,33,675,9022.8120859483,8216,0,55274,8370847,2007077,161527,1899710,121285,217.08035,25755.0981171483,247312,340648,296503,589651,2857,363392,874201,63490,16515.2056812,4167934,51,71.65,79.47,100.02,NA
2021-2022,Aug,32,WEST BENGAL,3225,PURBA BARDHAMAN,13388022,181.332219493942,22,5316,23015.709936535,18361,0,97237,14049390,4598589,615331,948249,123607,833.69729,49325.477938895,636405,812401,814351,1687130,1348,969936,2245304,115598,25476.07071236,5617414,66,47.64,67.74,100.2,NA
2021-2022,March,32,WEST BENGAL,3201,NADIA,9728706,179.87105798616,39,1846,6461.81160855003,34002,0,50062,10434352,1918195,209053,224411,21572,978.76246,26208.95340495,263948,351531,420546,890934,5913,875449,2090282,84064,18768.3793364,4417683,80,46.66,53.36,100.08,NA
2021-2022,March,32,WEST BENGAL,3206,HOOGHLY,26778619,195.017262914066,43,4541,20114.40465764,28642,0,37894,29081681,11315196,560422,2005760,107956,1163.92638,77992.6293332399,675356,927934,745463,1397638,28970,903892,1818368,66536,56714.2982955999,11916327,26,41.74,74.09,100.1,NA
2021-2022,March,32,WEST BENGAL,3218,DINAJPUR UTTAR,8646621,196.25664025882,53,1567,8440.10563698995,59413,0,99218,10812443,2471750,168230,277146,19441,429.25367,30089.4966686899,200898,316516,309181,625172,16191,608578,1344275,158631,21220.1373616999,5974221,84,65.92,69.37,100.16,NA
2021-2022,Feb,32,WEST BENGAL,3206,HOOGHLY,26603876,192.327101536301,42,4507,20114.40465764,27187,0,36855,28369115,11035296,560421,1970744,107956,994.79583,75670.6970986399,673774,921842,745461,1397634,26007,903686,1819334,64042,54561.496611,11613340,27,42.82,75.62,100.1,NA
2021-2022,Feb,32,WEST BENGAL,3209,MALDAH,10971647,197.481842205731,42,18347,30747.7265083768,27203,0,104657,15440979,2227148,193902,754379,61572,585.62644,61826.4827321768,360184,474291,537712,910971,7836,963984,1876478,131860,30493.1297838,8204789,79,55.26,48.44,101.57,NA
2021-2022,Feb,32,WEST BENGAL,3215,24 PARGANAS (NORTH),10804451,185.895775532315,49,1044,13157.1096021141,66892,0,104749,15194490,4120373,286856,746192,47946,909.78689,42312.8115157941,306447,402688,504488,941750,24125,986732,1978789,171641,28245.91502368,7839836,80,56.66,52.09,100.3,NA
2021-2022,Feb,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,4034700,194.561579832945,38,483,3310.61471310306,27132,0,14890,4935857,1294760,104483,738209,60170,326.94666,13240.8427305981,128579,185532,190806,377452,4984,310584,602040,42022,9603.281357495,2204328,58,65.3,84.06,99.77,NA
2021-2022,Feb,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),5491497,202.088062538024,72,320,11004.131633496,4854,0,12030,8841469,633610,15572,2911467,68379,400.12511,29271.810145496,121207,150523,124767,207329,19192,156695,313120,16884,17867.553402,4620002,14,32.3,59.04,100.45,NA
2021-2022,Feb,32,WEST BENGAL,3225,PURBA BARDHAMAN,20394173,190.345832630898,30,5953,23585.869729619,37958,0,82268,20743076,6922976,615411,1382431,123627,1362.75368,64432.204135079,675268,912364,814632,1687535,6734,987263,2259114,120226,39483.58072546,8453513,67,46.5,66.88,100.22,NA
2021-2022,April,32,WEST BENGAL,3201,NADIA,851711,141.358067867914,19,15,0,303,125,58327,39459,8667,208713,1238,21533,82.22069,137.99917,2034,2322,417564,887127,0,788573,1989960,58630,55.77848,18105,80,22.25,4.52,104.15,NA
2021-2022,April,32,WEST BENGAL,3214,PURULIA,340750,255.92000162961,20,60,0,1407,39,80670,98183,10867,179824,21454,189746,66.65003,317.9199652,4774,6357,368704,860914,0,580533,1650741,82077,251.2699352,44281,84,42.59,18.99,105.77,NA
2021-2022,April,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),186358,0,0,0,0,259,30,12432,0,0,15403,0,67400,36.0459,114.48213,0,0,121654,203411,0,149192,305106,12691,78.43623,0,13,55.66,48.44,0,NA
2021-2022,Jan,32,WEST BENGAL,3208,COOCHBEHAR,13888945,193.420904235717,44,3583,39279.0906329134,93720,0,63544,20218467,9952163,603531,120854,7943,696.62327,79082.4555969134,456253,644006,586862,1131198,8144,702780,1533494,157264,39106.741694,12524625,48,54.76,60.52,99.94,NA
2021-2022,Jan,32,WEST BENGAL,3209,MALDAH,10891974,198.126144932755,40,17192,30747.7265083768,26589,0,104586,14051965,2024598,193896,691759,61568,549.04818,59137.3912301768,343694,449851,537588,910793,6293,962693,1874908,131175,27840.6165418,7472568,79,55.24,48.23,101.44,NA
2021-2022,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,20143527,202.982662743849,45,2785,19766.510686873,57691,0,122130,25285564,5347362,332305,2290802,175157,1011.49751,72103.319293873,559852,858132,711919,1499410,30709,959499,2228952,179821,51325.311097,10719709,65,56.02,67.86,100.21,NA
2021-2022,Sep,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,1887568,156.451951463654,34,657,1234.699768316,1990,0,5353,2301739,1148572,109821,370041,27692,242.51134,5078.326691416,66566,94266,97643,212878,2481,162706,375990,7343,3601.1155831,1183345,67,54.35,75.82,100,NA
2021-2022,Sep,32,WEST BENGAL,3209,MALDAH,10015480,194.550500444476,33,12036,30747.7265083768,21255,0,100519,8008301,1121702,193356,370403,61386,433.65588,46761.5720609768,240252,308119,534392,906334,1673,936242,1843002,121774,15580.1896726,4271572,78,47.5,41.27,101.85,NA
2021-2022,Sep,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,3022704,178.111668223299,29,402,3310.61471310306,24427,0,15766,3150711,818188,104411,452788,60100,242.99467,9165.39330609806,106749,148736,190583,377115,1444,310504,603802,40193,5611.783922995,1387151,58,69.12,83.57,99.73,NA
2021-2022,Sep,32,WEST BENGAL,3222,JHARGRAM,3384148,193.983917010048,31,512,5536.243703983,10607,0,34759,3637356,686977,90126,1063120,123511,314.65979,12906.789138383,115756,162033,192312,408489,1631,260529,661809,45366,7055.8856444,1474987,63,44.81,64.61,100.19,NA
2021-2022,Oct,32,WEST BENGAL,3201,NADIA,6664748,171.084700101958,34,1741,6461.81160855003,22821,0,58332,8619196,1593820,209029,184218,21572,717.13414,21925.07137635,249440,325711,420365,890711,2866,846846,2063603,81153,14746.1256278,3649850,81,51.55,62.33,100.04,NA
2021-2022,Oct,32,WEST BENGAL,3213,BANKURA,11606327,178.031164362363,37,4638,8408.331367279,28544,0,63526,15976553,6424979,624414,1932021,185488,766.5765,37618.151198149,420501,754820,546910,1479384,8965,703863,1826424,92070,28443.24333087,7719501,78,62.67,82.74,99.98,NA
2021-2022,July,32,WEST BENGAL,3203,BIRBHUM,6766892,164.170636184079,21,4553,4083.35866631199,30382,0,129663,7191909,2190687,435320,436254,85882,378.48051,16268.841935392,341429,469525,581355,1205107,518,795554,1810964,160045,11807.00275908,3510047,73,67.01,63.68,100.03,NA
2021-2022,July,32,WEST BENGAL,3208,COOCHBEHAR,2633086,165.536350254953,25,2116,13002.5065873118,34099,0,113390,7757709,3503421,602196,48670,7932,361.90365,26206.2385793118,305241,384967,585147,1128270,81,695691,1521503,147489,12841.828342,4737391,48,51.2,57.49,99.89,NA
2021-2022,Nov,32,WEST BENGAL,3201,NADIA,8982196,172.899046348767,36,1777,6461.81160855003,25040,0,56382,9178324,1692088,209042,194022,21572,797.41905,23128.46532535,254757,334452,420444,890816,3635,859395,2078430,81422,15869.2346668,3881594,81,51.2,61.63,100.04,NA
2021-2022,Nov,32,WEST BENGAL,3205,HOWRAH,4597035,194.921113689284,36,509,8868.134984751,13092,0,33030,5395293,969712,77696,17048,1034,414.88837,19799.588557151,145966,173271,246061,386508,4837,450776,693526,46122,10516.5652024,2349696,59,46.16,66.59,100.28,NA
2021-2022,Nov,32,WEST BENGAL,3206,HOOGHLY,25119201,188.777935321993,39,4443,20114.40465764,24601,0,38813,26393423,10312293,560406,1883834,107956,929.63592,70868.9995778399,665306,904236,745284,1397330,20722,902651,1823235,63414,49824.9590001999,10785307,27,44.49,76.79,100.09,NA
2021-2022,Nov,32,WEST BENGAL,3215,24 PARGANAS (NORTH),9687542,185.464395547511,38,908,13157.1096021141,56417,0,113169,10942013,3046448,286824,576901,47941,846.1234,34296.7712732942,284104,357712,504371,941588,5525,982450,1973291,169586,20293.53827118,5613308,80,55.52,48.26,100.29,NA
2021-2022,Nov,32,WEST BENGAL,3218,DINAJPUR UTTAR,7895549,185.169388382944,46,1378,8440.10563698995,51630,0,104967,8430880,2008127,168216,226327,19441,345.33355,24396.8481182899,180111,274932,309079,625000,9711,601981,1333216,156597,15611.4089313,4710395,85,69.94,72.82,100.04,NA
2021-2022,Nov,32,WEST BENGAL,3222,JHARGRAM,4237150,196.179820532115,37,621,5536.317143983,13036,0,33171,4802642,910493,90177,1374763,123567,400.45962,15358.591220383,129390,186545,192532,408808,3640,261843,663798,46207,9421.8144564,1949396,63,45.04,67.59,100.14,NA
2021-2022,Dec,32,WEST BENGAL,3201,NADIA,9500766,174.995769724734,37,1796,6461.81160855003,27295,0,54537,9630865,1777378,209049,202824,21572,797.41905,24112.83699645,258206,340337,420518,890897,4320,864516,2083913,81832,16853.6063379,4073175,81,51.06,59.88,100.07,NA
2021-2022,Dec,32,WEST BENGAL,3205,HOWRAH,4817097,200.131439639115,41,543,8868.134984751,15056,0,31849,6324460,1148836,77736,20278,1035,414.88837,21940.256202151,152259,182267,246437,386957,8576,455558,698955,46905,12657.2328474,2779513,59,46.84,65.97,100.29,NA
2021-2022,Dec,32,WEST BENGAL,3212,MURSHIDABAD,11904026,183.072354964221,42,975,9289.42581435699,108483,0,165939,13385766,1048285,167200,131199,21577,978.6042,34773.667060557,318075,401910,681753,1244034,5043,1429464,2924279,274422,24505.6370462,4232155,91,82.01,44.33,99.98,NA
2021-2022,May,32,WEST BENGAL,3201,NADIA,1771430,100.482210649596,16,279,521.067782131,3040,0,61725,591722,77021,208730,10709,21533,164.44138,1280.084508631,36068,40938,417757,887357,19,789398,1991014,64765,594.5753465,237480,81,49.16,17.17,100.31,NA
2021-2022,May,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,728597,82.1840821932469,25,217,89.593775125,422,0,5746,560630,282091,109077,79192,27415,63.01184,613.354235125,22363,29464,96340,210665,158,151348,360404,6168,460.74862,297454,68,48.46,51.33,100,NA
2021-2022,May,32,WEST BENGAL,3203,BIRBHUM,3453043,105.036307712948,19,573,1337.621204682,4855,0,140602,879547,182271,434883,26673,85780,166.20986,2427.674758082,44475,56829,580128,1203345,2,785900,1801020,145457,923.8436934,373040,72,71.74,23.12,100.49,NA
2021-2022,May,32,WEST BENGAL,3207,JALPAIGURI,138683,82.6937271412824,16,197,929.270249476,1706,1,43007,1059552,383020,290303,141961,98783,81.96177,1887.415059276,64798,75778,366885,722624,0,450934,1082276,44713,876.1830398,529565,22,52.29,65.44,99.77,NA
2021-2022,May,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,4500000,145.137679395236,19,455,2265.627133686,5894,0,138319,2376596,447820,331004,196505,174171,215.69883,5930.662246686,120029,159667,699988,1480318,50,882906,2121138,144213,3449.336283,1002674,64,42.47,45.31,100.16,NA
2021-2022,May,32,WEST BENGAL,3212,MURSHIDABAD,988968,94.3110974355248,20,118,827.771423390001,14411,13,182283,1045984,53990,166858,7088,21519,209.09088,2023.34129279,50269,55733,675997,1236909,0,1379623,2862878,196694,986.4789894,313897,90,72.32,16.76,99.44,NA
2021-2022,May,32,WEST BENGAL,3218,DINAJPUR UTTAR,1869635,78.7329428250678,24,402,1002.834934233,5386,1,136450,1264890,289822,167740,28659,19378,68.35574,2067.075794733,52168,73112,306280,620458,28,558461,1258374,141836,995.8851205,689743,84,65.15,67.21,100.05,NA
2021-2022,May,32,WEST BENGAL,3220,ALIPURDUAR,941023,78.3929989216039,16,228,701.715311882999,2273,0,52358,1315843,302322,160692,315173,120341,70.07214,1803.316240683,82046,99066,294023,585598,0,357486,864910,54631,1031.5287888,646516,51,45.57,55.36,100.02,NA
2021-2022,May,32,WEST BENGAL,3222,JHARGRAM,473237,171.004124843143,21,138,649.610584708,2262,0,38623,666212,124763,89875,162697,123285,84.14998,1873.010564908,31532,40297,191297,406990,4,256978,658600,40885,1139.2500002,263731,66,50.59,48.35,101.32,NA
2021-2022,May,32,WEST BENGAL,3225,PURBA BARDHAMAN,5399359,120.154498768219,18,298,2515.329492065,4645,0,90009,850395,197079,614704,50283,123516,280.78659,3817.903931865,45227,54350,811902,1683571,9,960935,2235282,94654,1021.7878498,330726,64,30.32,12.82,101,NA
2021-2022,April,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,312255,108.211706583768,21,39,0,103,15,5092,137034,66563,108626,17326,27239,0,148.28683,6513,9080,95692,209546,1,150341,358539,5195,148.28683,72959,63,34.79,37.41,100,NA
2021-2022,April,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,83922,14790.85,10,0,0,34,15,2692,240,80,66081,70,39466,12.13537,47.63341,23,24,72951,144771,0,118332,249921,2726,35.49804,240,63,52.63,40.5,100,NA
2021-2022,April,32,WEST BENGAL,3221,KALIMPONG,102616,2260.129617628,13,0,0,61,25,3032,1543,0,5786,558,29472,0,34.8738,117,117,54920,89973,0,63302,144758,3093,34.8738,548,27,36.52,54.17,100,NA
2021-2022,Aug,32,WEST BENGAL,3203,BIRBHUM,9962567,179.552414612113,24,5768,10851.975865632,38912,0,124516,9765460,3014328,435453,605039,85892,525.88973,28911.984823612,395736,560797,581702,1205568,1353,797289,1812497,163428,17534.11922798,4894075,73,67.04,65.93,100.03,NA
2021-2022,Aug,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,572515,197.338523443664,26,110,518.808375106,525,0,2946,683191,286346,66267,229315,39651,79.06685,1946.074256806,25783,28975,73396,145487,66,121313,254578,3471,1348.1990317,428985,63,51.83,76.74,100,NA
2021-2022,Aug,32,WEST BENGAL,3215,24 PARGANAS (NORTH),4870932,178.121160458859,30,697,13017.7536941741,44280,0,121077,7175615,2054817,286565,401683,47907,582.49967,26381.5420722341,234186,288073,503489,940286,1012,961320,1943078,165357,12781.28870806,3666105,80,53.56,44.93,100.17,NA
2021-2022,Aug,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,2489745,187.974501118845,25,354,3292.34423610306,23106,0,16448,2460126,638588,104363,338347,60041,205.43131,8122.18512149806,94754,128827,190384,376827,559,310821,605073,39554,4624.409575395,1084331,58,72.72,83.34,99.73,NA
2021-2022,Aug,32,WEST BENGAL,3222,JHARGRAM,2930721,188.671238056567,28,449,5303.07906203,9471,0,35339,2925771,547136,90043,854562,123470,261.49572,11084.66315043,103242,141476,192077,408130,783,259781,660723,44810,5520.0883684,1190659,64,47.13,62.74,100.26,NA
2021-2022,June,32,WEST BENGAL,3203,BIRBHUM,6216132,132.745872291587,17,2785,4083.35866631199,18930,0,136576,3913869,1087514,435052,223825,85846,298.38223,9577.24044071199,225596,296421,580713,1204159,125,790814,1806254,155506,5195.4995444,1798684,73,69.28,52.48,100.08,NA
2021-2022,June,32,WEST BENGAL,3208,COOCHBEHAR,2238123,132.288960386324,20,1436,12991.3814473118,24747,0,121121,4692849,2043377,601380,32522,7921,296.87692,19496.3795219118,224221,272203,583803,1126025,2,692937,1516785,145868,6208.1211546,2799214,48,47.45,53.43,99.92,NA
2021-2022,June,32,WEST BENGAL,3209,MALDAH,3750810,156.775892609796,24,6002,8263.92636637397,7435,0,101225,3121700,394888,192748,125784,61229,180.7998,13338.799205974,128509,159264,529066,899487,127,915085,1814346,108660,4894.0730396,1683980,76,41.38,32.96,103.39,NA
2021-2022,June,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,7000000,150.773009050736,23,1314,6240.074425421,16511,0,137931,6818672,1458651,331482,617365,174362,374.27379,16895.065167121,292463,405656,703422,1486053,487,898618,2143935,154442,10280.7169517,2807651,65,51.69,59.25,100.03,NA
2021-2022,June,32,WEST BENGAL,3216,24 PARGANAS SOUTH,3620100,137.173968312472,26,1572,16745.6540311824,37112,3,339577,8559961,1622579,344470,89563,13050,440.17956,28927.8717808824,326334,445344,1023283,1826212,1255,1580273,3043590,376689,11742.0381897,3550157,80,45.67,42.89,99.96,NA
2021-2022,Jan,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1146081,205.992801714266,34,196,519.043375106,1124,0,2647,1528118,661116,66504,474071,39825,119.06866,3785.925116806,44569,51723,73876,146266,2852,126306,262665,3771,3147.8130817,958377,62,56.8,81.11,99.99,NA
2021-2022,Jan,32,WEST BENGAL,3205,HOWRAH,4870117,202.222840275881,45,564,8868.13498475101,16017,0,31275,7186147,1285361,77763,22953,1035,414.88837,23815.053924551,157456,190419,246572,387124,12246,458047,701634,47292,14532.0305698,3175778,59,47.79,65.9,100.29,NA
2021-2022,Jan,32,WEST BENGAL,3206,HOOGHLY,26445929,192.442811826848,41,4478,20114.40465764,26732,0,37180,27579216,10730351,560418,1935102,107956,929.63592,74118.2593278399,670359,914726,745440,1397604,23879,903532,1821046,63912,53074.2187501999,11275625,27,43.19,76.09,100.09,NA
2021-2022,Jan,32,WEST BENGAL,3207,JALPAIGURI,11049663,206.040752018098,46,1173,7228.37648919,13849,0,38695,13866395,5353816,290966,1754476,98996,391.94458,36190.74560499,300471,429857,368086,724489,7063,456105,1089922,52544,28570.4245358,7369563,20,63.01,81,99.84,NA
2021-2022,Jan,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,3996394,190.914821362419,37,469,3310.61471310306,27076,0,14643,4690981,1227265,104472,698621,60163,303.90494,12570.2976493981,126066,181019,190773,377405,4338,310796,604172,41719,8955.777996295,2090961,58,64.61,84.25,99.76,NA
2021-2022,Jan,32,WEST BENGAL,3220,ALIPURDUAR,9814550,206.217970403783,46,807,10097.3944133804,14845,0,58675,12796703,3095378,161977,2926608,121679,332.13356,36818.6291785804,274549,400774,297439,591269,11408,368011,880465,73520,26389.1012052,6461235,53,76.79,81.18,100.09,NA
