fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,July,32,WEST BENGAL,3212,MURSHIDABAD,3691246,128.152786160329,50,553,13504.94429152,77103,1,136725,6050664,863765,211623,96503,27269,446.36464,21705.40342872,120149,184735,613843,1474456,4388,1190076,2604292,213828,7754.0944972,2518788,93,74.28,46.01,103.23,NA
2018-2019,July,32,WEST BENGAL,3214,PURULIA,2594224,130.671641973427,30,1733,1013.605577435,30068,0,53815,2690264,583010,221406,641900,240176,279.96687,4808.984589655,87476,136977,304538,989389,482,510839,1540454,83883,3515.41214222,1193908,68,85.12,57.88,108.4,NA
2018-2019,July,32,WEST BENGAL,3215,24 PARGANAS (NORTH),2982954,138.420645362507,29,812,7329.5864680231,37823,1,93435,5575750,1873272,328468,350994,54475,341.35448,15388.9300818231,191035,233965,433747,994995,1190,720333,1588342,131258,7717.9891338,3240015,54,64.76,52.87,116.63,NA
2018-2019,July,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,1051061,130.850856526943,33,152,3363.05168164078,69712,1,42584,1481191,436805,126822,215434,68284,120.66431,5421.86710194077,44841,62745,192290,437515,770,272949,595617,112296,1938.1511103,807322,83,75.65,72.41,112.09,NA
2018-2019,July,32,WEST BENGAL,3218,DINAJPUR UTTAR,1978261,130.159868583596,26,469,4394.84625623099,6982,0,54710,1060446,299325,175045,42019,23759,149.77068,5924.89205623099,40386,53638,245900,605365,143,463728,1086233,61692,1380.27512,513600,74,49.5,31.9,106.34,NA
2018-2019,May,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,423167,90.8415187941908,19,84,555.818923349,1718,0,6849,214694,121548,126184,32384,31279,70.18686,821.037073709,10865,13521,91224,237838,16,132453,329032,8567,195.03129036,118967,54,64.26,40.92,108.24,NA
2018-2019,May,32,WEST BENGAL,3203,BIRBHUM,2928845,109.892931319702,26,1458,4570.604007718,7809,0,105682,2399247,992121,515499,221588,109263,157.34978,7364.556645618,89147,131924,557926,1388566,237,689476,1658872,113491,2636.6028579,1093163,68,73.24,44.59,120.91,NA
2018-2019,May,32,WEST BENGAL,3209,MALDAH,942595,117.225707256534,29,4925,10565.640797333,8635,0,76120,1551898,380994,222903,103885,72064,124.43023,12509.294433733,52958,68839,379369,895852,148,651300,1424813,84755,1819.2234064,738108,69,63.43,56.46,108.28,NA
2018-2019,May,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,588850,108.589157405373,25,58,2979.59554609578,17105,1,86247,468707,130853,133721,78227,74351,60.42789,3548.98841809578,18066,23835,193176,462954,45,286066,651053,103352,508.964982,254159,82,82.64,54.31,124.79,NA
2018-2019,May,32,WEST BENGAL,3218,DINAJPUR UTTAR,1130435,238.032850754859,19,67,3717.481552724,1645,1,55624,67761,23351,174867,1762,23754,65.03948,3943.814472724,3422,4593,244902,604245,0,459699,1079688,57269,161.29344,33758,74,20.21,18.48,158.8,NA
2018-2019,April,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,223383,51.8852205598189,15,60,402.401412804,411,1,7785,90565,50879,126150,12923,31272,28.59343,477.984692804,6037,7484,91170,237757,2,132341,328853,8196,46.98985,49273,53,48,32.01,119.85,NA
2018-2019,April,32,WEST BENGAL,3207,JALPAIGURI,205382,47.5140171742746,16,34,2503.6495224533,2735,0,27781,227899,72620,343646,49207,134699,39.63612,2651.5696124533,14212,16932,346260,874730,0,425457,1043982,30516,108.28397,107198,48,49.13,23.44,134.13,NA
2018-2019,April,32,WEST BENGAL,3208,COOCHBEHAR,715407,48.0188628402966,16,385,7782.3752259121,5101,0,127926,822224,461361,683840,6003,9898,64.91463,8242.1124707121,50873,56678,531639,1216826,1,629505,1415023,133027,394.8226148,501270,80,79.16,43.25,109.5,NA
2018-2019,April,32,WEST BENGAL,3209,MALDAH,385630,52.6018278966318,20,3902,8144.49817150199,3571,4,79922,851558,210159,222824,59948,72060,61.87635,8654.30959510199,41689,52414,379142,895423,9,649016,1421084,83493,447.9350736,402407,69,59,55.39,111.52,NA
2018-2019,April,32,WEST BENGAL,3213,BANKURA,485874,34.9499568570692,17,385,3163.8172070028,1777,1,55086,647383,316292,578100,65499,176549,108.05855,3498.1358362028,37521,62135,427438,1261562,5,606186,1697178,56863,226.2600792,309878,78,69.01,52.96,103.04,NA
