fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,March,32,WEST BENGAL,3225,PURBA BARDHAMAN,24272618,192.477097117883,34,6452,9251.86171123799,82773,0,87622,24268486,8979119,718156,1814190,149290,1902.8518,57865.9908784979,707607,977394,807315,1941013,12755,961204,2226780,170395,46711.2773672599,9322959,76,32.74,55.69,101.12,NA
2020-2021,Sep,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,905586,191.841866142646,28,116,386.36673239,589,0,2143,982658,465503,73599,292770,43834,82.71447,2354.23064739,34845,38825,67661,158362,401,103095,227780,2732,1885.149445,619328,63,54.98,67.14,100,NA
2020-2021,Sep,32,WEST BENGAL,3215,24 PARGANAS (NORTH),7966496,169.613073320991,38,854,6835.46876050401,54093,0,106880,9725505,2919347,342625,547084,60629,552.78611,23883.9827969907,249796,309486,485471,1079668,6275,818237,1723098,160973,16495.7279264867,5274552,79,59.41,37.63,107.31,NA
2020-2021,Sep,32,WEST BENGAL,3218,DINAJPUR UTTAR,6689203,182.321574367327,42,1483,3013.03776884902,23659,0,105201,6887319,1817846,204781,208467,27489,270.63291,15840.739111349,163882,249882,311760,748026,4552,533935,1211126,128860,12557.0684325,3554262,82,76.62,77.27,100.95,NA
2020-2021,Sep,32,WEST BENGAL,3220,ALIPURDUAR,8243404,195.14545129137,42,583,9066.40915340716,19830,0,28669,10490872,2779364,197993,2343072,164495,226.5011,29765.3697622072,246423,350528,292170,745313,5857,334067,830814,48499,20472.4595088,5249071,48,49.61,64.17,101.08,NA
2020-2021,Sep,32,WEST BENGAL,3222,JHARGRAM,4223305,196.211120407391,36,560,1758.185441231,18859,0,26499,4549729,949661,114251,1544420,165177,267.03934,10952.299027631,126169,180890,193433,519280,2858,253369,649546,45358,8927.0742464,1804071,76,64.57,68.63,100.5,NA
2020-2021,Feb,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,3769890,168.391636048211,54,934,455.803845206,9771,0,5927,3942792,2182402,127710,640210,33122,380.81477,7475.950569984,72296,108704,95355,243428,10498,149914,356053,15698,6639.331954778,2002699,81,65.24,75.42,100,NA
2020-2021,Feb,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1557340,192.369950627288,37,178,508.851192949,829,0,2508,1702965,806204,73950,493729,44133,171.20713,3956.051252649,45171,52262,68257,159394,3036,117933,253195,3337,3275.9929297,1059729,63,53.5,66.38,106.45,NA
2020-2021,Feb,32,WEST BENGAL,3213,BANKURA,22329533,177.220775527716,50,5286,4164.659277871,49066,0,69248,22683506,10014780,619450,2838850,184306,1068.05587,45432.600397947,450997,842418,509093,1419069,37918,675307,1776277,118314,40199.885250076,10850278,85,66.97,78.15,100.03,NA
2020-2021,Feb,32,WEST BENGAL,3218,DINAJPUR UTTAR,11173265,183.378607978905,57,1904,4239.27334294601,39134,0,103403,12203680,3046068,205221,348652,27571,500.81883,27119.030679146,211904,337847,315278,754326,24090,555325,1248574,142537,22378.9385062,6338275,82,72.01,74.87,102.16,NA
2020-2021,Feb,32,WEST BENGAL,3220,ALIPURDUAR,14331656,200.908341159962,55,687,11325.6301040702,27222,0,29519,14948753,4185316,200367,3091710,165836,401.43035,41760.3521304702,270979,403148,297454,754395,19249,355938,870269,56741,30033.2916764,7459605,52,48.76,63.69,102.19,NA
2020-2021,April,32,WEST BENGAL,3201,NADIA,608724,144.760733901422,18,100,369.281678315,1888,32,51715,303474,43919,306185,6757,31180,80.99247,889.585337915,16631,19299,447950,1215764,0,732866,1887452,53603,439.3111896,146470,82,83.15,12.47,101.22,NA
2020-2021,April,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,2347,97.2340142760767,15,61,82.912834353,373,16,8621,91902,53015,126793,18773,32644,0,172.272838153,5975,7139,93537,240881,0,137415,335915,8994,89.3600038,44860,77,39.58,26.2,100.02,NA
2020-2021,April,32,WEST BENGAL,3203,BIRBHUM,268456,92.876062916668,18,737,648.998012514,4423,21,165369,1276196,566715,523100,125370,110537,80.03896,1914.317572414,70308,85037,596122,1440777,1,732891,1703921,169792,1185.2805999,458538,81,78.32,8.28,102.3,NA
2020-2021,April,32,WEST BENGAL,3205,HOWRAH,22836,248.260515474933,14,28,847.820893899001,1488,31,22428,84233,16630,89781,85,1270,35.3759,1092.314073899,5886,6614,218630,391569,0,292239,502530,23916,209.11728,47956,70,27.62,19.27,116.95,NA
2020-2021,April,32,WEST BENGAL,3211,PURBA MEDINIPUR,815816,127.438931853108,21,527,4254.048313733,8219,4,170353,1002100,164309,248495,3772,8664,210.03252,5741.146369833,47691,61560,615736,1690197,0,817855,2173221,178572,1277.0655361,420133,77,46.3,17.03,107.16,NA
2020-2021,April,32,WEST BENGAL,3212,MURSHIDABAD,612462,101.936464542714,15,173,2484.548085551,15675,11,181671,1314342,280566,238877,39555,32099,96.55674,3920.898592351,82169,89235,726474,1658480,0,1277577,2703847,197346,1339.7937668,393822,92,64.48,29.3,100.42,NA
2020-2021,April,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,247592,108.765928719082,20,47,442.176125861001,1518,2,32654,210435,45137,113053,43684,63299,30.24306,701.300767961001,10140,12552,192923,408454,1,279708,558129,34172,228.8815821,108349,62,67.84,11.09,99.69,NA
2020-2021,June,32,WEST BENGAL,3206,HOOGHLY,2484250,133.270155396712,22,3570,6275.51942630901,6966,0,53346,10627786,4632501,616708,943983,124195,330.02017,20769.206513739,463087,621934,668890,1456453,747,793567,1665241,60312,14163.66691743,4369705,48,66.57,85.16,108.39,NA
2020-2021,June,32,WEST BENGAL,3222,JHARGRAM,876000,164.038580862348,26,368,1311.50482224,7478,0,32361,2447134,523351,114076,831902,164960,125.14616,5450.89486764,93288,127017,192300,517834,171,250155,645102,39839,4014.2438854,982661,76,75.07,63,100.68,NA
2020-2021,May,32,WEST BENGAL,3201,NADIA,1268377,120.590457735815,15,692,1006.706120176,6145,0,49756,1502395,297555,306286,39282,31195,161.98494,2980.436067676,95178,112015,448300,1216238,2,734047,1888842,55901,1811.7450075,658158,82,76.51,34.95,101.43,NA
2020-2021,May,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,15476,93.4593908473072,18,503,240.870342718,1621,0,9393,626526,363263,127066,113522,32823,61.1759,887.593625818,33107,42791,94033,241637,3,138160,337057,11014,585.5473831,314531,80,77.5,59.96,100,NA
2020-2021,May,32,WEST BENGAL,3203,BIRBHUM,576143,144.724775890884,21,2241,2203.709323886,21145,0,160090,4043566,1581290,522492,327866,110431,164.73992,8220.491075386,183845,236624,598713,1442004,31,741066,1711104,181235,5852.0418315,1520412,81,83.53,29.09,102.2,NA
2020-2021,May,32,WEST BENGAL,3206,HOOGHLY,1621940,144.634911049234,15,1853,5186.08592757101,5570,0,49831,3820844,1668201,612358,343170,124017,218.36923,10930.729478301,245705,313496,644282,1422030,39,761071,1619629,55401,5526.27432073,1567348,50,66,78.37,115.32,NA
2020-2021,May,32,WEST BENGAL,3207,JALPAIGURI,200949,100.370811160967,17,413,1958.626737783,2799,0,36296,2548668,980708,362547,345399,137573,80.63372,4597.379203183,144597,169381,373762,923336,9,438228,1051210,39095,2558.1187454,1265875,33,50.69,69.35,99.9,NA
2020-2021,May,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,427500,115.296502787578,22,161,926.694645460993,4522,0,30570,824551,223929,113242,149824,63506,61.99812,1939.37123216099,36145,48754,193767,409899,8,281278,560824,35092,950.678466700001,395356,62,72.33,65.42,99.85,NA
2020-2021,Dec,32,WEST BENGAL,3208,COOCHBEHAR,15858257,189.617649819309,39,3904,17751.8071367144,24183,0,118040,18112965,9461960,697887,105619,9593,586.90608,52684.0917623084,459787,622882,576690,1291106,4920,680889,1490569,142223,34345.378545594,10606779,55,38.82,55.08,101.91,NA
2020-2021,Dec,32,WEST BENGAL,3209,MALDAH,17642213,190.821506576318,48,23716,22833.440112689,137771,0,89609,18514920,3612537,259909,1424395,89553,644.88074,58808.7701380889,379871,506652,569345,1221550,11918,875045,1751394,227380,35330.4492854,10559580,89,71.74,48.15,102.73,NA
2020-2021,Dec,32,WEST BENGAL,3215,24 PARGANAS (NORTH),11566482,176.71727553535,50,1074,8651.96479387101,70374,0,103697,14941617,4391561,343294,828982,60728,911.48193,35967.8652071977,294667,381114,489842,1085875,22350,851482,1773003,174071,26404.4184833267,7943184,80,56.21,39.05,105.87,NA
2020-2021,Dec,32,WEST BENGAL,3216,24 PARGANAS SOUTH,39291401,193.456953739454,57,3869,25736.6518211764,155624,0,314056,41687338,8501118,405922,401353,17982,1227.19344,107610.899451046,720719,1043256,1020946,2111606,61516,1445281,2838824,469680,80647.05418987,16656674,85,61.6,52.49,106.41,NA
2020-2021,Dec,32,WEST BENGAL,3220,ALIPURDUAR,13345656,203.233368107938,50,655,11109.1271200262,26917,0,28830,13232070,3641385,199695,2810274,165571,329.05865,38330.1673014262,262168,383960,296257,752355,13085,345141,850631,55747,26891.9815314,6599836,52,47.8,63.16,101.07,NA
2020-2021,Dec,32,WEST BENGAL,3225,PURBA BARDHAMAN,21394754,187.252089781934,29,6253,8548.67198668699,78323,0,82015,20749230,7762613,718329,1596121,149309,1492.34746,48894.386235347,694930,939514,806869,1940961,6178,954202,2216455,160338,38853.36678866,7957659,75,37.25,63.4,100.78,NA
2020-2021,Nov,32,WEST BENGAL,3203,BIRBHUM,13972354,193.07132408199,35,6711,5799.410133191,111513,1,126194,15984310,5656031,522641,1111518,110479,604.25371,37264.782805561,453327,670932,608438,1447087,7432,763854,1732646,237707,30861.11896237,6682768,81,61.41,52.43,101.26,NA
2020-2021,Nov,32,WEST BENGAL,3209,MALDAH,15605607,190.207661752527,46,22029,22410.173231024,131737,0,78589,16523884,3241907,259342,1290567,89475,532.47589,54372.3425081239,353233,466978,565127,1215866,8703,860625,1731849,210326,31429.6933871,9563569,88,76.1,48.24,102.9,NA
2020-2021,Nov,32,WEST BENGAL,3216,24 PARGANAS SOUTH,25153688,193.173334441739,55,3678,24966.7767558984,147313,0,305115,37534708,7757827,404463,373076,17951,1087.88373,98561.7075024684,681703,982929,1012614,2098576,50384,1400918,2764721,452428,72507.04701657,15017567,84,63.15,53.1,106.62,NA
2020-2021,Nov,32,WEST BENGAL,3221,KALIMPONG,2685414,190.86085261006,73,382,3933.75878742997,1875,0,2376,3439251,245200,8861,1116735,43748,0,10497.94256943,46547,64235,54530,129888,11616,62095,143292,4251,6564.183782,1776198,27,23.2,43.79,101.26,NA
2020-2021,Oct,32,WEST BENGAL,3207,JALPAIGURI,11083600,200.78818297112,37,1051,5302.62597780899,15346,0,31003,11430088,4297879,364070,1681017,137825,300.81122,28553.703205009,305441,412215,375899,927171,3637,442112,1058215,46349,22950.2660072,5820262,30,49.34,76.19,100.28,NA
2020-2021,Oct,32,WEST BENGAL,3209,MALDAH,13677327,191.422056615771,44,20868,21482.462426988,122244,0,85760,14666196,2894097,258954,1160951,89384,475.39704,50032.193477488,330131,431834,562639,1211865,5993,855598,1723997,208004,28074.3340105,8613024,89,78.61,48.14,102.92,NA
2020-2021,Oct,32,WEST BENGAL,3213,BANKURA,16076452,175.824072121535,40,4961,3528.806349114,35205,0,69565,17738122,8027901,619228,2307773,184228,641.69898,35358.3937473999,432684,783847,507660,1417023,16497,658311,1746829,104770,31187.8884182859,8252243,85,70.98,80.86,100,NA
2020-2021,Oct,32,WEST BENGAL,3216,24 PARGANAS SOUTH,24738253,189.993459711026,52,3465,20377.454376947,133549,0,307120,33383215,6992468,403752,351919,17944,971.22402,84774.6035382171,634841,912375,1006541,2090368,40065,1385501,2744400,440669,63425.92514127,13400951,84,65.07,54.41,107.05,NA
2020-2021,Oct,32,WEST BENGAL,3221,KALIMPONG,2600860,193.444733469299,67,354,3933.75878742997,1741,0,2328,2897790,206108,8857,942897,43658,0,9539.38092942997,42977,58954,54366,129724,7889,61839,143002,4069,5605.622142,1497170,27,22.83,42.59,101.46,NA
2020-2021,July,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,671402,163.573328794586,29,732,310.212580611,4678,0,7759,1757504,1013582,127558,303575,32985,122.82353,3307.843907109,60174,82565,95021,242876,335,140579,340569,12437,2874.807796498,881580,80,78.29,72.85,100,NA
2020-2021,July,32,WEST BENGAL,3205,HOWRAH,1390156,185.726207982563,22,541,3116.671974437,6858,1,24754,2865596,570902,93087,9142,1297,142.4696,8581.304361337,126701,150192,246852,427910,280,335555,556413,31612,5322.1627869,1145304,67,55.55,64.67,102.82,NA
2020-2021,July,32,WEST BENGAL,3225,PURBA BARDHAMAN,6440465,182.436292201086,19,4904,5587.15718367,36507,0,81048,11388137,4356966,718312,873227,149171,579.35927,26942.61134725,579774,736588,801803,1936241,422,931551,2186598,117555,20776.09489358,4411252,71,46.87,72.91,100.62,NA
2020-2021,Aug,32,WEST BENGAL,3201,NADIA,4916465,158.648765267057,26,1620,1646.910562311,23017,0,48248,5567625,1226749,306614,144116,31294,405.06978,10884.948659511,209456,270103,453815,1223390,854,748127,1906828,71265,8832.9683172,2359436,83,58.28,58.75,101.23,NA
2020-2021,Aug,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,500507,193.028469772861,26,112,386.36673239,547,0,1936,890822,425439,73576,265484,43813,67.48431,2173.39111739,33259,36868,67620,158289,136,102863,227351,2483,1719.540075,561297,61,55.38,69.3,100,NA
2020-2021,Aug,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,14220483,198.037906784252,37,2483,5296.847100598,28124,0,103697,18304525,4750416,401470,2022122,231294,572.39091,42119.136167398,490489,759282,677266,1718590,16841,830178,2024873,131821,36249.8981568,7480175,69,54.52,67.29,102.14,NA
2020-2021,Aug,32,WEST BENGAL,3212,MURSHIDABAD,10790676,191.497709990145,31,954,8843.026161407,111524,0,182757,11248135,1596211,239647,237462,32194,543.1877,30926.134803007,356893,443536,746945,1685729,1673,1341390,2785504,294281,21539.9209416,3552734,93,83.07,53.99,100.76,NA
2020-2021,Aug,32,WEST BENGAL,3215,24 PARGANAS (NORTH),6494052,168.858277080416,34,732,6835.46876050401,42768,0,109065,7910132,2368522,341737,448495,60560,467.91727,20660.2986404907,227979,275972,482649,1075817,2161,809235,1711412,151833,13356.9126099867,4337735,79,63.76,39.86,108.98,NA
2020-2021,Aug,32,WEST BENGAL,3218,DINAJPUR UTTAR,4077922,189.207449788559,39,1422,3013.03776884902,19253,0,105689,6296772,1635309,204616,187614,27474,219.09115,15146.090639049,157563,239776,311204,747056,3243,530660,1205579,124942,11913.9617202,3213492,82,79.74,78.87,101.03,NA
2020-2021,Aug,32,WEST BENGAL,3221,KALIMPONG,1494575,177.39576390478,58,288,3918.86640742997,1544,0,2149,2018982,144169,8824,671261,43426,0,7500.45494942997,34439,46826,53788,129059,3245,61032,142056,3693,3581.588542,1045576,26,19.61,32.78,101.48,NA
2020-2021,Aug,32,WEST BENGAL,3225,PURBA BARDHAMAN,11342610,179.755289468252,21,5429,5656.398262658,47465,0,72389,13476490,5102055,718189,1041765,149228,826.72081,30707.822682318,626309,806584,803697,1938018,958,935365,2191219,119854,24224.70360966,5190101,71,44.86,71.11,100.68,NA
2020-2021,May,32,WEST BENGAL,3205,HOWRAH,188672,136.46729968693,14,183,2296.160201993,2556,8,23285,523206,99736,90622,1196,1271,71.7178,3081.883101993,37114,41562,221486,395317,0,296053,507421,25841,714.0051,248563,70,65.49,48.6,107.01,NA
2020-2021,May,32,WEST BENGAL,3218,DINAJPUR UTTAR,1314959,117.493732617351,26,769,1992.30954484402,3469,1,90753,2333577,581456,203244,71916,27297,92.32787,4826.44413564401,89257,132926,304698,734839,19,513751,1175189,94222,2741.8067208,1160629,78,80.01,80.6,100.08,NA
2020-2021,May,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),109290,179.409162125205,15,39,3216.05900566401,1800,0,6900,250837,17970,18958,81518,83649,71.58712,3737.67068566401,15917,17648,109513,250256,0,132105,286213,8700,450.02456,131811,14,19.49,44.55,100.48,NA
2020-2021,May,32,WEST BENGAL,3220,ALIPURDUAR,2857090,120.136633727003,20,356,4708.655703985,2303,0,36685,3464921,960849,193581,773168,162314,69.2737,8940.568854685,172125,212678,282892,729084,6,320751,807329,38988,4162.6394507,1733279,49,48.23,60.14,100.47,NA
2020-2021,Oct,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,2533073,171.830690697562,39,871,389.225680464,7929,0,5617,2706785,1527644,127651,471985,33100,221.03763,5261.350671662,69295,99439,95260,243252,2962,141491,342032,13546,4651.087361198,1364976,80,67.41,75.23,100,NA
2020-2021,Oct,32,WEST BENGAL,3203,BIRBHUM,13323888,189.807089703468,33,6375,5193.908524933,104182,1,123778,14550831,5222394,522719,1025494,110518,604.25371,33416.671083703,439407,641305,608008,1447388,5092,762319,1731461,227960,27618.50884877,5939362,80,62.48,52.53,101.37,NA
2020-2021,Oct,32,WEST BENGAL,3212,MURSHIDABAD,14591665,182.093184754625,36,977,9619.44740809399,124463,0,177174,13331991,1779174,239628,262813,32199,750.82459,34646.919001194,368449,465018,747299,1686074,3118,1346013,2791789,301637,24276.6470031,4211176,93,79.92,51.97,100.7,NA
2020-2021,Oct,32,WEST BENGAL,3222,JHARGRAM,5077912,205.067838850571,37,587,2001.396215773,20022,0,26788,4933930,1024897,114267,1655639,165158,308.14789,12427.447727173,130927,189183,193623,519511,3814,253926,650370,46810,10117.9036214,1951194,77,61.5,69.21,100.5,NA
2020-2021,Dec,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,3362734,165.684341125447,47,887,412.356175106,9131,0,6041,3406752,1904265,127712,570803,33117,282.15282,6338.963600084,71082,104819,95339,243402,7001,144151,346700,15172,5644.454604978,1732585,81,66.41,75.95,100,NA
2020-2021,Dec,32,WEST BENGAL,3207,JALPAIGURI,14219815,196.071545792649,45,1122,5622.06864196499,16283,0,33510,14568157,5474286,364247,2183247,137992,380.28014,34566.359405365,317013,445941,376321,927932,9935,443761,1061269,49793,28564.0106234,7475766,29,49.35,76.23,100.51,NA
2020-2021,Dec,32,WEST BENGAL,3214,PURULIA,13073582,173.894015504292,49,4780,2401.752366638,63069,0,79727,13227313,2700687,247825,3093478,269285,629.00684,26032.2649256592,265602,443573,368906,1135322,16814,564077,1617207,142796,23001.5057190212,6034262,88,73.46,66.35,101.28,NA
2020-2021,Dec,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,4533698,178.120810276232,41,530,1718.61600383198,15893,0,31939,5058099,1387017,115007,804112,64362,341.3477,11069.490627206,122847,182217,200184,420133,6396,294472,582287,47832,9009.52692337398,2328035,64,65.77,84.95,99.95,NA
2020-2021,Dec,32,WEST BENGAL,3218,DINAJPUR UTTAR,9375909,179.829712154882,52,1756,4097.12314157101,37610,0,102379,10227792,2664334,205124,302287,27568,409.39737,22899.129424971,193415,302560,314214,752379,17689,545524,1231046,139989,18392.6089134,5342978,82,73.94,76.35,100.8,NA
2020-2021,Dec,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),6444320,194.895175906437,68,289,6179.341224688,5585,0,8046,6961627,525172,19537,2309551,86344,329.90213,20077.118542288,101633,127989,116930,258957,12253,144648,301772,13631,13567.8751876,3575288,13,18.68,44.92,106.88,NA
2020-2021,Nov,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1229418,191.066753813225,32,141,480.120748173,721,0,2319,1257269,596865,73678,364475,43887,117.51919,2999.863003173,38411,43443,67786,158568,1818,103834,228961,3040,2402.223065,786449,63,53.8,66.8,103.93,NA
2020-2021,Nov,32,WEST BENGAL,3205,HOWRAH,5152295,197.067689410468,34,679,4543.451752417,17957,0,30919,5830248,1023026,93681,17680,1312,263.66015,16296.646922917,170300,208022,256195,440358,4057,353846,579724,48876,11489.5350205,2346444,74,43.89,53.6,101.52,NA
2020-2021,Nov,32,WEST BENGAL,3206,HOOGHLY,23105130,185.704399115757,49,4950,12633.967014236,24864,0,48158,31485710,12965620,624276,2426857,124956,931.45363,72035.7692070658,637013,923617,700535,1504423,44794,858303,1762337,73022,58470.3485628298,12491042,44,42.87,79.84,103.6,NA
2020-2021,Nov,32,WEST BENGAL,3215,24 PARGANAS (NORTH),9071837,177.463981273313,46,1001,8521.71406358201,67224,0,101732,13157123,3915595,343034,746460,60688,826.73977,32697.6081304087,281087,358899,488342,1083515,16242,824543,1731578,168956,23349.1542968267,7017825,80,55.83,38.14,106.02,NA
2020-2021,Sep,32,WEST BENGAL,3201,NADIA,7196507,160.949090744949,29,1751,1646.910562311,27370,0,48854,6468922,1424293,306782,166617,31336,511.41348,12569.995182311,221227,288924,455369,1225738,1731,752369,1913057,76224,10411.67114,2728328,84,57.22,59,101.08,NA
2020-2021,Sep,32,WEST BENGAL,3207,JALPAIGURI,9907946,188.464669005687,34,1004,4134.08059151599,12986,0,32318,10250161,3862514,363906,1486667,137794,250.72676,23702.739352716,298682,396017,375696,926799,1991,441582,1057222,45304,19317.9320012,5203329,30,50.58,76.41,100.21,NA
2020-2021,Sep,32,WEST BENGAL,3209,MALDAH,11990082,187.904327680082,41,20022,20210.153233863,105168,0,100261,13188870,2618582,258554,1052517,89294,418.31819,45410.928925963,314656,408006,561182,1209683,4138,849274,1714658,205429,24782.4575021,7810600,89,79.49,47.69,102.73,NA
2020-2021,Sep,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,17275647,192.513174310712,40,2643,5296.847100598,33517,0,105807,20961001,5273506,401820,2338225,231438,702.80162,46352.337112998,519368,811982,681009,1724590,23731,837101,2036288,139324,40352.6883924,8494802,69,52.24,65.66,101.93,NA
2020-2021,June,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,185220,169.200236851444,21,97,296.347899902,403,0,1394,605865,284450,73432,182814,43613,36.33959,1357.812504902,28703,31523,67193,157593,11,101548,225274,1797,1025.125015,372954,48,56.97,67.84,100,NA
2020-2021,Feb,32,WEST BENGAL,3201,NADIA,11619317,166.694632496573,43,2299,2556.893748331,37421,0,65326,12494142,2735343,307270,297422,31371,960.03432,24343.992158831,286025,397495,458013,1229643,15001,786569,1963583,102747,20827.0640905,5307194,85,56.25,63.07,100.94,NA
2020-2021,Feb,32,WEST BENGAL,3205,HOWRAH,7572222,197.019255983883,44,741,4999.507779664,22493,0,31482,8436578,1467647,93917,24013,1320,422.62705,22043.818035764,187601,235453,258578,443626,12374,378371,610267,53975,16621.6832061,3510593,73,45.75,52.42,101.54,NA
2020-2021,Feb,32,WEST BENGAL,3206,HOOGHLY,38213542,185.565782281889,61,5105,13783.401570154,27641,0,50445,39853841,16275141,624479,3030961,125012,1297.3129,89035.8062911843,651667,963662,702039,1506406,92354,877678,1791216,78086,73955.0918210303,15880318,43,44.16,78.16,103.91,NA
2020-2021,Feb,32,WEST BENGAL,3207,JALPAIGURI,15953302,199.255219948495,51,1167,5812.63139061499,16993,0,36159,16743238,6380240,364399,2414049,138068,459.74906,39634.156154015,323944,466298,376612,928284,15833,450348,1071011,53152,33361.7757034,8581514,28,49.83,75.41,101.38,NA
2020-2021,Feb,32,WEST BENGAL,3209,MALDAH,20413298,191.400275557593,51,26178,23179.457136323,140687,0,100987,22208860,4235139,260430,1613390,89694,701.82159,66389.0979645229,427763,579354,573936,1228307,17716,900334,1787534,241674,42507.8192382,12386370,88,67.5,48.5,104.06,NA
2020-2021,Feb,32,WEST BENGAL,3214,PURULIA,14359143,175.537937843554,52,5097,2510.656365635,64745,0,85777,14843670,2929837,247892,3391596,269149,785.89289,29352.8214739372,281840,474437,369814,1136187,21556,579169,1641412,150522,26056.2722183022,6780423,89,70.36,63.79,102.4,NA
2020-2021,Feb,32,WEST BENGAL,3215,24 PARGANAS (NORTH),16237009,177.075710069458,56,1223,8878.86388985401,75490,0,105850,18163755,5240815,343950,952458,60861,996.2241,42038.6861313807,320700,426856,491819,1089023,40944,915215,1867810,181340,32163.5981415267,9548565,80,56.15,40.46,107.41,NA
2020-2021,Feb,32,WEST BENGAL,3216,24 PARGANAS SOUTH,45673162,194.371394189044,62,4230,26423.5162424944,169050,0,316332,49310678,9879001,406750,461222,18000,1509.25286,123778.621415164,789160,1157545,1028462,2124537,87630,1530859,2963426,485382,95845.8523126701,19735667,85,60.19,52.42,107.36,NA
2020-2021,Feb,32,WEST BENGAL,3221,KALIMPONG,4450402,201.824262480908,91,423,3946.45322742997,2096,0,2513,4809706,329612,8852,1591187,43807,0,13653.60688943,52804,74299,54909,130120,27506,62949,144096,4609,9707.153662,2473988,29,26.16,47.53,101.81,NA
2020-2021,April,32,WEST BENGAL,3225,PURBA BARDHAMAN,1449108,174.464627476796,14,294,1818.031724802,3299,4,103449,764092,350501,717107,70880,149015,136.75184,3287.853826182,54233,64978,793839,1927003,0,919010,2170818,106748,1333.07026138,322320,74,55.11,15.19,100.08,NA
2020-2021,March,32,WEST BENGAL,3215,24 PARGANAS (NORTH),18806649,187.483760771603,58,1232,8878.86388985401,79662,0,101937,18798401,5447911,343959,1002427,60862,1246.28905,45369.1020995807,323019,433169,491865,1089113,46976,919050,1873444,181599,35243.9491597267,9854568,80,53.35,39.7,107.6,NA
2020-2021,March,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,6246116,191.07150017044,47,574,1747.71265863198,18409,0,30479,6242049,1683161,115142,956929,64528,434.29891,14108.7882343059,131643,201525,200900,421204,10503,299596,591701,48888,11926.776665674,2856348,64,58.69,75.73,100.61,NA
2020-2021,March,32,WEST BENGAL,3218,DINAJPUR UTTAR,12528137,194.587971058906,58,1922,4239.27334294601,39848,0,103644,12524060,3081402,205221,355743,27572,547.4867,29157.074291146,215008,344208,315327,754398,24941,556362,1250454,143492,24370.3142482,6489421,82,72.59,75.75,102.24,NA
2020-2021,March,32,WEST BENGAL,3222,JHARGRAM,6557341,208.903565195511,45,704,2330.855017963,23031,0,29601,6553304,1349699,114228,2105884,165201,543.21527,16564.155982063,145050,216979,193939,519820,9598,256607,654579,52632,13690.0856941,2593269,77,56.67,66.73,101.35,NA
2020-2021,Jan,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,3603438,164.495449042466,52,919,455.803845206,9436,0,6156,3773391,2098230,127711,614946,33117,313.29782,6976.158134784,71938,107436,95347,243416,9276,146690,351152,15592,6207.056469578,1916206,81,67.02,76.8,100,NA
2020-2021,Jan,32,WEST BENGAL,3209,MALDAH,19586421,191.29839945933,50,24960,23179.113336323,140030,0,97567,20510869,3954586,260244,1534546,89621,701.82159,63117.8990385229,404876,544576,572084,1225587,15034,888481,1771699,237597,39236.9641122,11547923,89,69.47,48.41,103.03,NA
2020-2021,Jan,32,WEST BENGAL,3214,PURULIA,13779064,175.784897401733,51,4949,2510.656365635,64499,0,82640,14063443,2820373,247859,3244007,269151,698.09811,27930.1633243362,274066,459242,369548,1135876,19168,573418,1632451,147139,24721.4088487012,6418538,89,72.01,64.97,101.79,NA
