fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Oct,32,WEST BENGAL,3207,JALPAIGURI,0,237.75029546822,14,217,0,1443,0,31852,1209944,440823,282170,175150,95716,341.8063,3218.451735,81115,90426,356564,703087,12,408931,1090981,33295,2876.645435,700864,18,46.05,52,101.75,NA
2022-2023,Oct,32,WEST BENGAL,3212,MURSHIDABAD,0,214.35391041469,29,104,0,49382,7,118327,2731296,225112,152222,34968,19784,834.04268,6688.682461,91356,103038,622337,1130093,22,1196841,3003143,167709,5854.639781,877893,90,75.54,22.95,101.35,NA
2022-2023,Oct,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,211.059444097969,23,223,0,21982,5,86609,2028361,665524,264102,115574,44161,735.10852,5016.1559709,87871,103266,469460,871673,83,868204,1994601,108591,4281.0474509,1087811,77,63.09,62.38,108.65,NA
2022-2023,Oct,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,248.910595616826,18,8,0,772,3,10425,113160,10451,15198,35047,66479,314.23964,595.90687,6044,6526,122611,201750,25,128940,309331,11197,281.66723,60255,17,43.78,58.21,110.37,NA
2022-2023,Feb,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,186.927927004495,17,129,0,2239,0,2638,249851,113650,104856,47495,26656,414.18423,881.2255249,14094,17142,93109,202165,6,141903,321743,4877,467.0412949,132543,58,45.72,40.56,100.22,NA
2022-2023,Feb,32,WEST BENGAL,3203,BIRBHUM,0,215.387090316379,27,786,0,56439,0,28393,2964800,728148,426830,159816,84252,1064.16109,7449.9575437,109618,154147,569197,1181766,97,678734,1419726,84832,6385.7964537,1400198,70,80.7,36.24,100.35,NA
2022-2023,Feb,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,233.716852774437,15,21,0,464,0,2421,116420,61256,63584,30349,38076,160.3738,432.46696,7279,7633,70930,139436,0,116501,222328,2885,272.09316,86952,59,63.9,66.07,100,NA
2022-2023,Feb,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,216.062751840217,28,646,0,52689,0,82639,2151920,155069,173861,4427,5745,1389.25323,6038.7507994,76521,102012,613300,1371904,51,918306,1960859,135328,4649.4975694,973880,75,57.93,31.82,100.1,NA
2022-2023,Feb,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,238.298794623282,27,850,0,60224,8,207030,4328514,897912,337971,49668,12708,1604.46408,11919.2607671,157232,203342,1022769,1812500,144,1416752,2431014,267254,10314.7966871,1800230,75,48.29,37.17,100.09,NA
2022-2023,Feb,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,216.674234350583,23,568,0,48231,0,36337,1983780,552659,595955,141156,119450,1673.81889,5972.1590162,86122,103756,798226,1634967,31,916909,1926298,84568,4298.3401262,840475,65,58.3,21.83,101.03,NA
2022-2023,June,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,227.46174407811,15,21,0,88,0,2796,116348,61256,63584,30313,38076,43.34652,307.99371,7279,7633,70930,139436,0,116398,263623,2884,264.64719,86892,59,67.37,68.95,100,NA
2022-2023,June,32,WEST BENGAL,3208,COOCHBEHAR,0,218.277735854379,18,253,0,1259,9,75464,708965,392735,590679,5177,7784,255.71952,1803.23227,38023,44445,576789,1112467,1,660218,1533381,76723,1547.51275,471842,40,43.23,49.84,101.17,NA
2022-2023,July,32,WEST BENGAL,3208,COOCHBEHAR,0,237.084303783286,19,255,0,1347,9,75376,731877,406086,590679,5235,7784,255.71952,1990.88501,38363,44814,576789,1112467,1,660220,1533360,76723,1735.16549,488423,40,42.17,48.69,101.13,NA
2022-2023,July,32,WEST BENGAL,3209,MALDAH,0,234.041489968831,20,2342,0,8384,1,95127,1252845,110466,186259,34333,59409,223.954,3156.131105,60068,70064,518065,875429,17,730144,1880151,103511,2932.177105,767999,78,34.41,21.6,102.08,NA
2022-2023,July,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,222.248759857147,20,927,0,12188,0,116108,4364473,769766,328804,336957,171901,395.67206,10095.6591768,208683,268470,707965,1489490,169,886183,2241315,128296,9699.9871168,2154195,62,55.08,51.46,104.72,NA
2022-2023,July,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,207.807207000186,23,223,0,9310,5,99268,2028346,665524,264102,115574,44161,311.3013,4526.3504709,87871,103266,469460,871673,83,867328,1993991,108578,4215.0491709,1087796,77,64.3,63.4,108.65,NA
2022-2023,July,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,237.224155237159,17,88,0,730,0,15895,558423,158662,96953,78206,57170,120.39891,1445.1131544,31424,39192,178283,353893,12,277276,602551,16625,1324.7142444,276893,44,39.96,51.8,100.05,NA
2022-2023,July,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,343.634870787328,22,83,0,2417,12,97838,200793,46164,149656,2656,16376,130.38441,820.3791761,9080,12989,280412,557874,0,523698,1348654,100255,689.9947661,106468,85,23.91,27.48,100.32,NA
2022-2023,July,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,229.57424944781,17,8,0,629,3,10565,105489,9732,15198,32563,66479,150.96489,393.14047,5945,6417,122611,201750,18,128938,310511,11194,242.17558,56026,17,43.78,58.73,110.59,NA
2022-2023,July,32,WEST BENGAL,3220,ALIPURDUAR,0,231.249287319307,19,372,0.7426,1169,0,65520,2675532,594608,161176,656152,121713,108.80131,6296.692592,139850,170990,296607,589902,68,326578,839773,66689,6187.148682,1409229,58,83.23,81.03,100.53,NA
2022-2023,July,32,WEST BENGAL,3222,JHARGRAM,0,235.757343381182,17,118,0,823,0,30370,525751,83521,86246,144064,118715,126.84601,1366.3426004,29660,37304,184831,393619,10,235434,666155,31193,1239.4965904,237390,56,42.14,63.34,103.89,NA
2022-2023,Nov,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,226.256779593514,21,955,0,35812,0,92756,4577329,790864,328804,354260,171901,1041.15578,11397.6729668,212664,275031,707966,1489492,198,890687,2243533,128568,10356.5171868,2238988,62,53.21,47.13,104.68,NA
2022-2023,Nov,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,216.069274528494,27,646,0,51307,0,83999,2138044,153594,173861,4150,5745,1051.84584,5671.5019999,76431,101866,613300,1371904,48,918131,2452839,135306,4619.6561599,967687,75,61.3,32.56,100.1,NA
2022-2023,Nov,32,WEST BENGAL,3212,MURSHIDABAD,0,215.984460200691,30,104,0,52427,7,115294,2776606,228799,152222,35715,19784,943.87975,6940.917231,91533,103240,622338,1130095,26,1224545,3051759,167721,5997.037481,889891,90,75.51,22.61,101.38,NA
2022-2023,Nov,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,211.200146862417,23,223,0,22668,5,85923,2028361,665524,264102,115574,44161,844.46737,5128.3687809,87871,103266,469460,871673,83,874428,2003537,108591,4283.9014109,1087811,77,63.09,62.38,108.65,NA
2022-2023,Nov,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,340.015254831772,22,85,0,13272,11,87199,207843,46445,149656,2688,16376,350.64086,1057.3387661,9322,13284,280412,557874,1,525343,1355994,100471,706.6979061,110080,85,24.43,29.93,100.3,NA
2022-2023,Nov,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,248.937636974196,18,8,0,903,3,10294,113160,10451,15198,35047,66479,359.15971,640.85754,6044,6526,122611,201750,25,128941,302650,11197,281.69783,60255,17,43.92,58.31,110.37,NA
2022-2023,Nov,32,WEST BENGAL,3221,KALIMPONG,0,222.347110310341,49,40,0,19,1,4520,578332,39990,5678,159366,29191,63.23582,1349.14031,11781,14713,55538,89203,528,56495,127907,4539,1285.90449,317142,24,88.61,94,100.09,NA
2022-2023,May,32,WEST BENGAL,3205,HOWRAH,0,196.877769676868,16,158,0,2945,0,29562,868901,135632,73543,3242,993,97.81417,1808.4870795,52275,57706,232650,366104,52,403878,725455,32507,1710.6729095,444902,49,47.13,54.1,101.24,NA
2022-2023,May,32,WEST BENGAL,3207,JALPAIGURI,0,172.550673003016,13,176,0,213,0,32784,889892,357952,282170,114145,95716,104.61751,1640.132145,64147,70504,356563,703085,0,408869,1091318,32997,1535.514635,523450,18,46.69,54.76,101.69,NA
2022-2023,May,32,WEST BENGAL,3213,BANKURA,0,178.798582763225,16,344,0,3434,1,55181,691974,270642,525206,71301,150909,233.25382,1470.49352509,42236,57674,527194,1260694,3,738193,1877280,58615,1237.23970509,349463,74,72.65,64.76,100,NA
2022-2023,May,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,199.253522919309,16,79,0,520,0,16085,493514,139217,96949,71187,57168,84.95041,1068.2944411,29897,37060,178279,353885,2,277216,602417,16605,983.3440311,241032,44,45.43,54.7,100.06,NA
2022-2023,May,32,WEST BENGAL,3221,KALIMPONG,0,162.529733102469,32,28,0,4,3,4388,320535,21745,5678,90520,29189,20.61265,541.57733,9766,12219,55536,89200,13,56492,142169,4392,520.96468,176755,23,85.05,92.92,100,NA
2022-2023,Sep,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,185.95989117725,17,129,0,2091,0,2785,245445,112174,104856,46710,26656,238.70366,695.1329149,14056,17094,93109,202165,6,141470,378405,4876,456.4292549,130536,58,48.77,43.6,100.22,NA
2022-2023,Sep,32,WEST BENGAL,3206,HOOGHLY,0,205.95712932566,16,387,0,4580,3,34435,1449952,607265,557137,94278,107203,733.50065,3719.7801658,87811,105983,739112,1387768,37,832787,1816897,39015,2986.2795158,701584,19,38.7,48.61,101.99,NA
2022-2023,Sep,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,213.452109471833,27,644,0,49876,0,85378,2115430,152416,173861,4017,5745,807.94878,5323.3787394,76225,101594,613299,1371902,47,918004,2483804,135254,4515.4299594,958950,75,62.24,33.63,100.1,NA
2022-2023,Sep,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,211.059444097969,23,223,0,21526,5,87063,2028361,665524,264102,115574,44161,651.87316,4932.9206109,87871,103266,469460,871673,83,868042,1994821,108589,4281.0474509,1087811,77,63.6,62.61,108.65,NA
2022-2023,Sep,32,WEST BENGAL,3220,ALIPURDUAR,0,231.836655845199,19,372,0.7426,1365,0,65327,2675546,594608,161176,656152,121713,241.50979,6445.148762,139851,170991,296607,589902,68,326597,836096,66692,6202.896372,1409243,58,82.83,80.66,100.53,NA
2022-2023,March,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,187.109252377182,17,129,0,2264,0,2613,250086,113705,104856,47600,26656,446.32304,914.2570849,14094,17142,93109,202165,6,141906,291950,4877,467.9340449,132643,58,45.63,40.37,100.22,NA
2022-2023,March,32,WEST BENGAL,3203,BIRBHUM,0,215.434550104029,27,786,0,57449,0,27440,2965530,728432,426830,159816,84252,1144.79496,7533.5711737,109639,154191,569197,1181766,97,678747,1360847,84889,6388.7762137,1400562,70,80.55,36.18,100.35,NA
2022-2023,March,32,WEST BENGAL,3206,HOOGHLY,0,206.137658840483,16,387,0,6111,3,32931,1460695,612116,557137,95774,107203,1395.03048,4406.0729558,87913,106145,739112,1387768,39,840776,1533295,39042,3011.0424758,706692,19,36.85,47.94,102.08,NA
2022-2023,March,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,339.412802389272,20,88,0,16427,11,84531,213789,47618,149656,2808,16376,523.2179,1248.8451361,10229,14233,280412,557874,9,525366,1002068,100958,725.6272361,112270,86,27.23,33.34,100.95,NA
2022-2023,March,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,248.937636974196,18,8,0,903,3,10294,113160,10451,15198,35047,66479,499.13689,780.83472,6044,6526,122611,201750,25,128942,213049,11197,281.69783,60255,17,43.92,58.31,110.37,NA
2022-2023,Jan,32,WEST BENGAL,3207,JALPAIGURI,0,238.320140849494,14,217,0,1500,0,31808,1209944,440823,282170,175150,95716,474.9014,3358.441645,81115,90426,356564,703087,12,412101,914586,33308,2883.540245,700864,18,44.52,50.41,101.75,NA
2022-2023,Jan,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,212.282158397839,23,223,0,23029,5,85564,2028361,665524,264102,115574,44161,1010.33633,5316.1848409,87871,103266,469460,871673,83,880601,1994274,108593,4305.8485109,1087811,77,62.94,62.28,108.65,NA
2022-2023,May,32,WEST BENGAL,3201,NADIA,0,149.169974514163,15,497,0,6933,0,44151,1220678,244555,189429,28337,19611,230.00662,2050.8916815,79030,90771,384961,817057,5,762424,2101195,51084,1820.8850615,561840,77,51.95,62.58,100.08,NA
2022-2023,May,32,WEST BENGAL,3208,COOCHBEHAR,0,164.235669790351,17,232,0,798,16,75925,592036,330393,590679,4285,7784,183.4785,1155.81279,34079,39854,576789,1112467,0,660194,1535152,76723,972.33429,392363,40,45.61,51.13,100,NA
2022-2023,May,32,WEST BENGAL,3209,MALDAH,0,238.143730895883,18,1889,0,2057,3,101094,846349,68713,186259,18535,59409,164.87989,2180.406975,46987,56223,518063,875427,0,729750,1879272,103151,2015.527085,484242,78,38.55,30.96,102.13,NA
2022-2023,May,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,339.347600724415,21,73,0,1163,16,98971,172277,38432,149656,2565,16376,94.45229,679.0701561,8100,11519,280412,557874,0,523042,1347081,100134,584.6178661,91451,86,28.17,29.83,100.14,NA
2022-2023,May,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,186.388256859674,13,379,0,5762,13,77345,688298,227760,595954,58761,119447,280.55257,1563.4592142,50454,59743,798216,1634956,3,912445,2262580,83107,1282.9066442,306019,64,38.35,39.84,101.11,NA
2022-2023,April,32,WEST BENGAL,3206,HOOGHLY,0,97.4669857029691,11,179,0,634,22,37824,525144,231737,557128,39920,107200,82.86278,594.7048074,44887,53705,739055,1387696,0,831520,1819516,38458,511.8420274,251989,18,27.87,48.5,102.6,NA
2022-2023,April,32,WEST BENGAL,3207,JALPAIGURI,0,70.4597553687807,13,82,0,199,21,32354,389893,160662,282170,51654,95714,0.61441,275.332064,28089,31000,356556,703075,0,408746,1091180,32553,274.717654,221240,18,21.93,25.05,103.93,NA
2022-2023,April,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,296.209572422779,20,65,0,771,26,99108,125872,29405,149656,1968,16376,0,372.844913,6281,8793,280409,557868,0,522161,1345326,99879,372.844913,66117,85,29.75,31.79,100.17,NA
2022-2023,April,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,337.217362403616,7,0,0,607,39,10332,7522,548,15198,2449,66479,35.71628,61.08177,961,1076,122611,201750,0,128910,310564,10939,25.36549,3578,15,46.39,59.79,100.51,NA
2022-2023,Jan,32,WEST BENGAL,3212,MURSHIDABAD,0,217.698183167631,30,104,0,56284,7,111561,2837521,232376,152222,36673,19784,1155.94537,7333.177034,91948,103710,622338,1130095,29,1240400,2959909,167845,6177.231664,906102,90,74.59,21.81,101.36,NA
2022-2023,Jan,32,WEST BENGAL,3222,JHARGRAM,0,236.857018464587,17,118,0,7295,0,23926,535999,85291,86246,145014,118715,465.47737,1735.0286204,29943,37644,184833,393623,10,237955,635007,31221,1269.5512504,240931,56,39.71,60.64,103.88,NA
2022-2023,Jan,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,216.286362997227,23,568,0,47877,0,36689,1981365,552003,595955,141010,119450,1509.93565,5795.3579462,86114,103746,798226,1634967,31,916834,2184048,84566,4285.4222962,839511,65,58.38,21.92,101.03,NA
2022-2023,July,32,WEST BENGAL,3201,NADIA,0,189.067753884347,18,520,0,16158,0,34972,1585466,283491,189430,35836,19613,318.11336,3315.7183148,85342,98680,384977,817080,15,763506,2102901,51130,2997.6049548,717391,77,60.32,48.8,100.06,NA
2022-2023,July,32,WEST BENGAL,3205,HOWRAH,0,220.932516733643,19,191,0,6344,0,26415,1289767,183111,73555,4667,993,137.99677,2987.5114631,65071,72372,232722,366188,121,405697,728723,32759,2849.5146931,668356,49,46.92,49.99,101.07,NA
2022-2023,July,32,WEST BENGAL,3207,JALPAIGURI,0,235.265989722178,14,217,0,1249,0,32026,1209011,440525,282170,175111,95716,145.80827,2990.199965,81068,90364,356564,703087,12,408925,1091029,33275,2844.391695,700442,18,48.72,55.67,101.75,NA
2022-2023,July,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,208.814749528332,26,631,0,27723,0,107403,1979146,147995,173861,3568,5745,394.75233,4527.5010927,73436,97290,613284,1371882,41,917662,2483506,135126,4132.7487627,902464,75,62.2,33.88,100.11,NA
2022-2023,Feb,32,WEST BENGAL,3205,HOWRAH,0,225.171291239421,20,197,0,14488,0,18389,1366896,191272,73555,5197,993,472.69239,3550.5497631,66618,74208,232722,366188,126,409675,588900,32877,3077.8573731,712716,49,46.61,46.61,101.05,NA
2022-2023,Feb,32,WEST BENGAL,3214,PURULIA,0,225.402187333476,30,695,0,55313,0,27977,2004212,183546,167253,304562,179737,802.42011,5319.9577968,65296,86114,356163,819617,52,541120,1364569,83290,4517.5376868,840547,87,78.28,20.57,100.51,NA
2022-2023,Feb,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,237.73180642519,17,88,0,2189,0,14441,559143,158756,96953,78281,57170,378.9408,1708.2015544,31437,39210,178283,353893,12,277898,521943,16630,1329.2607544,277429,44,39.62,51.46,100.08,NA
2022-2023,March,32,WEST BENGAL,3201,NADIA,0,194.835278104802,18,524,0,27208,0,24035,1622374,286960,189431,36449,19613,1183.41114,4344.3680348,85791,99394,384994,817098,15,765300,1487245,51243,3160.9568948,733882,77,57.9,43.76,100.12,NA
2022-2023,March,32,WEST BENGAL,3209,MALDAH,0,230.408740182475,28,2715,0,30357,0,73611,2079190,173018,186263,52816,59413,823.70316,5614.338645,74043,84831,518075,875444,24,731197,1186910,103968,4790.635485,1363864,78,38.27,14.97,105.56,NA
2022-2023,March,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,216.320151766564,28,646,0,53612,0,81723,2154493,155392,173861,4457,5745,1528.14731,6188.7498374,76546,102057,613300,1371904,51,918316,1960839,135335,4660.6025274,974997,75,55.63,30.94,100.1,NA
2022-2023,March,32,WEST BENGAL,3213,BANKURA,0,215.644525133141,24,499,0,28273,1,30660,1369228,416640,525208,119237,150909,1252.31962,4204.98483859,55660,77633,527197,1260698,29,751295,1866786,58933,2952.66521859,687205,74,77.28,42.2,100.12,NA
2022-2023,March,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,212.417496239575,23,223,0,23196,5,85397,2028361,665524,264102,115574,44161,1203.93021,5512.5238609,87871,103266,469460,871673,83,880610,1536377,108593,4308.5936509,1087811,77,62.5,62.02,108.65,NA
2022-2023,March,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,238.327218602461,27,854,0,68268,6,199074,4362627,900564,337971,49754,12708,1729.07009,12126.3976771,158114,204610,1022769,1812500,145,1416759,2383488,267342,10397.3275871,1819118,75,47.99,36.59,100.09,NA
2022-2023,Dec,32,WEST BENGAL,3221,KALIMPONG,0,222.347110310341,49,40,0,19,1,4520,578332,39990,5678,159366,29191,74.60931,1360.5138,11781,14713,55538,89203,528,56495,117119,4539,1285.90449,317142,24,88.61,94,100.09,NA
2022-2023,June,32,WEST BENGAL,3207,JALPAIGURI,0,216.02482908442,14,210,0,1080,0,32076,1152177,427722,282170,162477,95716,145.80827,2634.796665,78533,87383,356564,703087,9,408913,1091201,33156,2488.988395,669543,18,50.13,58.74,101.84,NA
2022-2023,June,32,WEST BENGAL,3209,MALDAH,0,235.287281286558,18,2197,0,3801,1,99462,1027486,86594,186259,22392,59409,223.954,2641.497875,55224,64863,518063,875427,14,730017,1879861,103263,2417.543875,605871,78,35.17,26.17,102.09,NA
2022-2023,June,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,205.648403996392,20,911,0,8233,0,119930,4206394,754135,328804,329521,171901,395.67206,9046.0541868,205857,263715,707964,1489489,142,884699,2239429,128163,8650.3821268,2088781,62,56.59,55.35,104.68,NA
2022-2023,June,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,166.95509469049,17,512,0,13115,5,71269,1376643,403806,595954,103768,119447,419.7767,2718.1523242,79322,94198,798217,1634957,10,912691,2262702,84384,2298.3756242,595571,65,49.62,32.58,100.95,NA
2022-2023,Nov,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,233.716852774437,15,21,0,435,0,2450,116420,61256,63584,30349,38076,118.36726,390.46042,7279,7633,70930,139436,0,116463,262992,2885,272.09316,86952,59,65.39,66.6,100,NA
2022-2023,Nov,32,WEST BENGAL,3208,COOCHBEHAR,0,237.311688985991,19,255,0,2272,9,74451,731877,406086,590679,5235,7784,655.56517,2392.39484,38363,44814,576789,1112467,1,660603,1524499,76723,1736.82967,488423,40,41.82,48.85,101.13,NA
2022-2023,Nov,32,WEST BENGAL,3214,PURULIA,0,223.062935271805,29,676,0,46059,0,37213,1877080,175682,167253,283748,179737,668.86207,4855.9318154,63368,83792,356162,819615,48,540016,1728602,83272,4187.0697454,796842,87,77.07,21.89,100.22,NA
2022-2023,Aug,32,WEST BENGAL,3203,BIRBHUM,0,209.647193883555,25,771,0,42841,0,41918,2787044,694355,426830,153417,84252,494.9506,6337.9101383,108095,151487,569197,1181766,82,672807,1815782,84759,5842.9595383,1329730,70,80.38,38.77,100.06,NA
2022-2023,Aug,32,WEST BENGAL,3208,COOCHBEHAR,0,237.296825832756,19,255,0,1485,9,75238,731877,406086,590679,5235,7784,338.01345,2074.73434,38363,44814,576789,1112467,1,660238,1533339,76723,1736.72089,488423,40,42.34,48.81,101.13,NA
2022-2023,Aug,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,224.927723502029,21,934,0,18711,0,109629,4421414,775087,328804,340150,171901,637.41408,10582.3999368,209651,270176,707965,1489490,175,886454,2241712,128340,9944.9858568,2177365,62,53.68,49.4,104.69,NA
2022-2023,Aug,32,WEST BENGAL,3213,BANKURA,0,205.675272288019,22,467,0,14493,1,44401,1230807,386279,525208,107890,150909,439.51656,2970.98220859,54570,75864,527197,1260698,25,744655,1884795,58894,2531.46564859,617733,74,77.05,47.02,100.11,NA
2022-2023,Aug,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,238.604970846008,26,800,0,31352,11,235378,3874598,858690,337971,49007,12708,741.2976,9986.2810283,147371,189906,1022753,1812470,103,1411826,3292578,266730,9244.9834283,1618264,75,45.74,40.67,100.07,NA
2022-2023,Sep,32,WEST BENGAL,3201,NADIA,0,194.275704317356,18,524,0,23635,0,27500,1615827,286378,189431,36248,19613,639.06967,3778.2289548,85648,99233,384994,817098,15,763575,2102763,51135,3139.1592848,730667,77,60.39,46.52,100.06,NA
2022-2023,Sep,32,WEST BENGAL,3209,MALDAH,0,217.891961227096,25,2668,0,18277,0,85666,1824470,162094,186263,48458,59413,443.87177,4419.245235,71521,82051,518075,875444,20,730354,1880548,103943,3975.373465,1183688,78,36.21,16.3,104.61,NA
2022-2023,Sep,32,WEST BENGAL,3213,BANKURA,0,209.500664051024,23,490,0,20386,1,38521,1309175,403088,525208,115049,150909,642.04531,3384.77562859,55383,77144,527197,1260698,27,744890,1885156,58907,2742.73031859,654772,74,77.83,44.21,100.12,NA
2022-2023,Sep,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,342.878745871191,22,84,0,12458,11,87916,204054,46274,149656,2656,16376,267.01034,966.6681361,9187,13129,280412,557874,0,524163,1349543,100374,699.6577961,108204,85,27.55,32.16,100.31,NA
