fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Sep,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,248.910595616826,18,8,0,772,3,10425,113160,10451,15198,35047,66479,282.95181,564.61904,6044,6526,122611,201750,25,128938,309587,11197,281.66723,60255,17,43.76,58.23,110.37,NA
2022-2023,Sep,32,WEST BENGAL,3221,KALIMPONG,0,222.240626610362,49,40,0,19,1,4519,578286,39986,5678,159343,29191,52.84569,1338.03212,11781,14713,55538,89203,528,56495,142101,4538,1285.18643,317142,24,88.61,94.01,100.09,NA
2022-2023,Oct,32,WEST BENGAL,3206,HOOGHLY,0,205.963125999291,16,387,0,4696,3,34323,1452905,608673,557137,94787,107203,832.2311,3824.6796558,87838,106017,739112,1387768,37,832952,1816478,39019,2992.4485558,702829,19,38.45,48.26,102.03,NA
2022-2023,Oct,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,215.312240382903,27,644,0,50486,0,84771,2133180,152966,173861,4052,5745,915.41046,5508.4081094,76352,101770,613300,1371904,48,918067,2483924,135257,4592.9976494,965535,75,62.21,33.03,100.1,NA
2022-2023,Oct,32,WEST BENGAL,3213,BANKURA,0,212.276956409832,24,495,0,22015,1,36893,1333787,408549,525208,117058,150909,755.86333,3587.18577859,55434,77248,527197,1260698,28,744930,1885209,58908,2831.32244859,668132,74,77.97,43.18,100.12,NA
2022-2023,Oct,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,237.928398410152,26,827,0,45425,9,221521,4115111,877120,337971,49208,12708,1057.33964,10848.3573351,153137,197573,1022769,1812500,117,1412078,3292767,266946,9791.0176951,1710596,75,47.56,38.81,100.07,NA
2022-2023,Oct,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,341.089716117883,22,84,0,12754,11,87716,206001,46322,149656,2656,16376,302.4306,1005.0788261,9297,13247,280412,557874,0,524174,1349583,100470,702.6482261,109156,85,27.63,32.56,100.31,NA
2022-2023,Oct,32,WEST BENGAL,3220,ALIPURDUAR,0,231.836655845199,19,372,0.7426,1555,0,65156,2675546,594608,161176,656152,121713,276.89517,6480.534142,139851,170991,296607,589902,68,326600,830832,66711,6202.896372,1409243,58,82.61,80.45,100.53,NA
2022-2023,Oct,32,WEST BENGAL,3221,KALIMPONG,0,222.337084926997,49,40,0,19,1,4520,578332,39990,5678,159366,29191,60.31595,1346.16246,11781,14713,55538,89203,528,56495,141893,4539,1285.84651,317142,24,88.61,94,100.09,NA
2022-2023,March,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,233.716852774437,15,21,0,530,0,2355,116420,61256,63584,30349,38076,172.41127,444.50443,7279,7633,70930,139436,0,116501,217127,2885,272.09316,86952,59,61.47,63.55,100,NA
2022-2023,March,32,WEST BENGAL,3208,COOCHBEHAR,0,237.311688985991,19,255,0,2480,9,74243,731877,406086,590679,5235,7784,949.95747,2686.78714,38363,44814,576789,1112467,1,661051,1255068,76723,1736.82967,488423,40,40.88,47.37,101.13,NA
2022-2023,March,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,226.914871436555,21,957,0,39655,0,88985,4639927,796580,328804,359606,171901,1505.59437,12034.2787568,213672,276849,707971,1489497,226,892013,1782572,128640,10528.6843868,2260874,62,52.49,45.76,104.64,NA
2022-2023,March,32,WEST BENGAL,3214,PURULIA,0,226.829842982261,30,697,0,57024,0,26267,2016269,184605,167253,306542,179737,961.80284,5535.3026468,65493,86350,356165,819619,52,541369,1183859,83291,4573.4998068,844745,87,77.92,20.33,100.51,NA
2022-2023,March,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,237.73180642519,17,88,0,2457,0,14173,559143,158756,96953,78281,57170,450.21353,1779.4742844,31437,39210,178283,353893,12,277898,521930,16630,1329.2607544,277429,44,39.09,51.54,100.08,NA
2022-2023,March,32,WEST BENGAL,3220,ALIPURDUAR,0,231.869633478501,19,372,0.7426,2156,0,64583,2675532,594608,161176,656152,121713,472.17154,6676.660382,139851,170991,296607,589902,68,326705,638780,66739,6203.746242,1409243,58,79.26,77.98,100.53,NA
2022-2023,March,32,WEST BENGAL,3222,JHARGRAM,0,236.857018464587,17,118,0,7426,0,23795,535999,85291,86246,145014,118715,560.41841,1829.9696604,29943,37644,184833,393623,10,237966,486942,31221,1269.5512504,240931,56,38.27,58.69,103.88,NA
2022-2023,March,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,216.892181858665,23,569,0,48940,0,35634,1985124,552967,595955,141303,119450,1815.93268,6121.5114362,86132,103776,798226,1634967,31,917030,1846804,84574,4305.5787562,841160,65,58.15,21.9,101.03,NA
2022-2023,Feb,32,WEST BENGAL,3201,NADIA,0,194.636342628509,18,524,0,27108,0,24120,1621558,286910,189431,36427,19613,1076.14919,4232.2903748,85787,99389,384994,817098,15,765282,1488593,51228,3156.1411848,733385,77,58.21,44.17,100.12,NA
2022-2023,Feb,32,WEST BENGAL,3207,JALPAIGURI,0,238.320140849494,14,217,0,1524,0,31784,1209944,440823,282170,175150,95716,474.9014,3358.441645,81115,90426,356564,703087,12,412120,859208,33308,2883.540245,700864,18,43.62,49.64,101.75,NA
2022-2023,Feb,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,226.752612178508,21,957,0,38479,0,90133,4632505,796085,328804,359274,171901,1396.24574,11900.5718368,213541,276596,707971,1489497,219,892007,1833910,128612,10504.3260968,2258329,62,52.82,46.16,104.65,NA
2022-2023,Feb,32,WEST BENGAL,3213,BANKURA,0,215.434699299293,24,499,0,27985,1,30948,1367476,415960,525208,119091,150909,1160.99452,4107.01232859,55659,77624,527197,1260698,29,751266,1879018,58933,2946.01780859,686259,74,77.4,42.19,100.12,NA
2022-2023,Feb,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,338.667728604031,21,88,0,16260,11,84501,213393,47597,149656,2807,16376,486.69164,1209.3848661,9856,13859,280412,557874,9,525363,1096684,100761,722.6932261,112157,86,27.34,33.48,100.94,NA
2022-2023,Feb,32,WEST BENGAL,3220,ALIPURDUAR,0,231.837133504713,19,372,0.7426,1994,0,64745,2675546,594608,161176,656152,121713,425.92424,6629.575992,139851,170991,296607,589902,68,326705,639090,66739,6202.909152,1409243,58,80.89,79.58,100.53,NA
2022-2023,Jan,32,WEST BENGAL,3201,NADIA,0,194.686603689742,18,524,0,27057,0,24156,1620276,286719,189431,36409,19613,994.64335,4149.1036648,85752,99343,384994,817098,15,765271,1742884,51213,3154.4603148,732768,77,58.17,44.22,100.09,NA
2022-2023,Jan,32,WEST BENGAL,3205,HOWRAH,0,225.174317235939,20,197,0,14440,0,18437,1366453,191272,73555,5197,993,472.69239,3549.5936031,66607,74197,232722,366188,125,409665,718773,32877,3076.9012131,712518,49,46.75,46.77,101.04,NA
2022-2023,Jan,32,WEST BENGAL,3206,HOOGHLY,0,206.12779349122,16,387,0,5448,3,33589,1458553,611460,557137,95333,107203,1172.0848,4178.5679158,87895,106116,739112,1387768,38,840734,1626722,39037,3006.4831158,705538,19,37.2,48.33,102.06,NA
2022-2023,Jan,32,WEST BENGAL,3208,COOCHBEHAR,0,237.311688985991,19,255,0,2303,9,74420,731877,406086,590679,5235,7784,797.08303,2533.9127,38363,44814,576789,1112467,1,661016,1434400,76723,1736.82967,488423,40,41.15,48.07,101.13,NA
2022-2023,Jan,32,WEST BENGAL,3209,MALDAH,0,230.260177973059,28,2711,0,28309,0,75655,2071999,173009,186263,52816,59413,691.00304,5461.991625,73952,84660,518075,875444,24,730965,1354961,103964,4770.988585,1359568,78,38.55,15.11,105.55,NA
2022-2023,Jan,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,226.456320580685,21,956,0,38162,0,90445,4618544,795112,328804,358350,171901,1263.95593,11722.9407368,213386,276355,707971,1489497,213,891971,1954623,128607,10458.9848068,2254196,62,52.82,46.35,104.66,NA
2022-2023,Jan,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,216.205546930755,28,646,0,52513,0,82812,2148069,154685,173861,4321,5745,1175.80525,5820.0495799,76496,101977,613300,1371904,49,918287,2021162,135325,4644.2443299,972208,75,59.15,32.45,100.1,NA
2022-2023,Jan,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,339.653881274022,21,88,0,16184,11,84518,212304,47113,149656,2789,16376,421.68138,1142.7801561,9749,13748,280412,557874,9,525358,1282172,100702,721.0987761,111848,86,27.23,33.35,100.86,NA
2022-2023,Jan,32,WEST BENGAL,3220,ALIPURDUAR,0,231.836655845199,19,372,0.7426,1963,0,64776,2675546,594608,161176,656152,121713,390.94794,6594.586912,139851,170991,296607,589902,68,326691,666513,66739,6202.896372,1409243,58,81.09,79.34,100.53,NA
2022-2023,May,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,107.44660061114,12,83,0,157,7,4652,132212,64988,104855,30565,26652,84.33296,226.3902596,10289,12380,93103,202159,0,141215,377996,4809,142.0572996,75688,59,41.7,50.21,100.45,NA
2022-2023,May,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,180.415592641252,22,408,0,12528,1,122149,1097578,93536,173861,2155,5743,281.07329,2261.2751434,49151,63921,613259,1371844,6,916526,2481965,134677,1980.2018534,507608,75,53.38,36.43,100,NA
2022-2023,May,32,WEST BENGAL,3214,PURULIA,0,201.762837254782,21,409,0,8064,0,74881,800767,93878,167248,142487,179729,174.63072,1790.280939,38006,50847,356146,819589,10,531591,1715328,82945,1615.650219,349429,87,72,38.59,100.21,NA
2022-2023,May,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,164.109757938705,10,6,0,609,18,10355,39742,3665,15198,11242,66479,118.94909,184.16959,3748,4040,122611,201750,0,128929,310556,10964,65.2205,21469,16,45.46,59.89,100.95,NA
2022-2023,July,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,233.716852774437,15,21,0,145,0,2740,116420,61256,63584,30349,38076,43.34652,315.43968,7279,7633,70930,139436,0,116404,263430,2885,272.09316,86952,59,65.91,67.29,100,NA
2022-2023,July,32,WEST BENGAL,3206,HOOGHLY,0,203.13757860409,16,387,0,2277,3,36671,1425880,596200,557137,92010,107203,359.9132,3256.4113058,87430,105445,739112,1387768,33,832649,1818293,38948,2896.4981058,691548,19,40.4,50.89,102.01,NA
2022-2023,July,32,WEST BENGAL,3213,BANKURA,0,205.122795187592,21,429,0,10815,1,48069,1155804,369549,525208,100579,150909,325.83054,2696.64801169,53108,73827,527197,1260698,23,744219,1884190,58884,2370.81747169,583916,74,76.66,48.7,100.11,NA
2022-2023,July,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,200.263128889987,20,541,0,23122,0,61325,1683971,480242,595955,121878,119447,419.7767,3792.1497142,83364,99564,798219,1634959,15,913043,2262822,84447,3372.3730142,725418,65,55.87,26.52,100.98,NA
2022-2023,April,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,99.0844150110375,11,37,0,108,34,4665,33975,16217,104841,7431,26651,26.51922,60.18315,2951,3494,93080,202121,0,141120,377798,4773,33.66393,18931,59,25.12,28.57,100,NA
2022-2023,April,32,WEST BENGAL,3205,HOWRAH,0,128.416817540608,13,126,0,1024,16,31152,487714,79235,73511,1690,993,2.1298,628.4365975,36813,40521,232492,365926,1,402773,723751,32176,626.3067975,246194,48,35.54,41.52,101.61,NA
2022-2023,April,32,WEST BENGAL,3208,COOCHBEHAR,0,178.982617231278,16,79,0,577,29,76143,258762,134764,590679,1623,7784,51.21005,514.34905,15692,18984,576789,1112467,0,660045,1534869,76720,463.139,164581,40,47.03,53.81,100,NA
2022-2023,April,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,124.597063885756,14,50,0,434,0,16096,256223,79605,96949,39115,57167,0.22858,319.474915,18227,22207,178270,353870,0,277145,602227,16530,319.246335,126259,44,31.43,38.74,100.11,NA
2022-2023,Aug,32,WEST BENGAL,3209,MALDAH,0,222.793123661658,22,2451,0,12739,1,91190,1519137,138634,186260,41552,59412,276.65778,3661.190555,66710,76988,518071,875439,19,730221,1880318,103929,3384.532775,960112,78,35.55,19.02,103.05,NA
2022-2023,Aug,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,212.23158722837,27,642,0,35930,0,99245,2050858,150602,173861,3623,5745,531.67248,4884.2409652,74938,99598,613298,1371900,47,917859,2483730,135175,4352.5684852,932248,75,62.75,33.08,100.1,NA
2022-2023,Aug,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,210.95286346464,23,223,0,15174,5,93411,2028361,665524,264102,115574,44161,430.45025,4709.3358609,87871,103266,469460,871673,83,867515,1994250,108585,4278.8856109,1087811,77,63.88,62.83,108.65,NA
2022-2023,Dec,32,WEST BENGAL,3201,NADIA,0,194.603605179364,18,524,0,26763,0,24415,1619581,286694,189431,36409,19613,911.53933,4063.3023448,85719,99310,384994,817098,15,765266,2018264,51178,3151.7630148,732368,77,58.14,44.21,100.07,NA
2022-2023,Dec,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,237.392413830187,27,835,0,53613,9,213468,4212322,888033,337971,49586,12708,1333.5306,11333.2634741,154535,199634,1022769,1812500,128,1416677,3194792,267081,9999.7328741,1745531,75,48.04,38.38,100.07,NA
2022-2023,Dec,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,336.753475651602,22,86,0,14354,11,86153,211287,46849,149656,2772,16376,386.16112,1097.6774361,9486,13474,280412,557874,9,525354,1356024,100507,711.5163161,111476,85,24.51,30.22,100.8,NA
2022-2023,Sep,32,WEST BENGAL,3203,BIRBHUM,0,213.426864312629,26,777,0,47371,0,37414,2873134,708706,426830,155931,84252,616.30301,6748.3428137,108740,152691,569197,1181766,90,672815,1815769,84785,6132.0398037,1364710,70,80.64,37.36,100.06,NA
2022-2023,Sep,32,WEST BENGAL,3205,HOWRAH,0,224.587680161764,20,196,0,13713,0,19126,1352590,190082,73555,5197,993,301.45457,3339.2050731,66490,74046,232722,366188,124,407723,731637,32839,3037.7505031,704306,49,46.47,47.12,101.04,NA
2022-2023,Sep,32,WEST BENGAL,3212,MURSHIDABAD,0,212.020092090558,28,104,0,46406,7,121288,2625242,220004,152222,33971,19784,737.38917,6303.429676,90948,102582,622337,1130093,18,1194297,2998958,167694,5566.040506,846092,90,74.59,24.03,101.38,NA
2022-2023,Sep,32,WEST BENGAL,3225,PURBA BARDHAMAN,0,214.983776396152,22,560,0,40721,0,43787,1894547,529508,595955,135874,119450,927.86104,5000.8297262,85513,102722,798226,1634967,23,913292,2261098,84508,4072.9686862,805015,65,59.33,23.32,100.96,NA
2022-2023,June,32,WEST BENGAL,3203,BIRBHUM,0,173.888265358111,20,655,0,18973,0,65410,1986312,537191,426817,119149,84251,307.95072,3761.9142014,94712,130844,569184,1181741,22,672658,1815653,84383,3453.9634814,988565,70,72.92,50.06,100.09,NA
2022-2023,June,32,WEST BENGAL,3205,HOWRAH,0,208.488364973059,19,185,0,4725,0,28022,1223778,175083,73555,4428,993,137.56667,2689.0014131,62836,69642,232703,366167,111,405187,727573,32747,2551.4347431,630550,49,46.99,52.58,101.1,NA
2022-2023,June,32,WEST BENGAL,3213,BANKURA,0,188.301955441846,19,413,0,6400,1,52328,1019948,344483,525208,94222,150909,325.83054,2246.41256849,51490,71163,527197,1260698,20,741960,1881811,58728,1920.58202849,518476,74,74.78,55.6,100.09,NA
2022-2023,June,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,221.382561208913,25,765,0,14554,17,251965,3616140,836304,337971,48676,12708,454.76947,8460.2728189,141230,181958,1022692,1812350,74,1410956,3291349,266519,8005.5033489,1519664,75,45.22,41.83,100.08,NA
2022-2023,June,32,WEST BENGAL,3218,DINAJPUR UTTAR,0,334.227428040712,21,82,0,1370,13,98819,196500,45304,149656,2611,16376,95.00571,751.7626061,9003,12883,280412,557874,0,523349,1347887,100189,656.7568961,104071,85,25.02,27.68,100.12,NA
2022-2023,June,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),0,192.413946587537,14,7,0,609,7,10556,85598,7786,15198,25439,66479,150.96489,315.66738,5763,6204,122611,201750,0,128936,310534,11165,164.70249,45880,17,44.18,59.6,113.32,NA
2022-2023,June,32,WEST BENGAL,3220,ALIPURDUAR,0,227.756082664616,19,371,0.1,740,0,65755,2658695,590732,161176,652012,121713,108.80131,6164.240892,139514,170491,296607,589902,65,326546,842076,66495,6055.339582,1401323,58,84.19,81.94,100.5,NA
2022-2023,Nov,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,186.532878514671,17,129,0,2168,0,2709,246787,112600,104856,46944,26656,311.01995,771.3588449,14075,17115,93109,202165,6,141874,379068,4877,460.3388949,131142,58,47.03,42.19,100.22,NA
2022-2023,Nov,32,WEST BENGAL,3205,HOWRAH,0,224.586909927872,20,197,0,14190,0,18666,1362719,190969,73555,5197,993,397.19333,3457.6818231,66576,74156,232722,366188,124,409441,734185,32856,3060.4884931,710742,49,46.63,46.88,101.04,NA
2022-2023,Oct,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,233.716852774437,15,21,0,434,0,2451,116420,61256,63584,30349,38076,102.1885,374.28166,7279,7633,70930,139436,0,116460,263015,2885,272.09316,86952,59,65.38,66.6,100,NA
2022-2023,Oct,32,WEST BENGAL,3214,PURULIA,0,221.09762363204,28,663,0,41547,0,41713,1798846,170491,167253,276251,179737,579.20224,4556.4079988,62269,82279,356162,819615,40,533079,1717010,83260,3977.2057588,764665,87,76.47,22.78,100.23,NA
2022-2023,March,32,WEST BENGAL,3207,JALPAIGURI,0,238.320140849494,14,217,0,1524,0,31784,1209944,440823,282170,175150,95716,568.48469,3452.024935,81115,90426,356564,703087,12,412120,794924,33308,2883.540245,700864,18,43.1,49.04,101.75,NA
2022-2023,March,32,WEST BENGAL,3221,KALIMPONG,0,222.347879238497,49,40,0,19,1,4520,578330,39990,5678,159366,29191,97.0846,1382.98909,11781,14713,55538,89203,528,56495,92317,4539,1285.90449,317142,24,89.61,94.47,100.09,NA
2022-2023,Feb,32,WEST BENGAL,3206,HOOGHLY,0,206.059998150416,16,387,0,5654,3,33387,1459788,611799,557137,95582,107203,1294.46313,4302.5022558,87910,106137,739112,1387768,39,840772,1533611,39041,3008.0391258,706225,19,37.01,48.14,102.08,NA
2022-2023,Feb,32,WEST BENGAL,3208,COOCHBEHAR,0,237.311688985991,19,255,0,2303,9,74420,731877,406086,590679,5235,7784,863.97696,2600.80663,38363,44814,576789,1112467,1,661051,1256300,76723,1736.82967,488423,40,41.11,47.96,101.13,NA
2022-2023,Feb,32,WEST BENGAL,3209,MALDAH,0,230.183866948933,28,2714,0,29450,0,74518,2076526,173018,186263,52816,59413,763.94556,5543.773405,74039,84827,518075,875444,24,731116,1237691,103968,4779.827845,1362368,78,38.27,14.97,105.56,NA
2022-2023,Feb,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,212.282158397839,23,223,0,23029,5,85564,2028361,665524,264102,115574,44161,1093.13189,5398.9804009,87871,103266,469460,871673,83,880607,1641666,108593,4305.8485109,1087811,77,62.66,62.03,108.65,NA
2022-2023,Feb,32,WEST BENGAL,3221,KALIMPONG,0,222.347110310341,49,40,0,19,1,4520,578332,39990,5678,159366,29191,87.83111,1373.7356,11781,14713,55538,89203,528,56495,92468,4539,1285.90449,317142,24,89.59,94.48,100.09,NA
2022-2023,Feb,32,WEST BENGAL,3222,JHARGRAM,0,236.857018464587,17,118,0,7365,0,23856,535999,85291,86246,145014,118715,507.38016,1776.9314104,29943,37644,184833,393623,10,237958,506110,31221,1269.5512504,240931,56,38.71,59.24,103.88,NA
2022-2023,June,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,157.183112126966,15,116,0,673,0,4170,213285,100631,104855,42358,26652,116.71183,451.9598307,13597,16549,93104,202160,3,141336,378212,4843,335.2480007,115457,58,51.88,54.3,100.26,NA
2022-2023,June,32,WEST BENGAL,3206,HOOGHLY,0,188.482360659475,15,380,0,1348,3,37536,1350953,565583,557137,87746,107203,359.9132,2906.2213058,85922,103579,739111,1387766,27,832483,1818424,38884,2546.3081058,655273,19,41.03,52.76,102.04,NA
2022-2023,June,32,WEST BENGAL,3211,PURBA MEDINIPUR,0,188.755825073169,24,593,0,20664,0,114333,1754505,133283,173861,3081,5743,394.75233,3706.4827187,70407,92840,613267,1371857,32,917353,2483015,134997,3311.7303887,808415,75,61.74,36.11,100.12,NA
2022-2023,June,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,188.877254488779,22,220,0,4739,5,103790,1945685,651164,264102,113924,44161,311.3013,3986.257709,86197,101263,469460,871673,49,866266,1992205,108529,3674.956409,1036160,77,62.9,66.1,108.95,NA
2022-2023,June,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,0,230.334804652399,17,87,0,581,0,16040,553091,157742,96953,77537,57170,120.39891,1394.3599844,31336,39063,178283,353893,6,277271,602528,16621,1273.9610744,274256,44,39.86,51.6,100.05,NA
2022-2023,June,32,WEST BENGAL,3221,KALIMPONG,0,182.499185957019,41,36,0,4,1,4503,472948,33083,5678,131193,29191,27.88291,891.00916,11278,14062,55538,89203,356,56494,142167,4507,863.12625,261478,24,87.07,93.79,100.02,NA
2022-2023,July,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,178.878204783073,16,129,0,1506,0,3349,233281,108227,104856,44922,26656,116.71183,534.0006949,13931,16939,93109,202165,4,141368,378261,4855,417.2888649,124835,58,52.85,48.82,100.24,NA
2022-2023,July,32,WEST BENGAL,3203,BIRBHUM,0,195.719103288483,24,739,0,30710,0,53916,2568418,656103,426827,143313,84252,308.18852,5335.0731983,105465,147207,569191,1181755,67,672731,1815763,84626,5026.8846783,1241422,70,78.76,41.97,100.07,NA
2022-2023,July,32,WEST BENGAL,3212,MURSHIDABAD,0,201.278128276604,26,98,0,24372,8,142629,2279418,200522,152222,28049,19784,360.70833,4948.678216,86500,97573,622335,1130091,13,1188512,2989808,167001,4587.969886,746668,90,72.6,26.77,101.42,NA
2022-2023,July,32,WEST BENGAL,3214,PURULIA,0,214.023514433091,25,587,0,19249,0,63871,1348152,139540,167252,218487,179735,245.66234,3131.0246303,53040,69939,356158,819610,27,532593,1716650,83120,2885.3622903,569828,87,73.15,30.03,100.19,NA
2022-2023,July,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,239.418813115823,26,783,0,26497,11,240199,3826279,854778,337971,49007,12708,454.86453,9615.6962983,146053,188403,1022694,1812353,102,1411340,3292192,266696,9160.8317683,1598995,75,46.3,40.51,100.07,NA
2022-2023,July,32,WEST BENGAL,3221,KALIMPONG,0,207.303128187093,48,39,0,6,1,4531,568700,39356,5678,156984,29191,28.08291,1207.0158,11747,14675,55538,89203,466,56495,142185,4537,1178.93289,313187,24,88.3,94.19,100.09,NA
2022-2023,May,32,WEST BENGAL,3203,BIRBHUM,0,171.223618124729,17,324,0,11819,1,71538,1079012,319898,426814,70662,84251,220.21388,2067.7372664,61205,83108,569176,1181726,6,672592,1816821,83357,1847.5233864,547409,70,64.09,52.6,100.17,NA
2022-2023,May,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,174.807017103785,18,681,0,5595,0,121893,2919763,544005,328803,229163,171901,283.56496,5387.5155668,159650,199126,707949,1489463,58,883766,2238303,127488,5103.9506068,1485310,62,53.58,54.65,104.89,NA
2022-2023,May,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,165.310298398584,20,193,0,2613,7,105412,1531207,542385,264102,103000,44161,219.97626,2751.2191208,73663,86702,469450,871661,11,864291,1989147,108025,2531.2428608,798055,77,57.41,65.09,108.54,NA
2022-2023,May,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,210.350346801744,24,456,0,9137,20,256920,2831762,717607,337971,46433,12708,332.559,6289.1801876,117007,147516,1022685,1812335,48,1409045,3288066,266057,5956.6211876,1191172,75,42.82,41.97,100.09,NA
2022-2023,Jan,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,0,186.530581729112,17,129,0,2224,0,2653,249446,113530,104856,47375,26656,373.68758,838.9806549,14094,17142,93109,202165,6,141900,368969,4877,465.2930749,132423,58,45.84,40.77,100.22,NA
2022-2023,Jan,32,WEST BENGAL,3203,BIRBHUM,0,214.881895860431,27,785,0,56123,0,28705,2961468,727031,426830,159800,84252,963.65884,7327.3174237,109547,154056,569197,1181766,97,678724,1672736,84828,6363.6585837,1398825,70,80.61,36.13,100.35,NA
2022-2023,Jan,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,233.716852774437,15,21,0,464,0,2421,116420,61256,63584,30349,38076,143.54219,415.63535,7279,7633,70930,139436,0,116495,256659,2885,272.09316,86952,59,63.9,66.07,100,NA
2022-2023,Jan,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,237.266341758254,27,849,0,58386,8,208815,4309081,896131,337971,49640,12708,1452.61499,11676.6138421,156917,202886,1022769,1812500,141,1416700,3032210,267201,10223.9988521,1791669,75,48.3,37.41,100.09,NA
2022-2023,Sep,32,WEST BENGAL,3207,JALPAIGURI,0,237.75029546822,14,217,0,1413,0,31881,1209944,440823,282170,175150,95716,301.22081,3177.866245,81115,90426,356564,703087,12,408929,1091029,33294,2876.645435,700864,18,46.06,52.01,101.75,NA
2022-2023,Sep,32,WEST BENGAL,3208,COOCHBEHAR,0,237.311688985991,19,255,0,2258,9,74465,731877,406086,590679,5235,7784,504.33731,2241.16698,38363,44814,576789,1112467,1,660243,1533347,76723,1736.82967,488423,40,41.82,48.85,101.13,NA
2022-2023,Sep,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,0,225.060808479932,21,954,0,29929,0,98600,4526074,784708,328804,349298,171901,800.53163,10986.9503668,211904,273723,707965,1489490,190,886571,2241910,128529,10186.4187368,2219047,62,53.42,48.01,104.69,NA
2022-2023,Sep,32,WEST BENGAL,3216,24 PARGANAS SOUTH,0,235.557417610669,26,825,0,41826,9,225107,4049250,872052,337971,49154,12708,937.51296,10475.8216926,152268,196280,1022768,1812499,114,1412009,3292845,266933,9538.3087326,1686866,75,46.79,39.45,100.08,NA
2022-2023,Sep,32,WEST BENGAL,3222,JHARGRAM,0,236.535979045112,17,118,0,3146,0,28064,530282,83997,86246,144434,118715,285.8053,1540.1130204,29811,37492,184833,393623,10,235471,666224,31210,1254.3077204,239053,56,40.5,61.08,103.86,NA
2022-2023,April,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,0,73.2715607410123,11,13,0,51,1,2812,46369,23133,63584,11746,38075,7.73537,41.71066,4052,4192,70929,139435,0,116166,263250,2863,33.97529,34794,59,65.26,83.69,100,NA
2022-2023,April,32,WEST BENGAL,3215,24 PARGANAS (NORTH),0,65.1784212718644,18,134,0,2133,47,105105,921875,346260,264092,81831,44160,63.81527,664.6788411,49980,59256,469420,871619,2,862736,1986314,107238,600.8635711,469506,77,38.93,52.31,108.25,NA
