fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,Dec,32,WEST BENGAL,3208,COOCHBEHAR,10529400,170.308401492221,31,2178,18871.895244743,30888,0,68298,8937817,4544663,666977,67437,9686,713.50056,34807.249065743,280270,351339,529126,1200805,1168,640525,1424398,99186,15221.853261,5772654,63,44.31,54.59,100.58,NA
2019-2020,Dec,32,WEST BENGAL,3222,JHARGRAM,5549312,168.259201025615,34,593,2924.668752705,18747,0,31147,3614221,774425,111778,1320911,162262,466.28777,9472.215900605,105375,151779,185707,505920,2208,246722,643289,49894,6081.2593779,1459787,79,62.66,55.27,107.12,NA
2019-2020,March,32,WEST BENGAL,3201,NADIA,11723000,160.551167415311,44,1437,3908.988747562,27606,0,47115,7357296,1695811,330533,229504,32669,1221.15036,16942.363725762,165571,228714,457585,1246520,7029,732724,1887273,74721,11812.2246182,3292821,81,62.99,50.72,104.23,NA
2019-2020,March,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1289131,186.626279749228,48,123,657.204073738,2940,0,1216,1385162,618278,71087,424924,41219,186.78302,3429.063402838,28762,35676,63632,151042,3344,99845,223182,4156,2585.0763091,871298,71,50.25,58.24,99.99,NA
2019-2020,March,32,WEST BENGAL,3214,PURULIA,12023000,176.327809392819,57,4058,1708.768555059,34976,0,79538,11729157,2513609,230476,2863158,252718,943.74097,23334.2751234035,203461,342871,323170,1026857,18229,527579,1560871,114514,20681.7655983445,5527308,85,79.59,54.7,102.73,NA
2019-2020,March,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),5467270,187.295980685057,63,274,4151.35902492301,4897,0,7470,5697247,414259,18198,1898074,80140,652.77106,15474.844725623,89662,113721,103046,240606,7355,131251,285406,12367,10670.7146407,2914225,22,14.54,46.61,102.7,NA
2019-2020,March,32,WEST BENGAL,3221,KALIMPONG,3568240,190.683101892363,87,410,3494.24221202599,3089,0,1615,3942690,261941,8263,1309340,40847,0,11012.285802026,45081,66554,48092,121328,14867,57218,137433,4704,7518.04359,2047904,26,14.57,25.99,103.64,NA
2019-2020,April,32,WEST BENGAL,3203,BIRBHUM,1201560,77.4055533099515,25,654,222.828339271,3792,30,108212,888155,337888,514506,85087,108908,100.0641,1010.373731271,34291,51159,559278,1381875,3,695059,1661054,112004,687.481292,386132,75,60.76,42.56,111.06,NA
2019-2020,April,32,WEST BENGAL,3207,JALPAIGURI,201188,93.220445850343,12,17,157.762783511,148,22,29012,140361,55861,353671,27521,134434,49.357,337.964933511,11076,12404,361617,895152,0,433516,1043253,29160,130.84515,69446,37,34.86,41.49,105.09,NA
2019-2020,April,32,WEST BENGAL,3209,MALDAH,877863,89.1381889442312,20,731,565.995777634,725,74,82035,183705,53100,238957,18827,77882,77.106,806.853087634,8954,11863,448462,1030407,2,700139,1499869,82760,163.75131,88304,75,51.68,63.86,165.03,NA
2019-2020,April,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),228000,0,0,0,54.9724126,21,10,5412,0,0,18121,0,79571,55.0294,129.3426726,0,0,101677,238904,0,125541,279166,5433,19.34086,0,10,32.11,67.18,0,NA
2019-2020,April,32,WEST BENGAL,3220,ALIPURDUAR,569500,208.441492069012,14,21,480.8440184,325,16,35698,126529,43464,186675,23777,155762,41.612,786.1949539,8995,10445,265493,694452,0,310008,790967,36023,263.7389355,66258,53,27.3,50.42,125.45,NA
2019-2020,July,32,WEST BENGAL,3206,HOOGHLY,5920298,185.344182711164,28,503,1694.027834736,11915,0,44530,2182472,1060535,594613,238919,122001,471.9421,6211.054826036,77341,100572,595594,1328648,84,741808,1592759,56445,4045.0848913,943501,65,38.5,21.08,104.79,NA
2019-2020,July,32,WEST BENGAL,3207,JALPAIGURI,1500774,205.133697402656,26,199,868.433428472,4674,0,28911,1962813,827501,353918,216993,134465,198.1512,5092.975508472,72768,92757,362054,895805,131,434532,1044811,33585,4026.39088,930951,43,53.32,56.99,104.89,NA
2019-2020,July,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,7350000,184.711381711855,33,941,564.847277545,11313,1,72970,4525314,1260761,374735,476281,220030,513.03263,9436.649923745,134966,208806,569997,1506630,1610,745766,1888229,84283,8358.7700162,2190754,73,63.06,60.37,132.4,NA
2019-2020,July,32,WEST BENGAL,3213,BANKURA,3619750,169.96037962204,37,679,464.085921883,6473,0,48292,2688964,1433006,578558,432760,172826,431.75723,5466.016574183,71295,116239,437341,1260268,1381,607487,1667849,54765,4570.1734223,1448773,83,75.05,41.82,100.75,NA
2019-2020,June,32,WEST BENGAL,3203,BIRBHUM,4205460,154.94415849166,32,1269,698.507610137,17412,2,103488,2925176,1085453,514273,244228,108898,304.9919,5535.888847737,91161,139154,559422,1381081,251,695733,1660941,120900,4532.3893376,1287206,76,68.55,44.38,107.32,NA
2019-2020,June,32,WEST BENGAL,3208,COOCHBEHAR,2557140,163.2368622298,19,979,2152.283488616,14692,1,77133,2448229,1158040,666449,24799,9673,241.6732,6390.368888416,123384,144187,528158,1199347,71,637199,1418682,91825,3996.4121998,1549623,63,38.66,52.51,100.92,NA
2019-2020,June,32,WEST BENGAL,3209,MALDAH,3105936,138.41028690283,27,8445,4348.460315486,5071,1,86997,2482269,552930,239619,222724,78099,230.7912,8014.967160086,89587,122111,452227,1036645,309,710825,1516343,92068,3435.7156446,1200900,77,75.3,77.2,117.03,NA
2019-2020,June,32,WEST BENGAL,3211,PURBA MEDINIPUR,3750000,155.88651734437,28,1523,3208.7125592,40127,0,210280,4601032,625045,242251,16687,8255,396.7065,10777.8076059,159005,226924,573087,1605551,2246,787773,2128257,250407,7172.3885467,2603813,71,54.58,57.31,113.57,NA
2019-2020,June,32,WEST BENGAL,3215,24 PARGANAS (NORTH),2504800,118.65952374887,27,407,535.2971001685,18168,1,85334,3589444,1149725,334985,191442,56631,331.4702,5125.9844558009,131770,153242,450646,1029479,241,727094,1598353,103502,4259.2171556324,2285259,66,61.09,51.52,128.46,NA
2019-2020,June,32,WEST BENGAL,3220,ALIPURDUAR,2278000,165.350838369002,21,168,1176.028279838,3772,1,35839,1949261,585006,186644,385861,155823,83.224,4482.371685338,89734,109979,266045,694448,41,311119,791863,39611,3223.1194055,990149,54,46.68,61.05,106.57,NA
2019-2020,June,32,WEST BENGAL,3222,JHARGRAM,1874774,166.452006399595,25,245,255.51535797,6071,0,33433,1265705,299082,111544,462797,161953,153.2649,2515.57162557,49224,67851,183520,503889,96,242097,638461,39504,2106.7913676,520818,78,84.26,56.38,112.91,NA
2019-2020,Aug,32,WEST BENGAL,3201,NADIA,3906374,231.984922173126,18,350,275.135904837,14430,1,23348,670334,145373,329774,15719,32532,520.8291,2351.038813037,35820,44406,452165,1241311,22,718913,1871247,37778,1555.0738082,305236,70,36.69,20.89,106.21,NA
2019-2020,Aug,32,WEST BENGAL,3205,HOWRAH,1800792,194.182160505681,26,262,659.686115137,11550,1,19905,1192531,250658,86012,5702,1209,272.3685,3247.737075637,45783,52357,197416,359109,301,274247,481275,31455,2315.6824605,582489,60,56.77,46.46,106.78,NA
2019-2020,Aug,32,WEST BENGAL,3207,JALPAIGURI,2081682,206.603771764136,28,209,895.242134952,5437,0,29006,2186510,917284,353976,247989,134476,247.5723,5660.226564952,77564,99639,362162,895997,193,434730,1045154,34443,4517.41213,1027029,43,49.83,50.95,104.67,NA
2019-2020,Aug,32,WEST BENGAL,3220,ALIPURDUAR,3872600,216.147464884524,24,200,1228.827756181,5986,1,35325,2539265,741348,186678,507061,155851,208.06,6925.444680381,101740,127561,266531,694763,177,311965,792791,41311,5488.5569242,1273889,55,42.27,54.61,106.63,NA
2019-2020,Sep,32,WEST BENGAL,3201,NADIA,4689200,217.656101700696,19,446,1927.300842959,20501,0,17993,879581,192640,329761,21556,32535,648.5766,4490.339158859,46070,56450,452209,1241324,39,719037,1871356,38494,1914.4617159,397417,71,38.16,23.49,105.02,NA
2019-2020,Sep,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,9900000,166.339194306789,32,1428,4865.325574944,22255,0,70873,6847805,1857108,374784,821334,220041,792.83396,17048.743199644,207591,320242,574477,1512079,4158,754717,1900591,93128,11390.5836647,3169149,72,53.73,56.75,132.51,NA
2019-2020,Sep,32,WEST BENGAL,3211,PURBA MEDINIPUR,5323000,191.171980449823,33,1809,14991.086676542,109282,0,145885,6224803,840720,244299,22775,8303,829.47313,27720.638980742,185156,271105,588020,1628303,4589,808224,2160168,255167,11900.0791742,3424067,71,46.23,48.18,110.79,NA
2019-2020,Sep,32,WEST BENGAL,3212,MURSHIDABAD,11696316,214.574953470885,50,287,5851.048911895,55582,1,122374,5146670,705135,235212,95887,31000,769.4212,17663.934869695,102065,135994,687303,1600971,1196,1245924,2677101,177956,11043.4647578,1996936,94,62.35,17.92,103.61,NA
2019-2020,Sep,32,WEST BENGAL,3215,24 PARGANAS (NORTH),5009600,171.709347707972,36,473,6380.64565537147,36113,1,80553,5611957,1877218,336844,359056,56859,679.77104,16696.6714537234,155148,183788,457771,1039781,1803,748748,1629429,116666,9636.2547583519,3663344,70,60.16,37.46,123.97,NA
2019-2020,Sep,32,WEST BENGAL,3220,ALIPURDUAR,4556000,216.152927324229,26,213,3053.68090136799,8737,1,33110,2786128,807373,186757,560576,155889,258.962,9334.94013236799,106959,135280,266747,695149,276,312489,793657,41847,6022.297231,1392860,55,40.84,53.45,107.71,NA
2019-2020,June,32,WEST BENGAL,3201,NADIA,2344600,145.807327629355,15,278,268.570732595,9111,11,27382,423564,85320,329769,9018,32530,312.7653,1198.923381795,27711,34111,452114,1241243,0,718624,1870844,36493,617.5873492,186349,70,28.9,20.91,109.08,NA
2019-2020,June,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,217530,163.173962857603,32,66,37.582875495,973,0,2538,459098,225824,71011,118161,41106,46.9482,833.659475495,14207,16235,63438,150709,20,98354,220580,3511,749.1284,293008,73,52.52,51.96,99.95,NA
2019-2020,June,32,WEST BENGAL,3205,HOWRAH,1000039,165.99303999291,21,223,606.440639917,6421,2,23703,846275,173225,85084,4023,1193,164.1385,2175.336739117,38788,43852,191873,352441,97,266130,471574,30124,1404.7575992,392833,59,57.78,52.9,108.46,NA
2019-2020,June,32,WEST BENGAL,3216,24 PARGANAS SOUTH,5866000,182.954968034876,34,570,1299.795054394,27104,20,174704,2606278,560560,346751,41416,15204,467.9194,6536.029536194,75155,109873,738974,1657266,805,1087895,2330076,201808,4768.3150818,1145607,79,53.88,42.86,132.04,NA
2019-2020,June,32,WEST BENGAL,3221,KALIMPONG,521594,274.80810914191,16,7,0,454,15,2151,7843,448,8132,1782,40345,0,21.5532,484,507,46821,119607,0,53701,133050,2605,21.5532,3752,30,100,0,162.15,NA
2019-2020,July,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,949434,165.835597331705,37,190,91.124637109,2585,0,9545,537122,315871,125409,88438,31524,153.37777,1135.241884209,14280,18940,90446,234602,13,134768,332140,12130,890.7394771,282566,79,71.47,17.73,100.07,NA
2019-2020,July,32,WEST BENGAL,3203,BIRBHUM,5206760,175.146693187377,33,1451,727.747832441,21413,1,101487,3332182,1261004,514204,278782,108838,405.23528,6969.189696426,99113,151490,559676,1381143,382,696298,1661470,122900,5836.206583985,1460730,76,69.02,42.18,107.71,NA
2019-2020,July,32,WEST BENGAL,3208,COOCHBEHAR,3008400,187.680978046143,20,1072,2229.818717616,16021,0,76334,2782609,1330735,666630,26531,9674,321.0424,7773.288904016,134076,157485,528358,1199723,71,637864,1419950,92355,5222.4277864,1762655,63,38.18,52.63,100.84,NA
2019-2020,July,32,WEST BENGAL,3212,MURSHIDABAD,8354520,208.121881255756,47,260,1400.680263513,15134,1,156438,4508648,620289,232494,83774,30223,487.809,11271.972300313,95677,127788,668792,1579961,966,1216523,2642194,171572,9383.4830368,1707476,94,66.44,20.87,103.16,NA
2019-2020,Aug,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,328876,189.325110029699,37,66,40.960425518,1522,0,2031,558940,270286,71030,142736,41130,78.4063,1177.580495518,14903,17103,63522,150846,95,98658,221093,3553,1058.21377,361541,73,50.04,48.54,99.96,NA
2019-2020,Aug,32,WEST BENGAL,3208,COOCHBEHAR,4061340,187.701114804493,21,1179,2229.818717616,17992,0,75363,3152185,1503503,666711,29374,9679,400.2421,8546.747203316,143305,170122,528470,1199921,86,638346,1420887,93355,5916.6863857,1984740,63,39.22,52.67,100.82,NA
2019-2020,Aug,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,8600000,186.490283785551,34,980,564.847282545,14174,1,71904,4900919,1365102,374742,526697,220130,641.56525,10346.150283745,142452,221131,573176,1510779,2138,751889,1896930,86078,9139.7377512,2354758,73,61.47,56.99,134.25,NA
2019-2020,Aug,32,WEST BENGAL,3215,24 PARGANAS (NORTH),4372976,165.55275392268,34,455,599.1288303365,27030,1,85332,5164693,1710203,336185,307510,56748,552.70584,9702.1261634884,150841,177860,454522,1035204,1294,738108,1614687,112362,8550.2914931519,3347930,69,60.13,40.05,124.46,NA
2019-2020,Aug,32,WEST BENGAL,3218,DINAJPUR UTTAR,3482143,197.332358714244,34,717,637.222302068,4838,1,50332,2370745,614477,184480,74057,25329,227.67093,5543.140259668,69724,104240,264179,646350,736,484433,1124232,55170,4678.2470276,1160067,72,72.28,70.62,117.5,NA
2019-2020,Aug,32,WEST BENGAL,3221,KALIMPONG,963094,441.000610396269,54,8,0,1067,0,1855,40957,3182,8143,10500,40400,0,180.62062,754,808,46968,119780,0,53831,133201,2922,180.62062,18230,37,100,0,110.86,NA
2019-2020,Sep,32,WEST BENGAL,3203,BIRBHUM,8010400,172.522292639231,31,2086,2738.228683282,37691,0,89528,4182018,1605478,517374,354234,109673,624.19052,10577.3325354673,130754,195443,569007,1391754,664,712783,1681187,127219,7214.9133321853,1822368,76,65.58,39.15,108.79,NA
2019-2020,Sep,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,387375,194.087380782212,38,67,169.637261653,1977,0,1591,584854,280238,71028,149261,41102,96.59252,1401.357591653,15005,17220,63508,150818,226,98649,221068,3568,1135.12781,379231,73,46.85,45.67,99.96,NA
2019-2020,Sep,32,WEST BENGAL,3207,JALPAIGURI,3122114,193.323310297441,27,265,3066.77206323301,7694,0,28759,2648765,1087256,354000,309538,134480,309.4274,8496.87964323301,96548,122832,362244,896139,269,434882,1045416,36453,5120.68018,1234228,44,46.09,48.76,105.28,NA
2019-2020,Sep,32,WEST BENGAL,3218,DINAJPUR UTTAR,3750000,203.964116168241,34,759,3978.08825761402,7044,1,51682,2538594,652451,184638,79659,25356,280.53233,9436.44140281402,73706,109714,264838,647658,841,488796,1131986,58726,5177.8208152,1245375,73,69.91,68.35,117.37,NA
2019-2020,Sep,32,WEST BENGAL,3222,JHARGRAM,3749535,186.880972057586,29,360,1602.414129636,13257,0,27978,2018759,457537,111589,770580,162041,315.74597,5690.836542336,68884,95551,184807,504903,410,243914,639687,41235,3772.6764427,809558,77,62.04,46.64,109.61,NA
2019-2020,Oct,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,1817103,179.33973967053,45,244,468.907903555,6577,0,6430,860717,494215,125887,149354,31703,276.06877,2288.584300655,18882,25031,91258,235716,193,135997,333807,13007,1543.6076271,449870,79,68.54,20.49,100.15,NA
2019-2020,Oct,32,WEST BENGAL,3205,HOWRAH,3346396,184.191589306619,27,293,4384.45847856801,17240,0,22222,1533285,316431,86264,7088,1209,389.6093,7598.24978866801,56242,64040,199066,361121,505,276875,484566,39462,2824.1820101,778701,67,54.82,43.07,106.61,NA
2019-2020,Oct,32,WEST BENGAL,3207,JALPAIGURI,4294243,188.849051220501,27,314,3187.66119093501,8702,0,28412,3119376,1254877,354026,388283,134496,360.0385,9438.61167093501,113364,143061,362312,896256,377,435021,1045637,37114,5890.91198,1448133,44,43.99,50.17,104.94,NA
2019-2020,Nov,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,656267,184.912231552251,41,69,427.218175617,2242,0,1399,663211,309973,71042,174965,41153,127.53232,1781.108755617,16144,18607,63546,150887,760,98911,221491,3641,1226.35826,432034,73,46.79,46.4,99.96,NA
2019-2020,Nov,32,WEST BENGAL,3211,PURBA MEDINIPUR,9323000,171.285186924141,35,2291,23312.5132265281,126404,0,168598,7842085,1113181,244278,28708,8304,1092.92241,37837.7655875281,223443,331127,590188,1630442,6644,811846,2164538,295002,13432.329951,4196787,75,45.72,47.5,110.07,NA
2019-2020,Nov,32,WEST BENGAL,3221,KALIMPONG,1883917,109.455967961494,27,148,3463.14033529899,1895,0,2023,430482,31806,8256,138653,40807,0,3934.32857529899,15594,21574,47926,121119,25,54961,134801,3918,471.18824,219577,30,41.02,7.36,111.07,NA
2019-2020,Dec,32,WEST BENGAL,3207,JALPAIGURI,7541594,166.215785344883,31,655,6116.512267609,10656,0,30250,6685897,2531348,354205,1019337,134562,458.8807,17688.409173509,213850,271393,362695,896932,2031,435795,1047046,40906,11113.0162059,3125842,42,41.28,57.62,102.68,NA
2019-2020,Dec,32,WEST BENGAL,3209,MALDAH,7017308,139.533387274219,36,16126,21072.6192805999,28551,0,144787,8138848,1720803,242660,603077,79439,702.19206,33131.2216400999,224948,297367,469338,1062138,3478,753381,1579717,173338,11356.4102995,4649427,86,75.33,63.65,130.47,NA
2019-2020,Dec,32,WEST BENGAL,3218,DINAJPUR UTTAR,5089286,180.420999441924,43,1075,6127.10789074501,13808,1,64975,4714411,1256603,185036,163290,25427,414.04369,15046.939024745,108393,164589,266263,650442,3210,495884,1143882,78783,8505.78744400001,2414235,78,73.19,70.3,112.22,NA
2019-2020,Dec,32,WEST BENGAL,3219,Darjeeling Gorkha Hill Council (DGHC),3246543,140.21590345316,35,231,4151.35902492301,3744,0,7378,2366354,165713,18191,794190,80092,486.2823,7955.64596492301,66247,79164,102838,240423,297,127149,281108,11122,3318.00464,1227449,23,15.39,41.24,101.89,NA
2019-2020,Dec,32,WEST BENGAL,3220,ALIPURDUAR,9112000,176.232577150348,33,380,6851.28270774,14545,1,33090,5904510,1621821,187058,1293942,156082,385.2035,17642.15634884,174719,230388,267691,696883,2229,315296,798884,47635,10405.6701411,2999483,56,40.65,55.23,105.37,NA
2019-2020,Jan,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,2844373,151.172015375979,40,671,927.200680679,9095,0,6934,1897115,1099043,126004,320955,31740,344.03057,4139.138230179,46819,64280,91515,236086,1685,136500,334553,16029,2867.9069795,979540,81,69.51,42.17,100.08,NA
2019-2020,Jan,32,WEST BENGAL,3204,SILIGURI MAHAKUMA PARISAD,1021798,168.832964294663,42,109,657.204073738,2770,0,1093,1093562,505431,71077,318005,41206,155.40115,2658.898364738,25444,30742,63609,151006,2022,99432,222448,3863,1846.293141,697203,72,49.08,54.73,99.97,NA
2019-2020,Jan,32,WEST BENGAL,3211,PURBA MEDINIPUR,13323000,166.900408011216,43,3001,32366.039381293,147409,0,180935,12506715,1890548,244110,52170,8303,1296.99321,54536.790955093,286584,433322,590838,1630549,13572,814636,2168120,328344,20873.7583638,6455849,76,53.15,43.28,108.95,NA
2019-2020,Jan,32,WEST BENGAL,3213,BANKURA,11921768,147.97139833035,39,2935,4935.541193768,29900,0,62175,10433805,5271699,579719,1638714,173102,1072.01712,21446.60547133,267518,458979,441479,1265395,10791,615180,1678653,92075,15439.047157562,5109024,87,72.59,59.02,100.41,NA
2019-2020,Jan,32,WEST BENGAL,3222,JHARGRAM,6599185,175.585609460091,37,670,2931.003924647,20210,0,34090,4372009,926189,111778,1563545,162255,466.28777,11073.910342947,116444,170756,185727,505919,3550,247021,643707,54300,7676.61864830001,1767494,80,65.17,58.6,106.43,NA
2019-2020,April,32,WEST BENGAL,3201,NADIA,818996,687.143124298716,14,6,75.27016238,614,105,34514,16042,3580,329814,412,32530,0,185.50166238,1093,1432,452048,1241307,0,718330,1870638,35128,110.2315,7743,70,6.88,3.41,125.72,NA
2019-2020,April,32,WEST BENGAL,3202,PASCHIM BARDHAMAN,233561,112.396305746218,21,21,21.844350005,139,18,7953,27827,15959,125329,3003,31524,37.769,90.889870005,1287,1773,90310,234430,0,134482,331738,8092,31.27652,12440,69,24.62,26.2,100.7,NA
2019-2020,April,32,WEST BENGAL,3206,HOOGHLY,1441637,66.6062107201473,17,231,303.153231608,794,54,46617,599544,272743,594468,55460,121984,116.6499,819.136671608,33659,41972,594857,1327607,0,740233,1590393,47411,399.33354,267897,59,22.23,22.51,110.02,NA
2019-2020,April,32,WEST BENGAL,3208,COOCHBEHAR,902520,30.6645916404849,15,216,201.962009802,2742,74,87531,461199,237598,666427,4532,9664,79.9929,423.379699802,30348,34924,527624,1198821,0,635311,1415891,90273,141.42479,273841,63,46.3,61.66,103.15,NA
2019-2020,April,32,WEST BENGAL,3213,BANKURA,771741,79.1063103710051,24,337,47.528813528,504,20,45740,901012,486544,578895,119883,172715,107.83967,868.125832728,36999,59183,436242,1259686,72,605151,1665349,46244,712.7573492,463853,81,68.8,46.75,100.59,NA
2019-2020,April,32,WEST BENGAL,3216,24 PARGANAS SOUTH,1173200,209.495334617686,25,213,442.899175584,1866,111,183338,845562,173472,345647,12525,15066,153.8798,2368.191916884,32810,48215,733876,1650263,8,1077185,2314716,185204,1771.4129413,381871,78,45.04,43.27,147.88,NA
2019-2020,April,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,302299,397.136209474681,21,0,82.0906455909996,810,15,44268,30629,6255,109771,3303,60599,38.4346,242.164095191,1429,1742,181783,387748,1,264798,535401,45078,121.6388496,21072,70,18.58,26.63,128.87,NA
2019-2020,March,32,WEST BENGAL,3209,MALDAH,10313033,178.175251976792,52,22829,21439.3484759448,51121,0,137808,16520450,3391759,243497,1186572,80125,908.29858,51783.0004711448,314139,433159,474574,1069220,13782,789092,1630869,188929,29435.3534152,9804337,86,76.59,57.1,116.11,NA
2019-2020,March,32,WEST BENGAL,3215,24 PARGANAS (NORTH),12524000,166.981499666658,59,942,9435.44283242046,65721,1,93168,14412557,4633931,337119,837872,56875,1313.91021,34815.6568613324,242522,325192,458787,1041345,38017,759101,1643499,158889,24066.3038189119,8786706,74,56.48,37.98,118.28,NA
2019-2020,March,32,WEST BENGAL,3217,DINAJPUR DAKSHIN,4098240,168.10623399797,52,383,1966.42725793301,29107,1,31861,4335450,1146558,111455,690044,62003,462.68653,9717.27550979802,82477,132237,187620,395911,9153,278334,556180,60968,7288.16172186501,2128331,69,60.83,76.47,107.79,NA
2019-2020,March,32,WEST BENGAL,3218,DINAJPUR UTTAR,7500000,189.336191061435,57,1371,6222.37063558701,20509,0,64699,7606925,1989627,185105,247591,25465,524.52906,21149.5617474871,132525,212240,266648,651162,13457,504286,1159008,85208,14402.6620519,3886904,77,77.08,76,109.28,NA
2019-2020,March,32,WEST BENGAL,3220,ALIPURDUAR,11390000,194.395887463493,51,571,7179.17219461201,22192,1,31184,11684937,3293674,187358,2483116,156396,508.35541,30402.564585312,226705,331610,268513,697836,15339,318661,804228,53376,22715.0369807,6015681,52,36.18,54.9,104.16,NA
2019-2020,March,32,WEST BENGAL,3225,PURBA BARDHAMAN,23454000,164.409619059272,37,5404,18089.696632256,56966,0,100683,20145785,8103441,705378,1671025,147944,1940.37597,53151.680977256,534481,727176,770066,1872497,16511,917441,2168844,157649,33121.608375,8341598,74,46.97,46.29,105.91,NA
2019-2020,May,32,WEST BENGAL,3208,COOCHBEHAR,1805040,103.636470158879,18,807,2151.289888616,10659,2,80622,1857772,898255,666274,19914,9665,159.8728,4236.492013016,102513,118419,527874,1198828,0,636196,1416830,91281,1925.3293244,1178950,63,38.93,52.51,100.98,NA
2019-2020,May,32,WEST BENGAL,3221,KALIMPONG,326900,0,0,0,0,453,15,1612,0,0,8141,0,40448,0,19.99827,0,0,46668,119858,0,53187,132863,2065,19.99827,0,13,0,0,0,NA
2019-2020,May,32,WEST BENGAL,3222,JHARGRAM,974880,159.970149672809,24,193,253.58293797,2207,0,36909,901767,217100,111662,338667,161982,102.8713,1799.01225757,37344,50927,183332,503902,26,241770,638300,39116,1442.5580196,371624,78,84.5,52.31,117.35,NA
2019-2020,Feb,32,WEST BENGAL,3201,NADIA,10792871,144.946139861286,39,1378,3907.349770762,25082,0,47612,6381623,1475560,330602,198219,32684,1140.15789,14297.423859762,161296,217856,457592,1246659,4295,731672,1886070,72694,9249.916199,2838850,81,61.61,52.5,103.26,NA
2019-2020,Feb,32,WEST BENGAL,3208,COOCHBEHAR,13537800,167.797817038398,42,2712,18905.963345777,34746,0,70268,13713402,7106886,666984,97231,9678,836.61256,42753.365103477,323343,432681,529274,1200904,4532,642072,1426985,105014,23010.7891977,8746075,61,45,54.78,101.3,NA
2019-2020,Feb,32,WEST BENGAL,3210,PASCHIM MEDINIPUR,21250000,172.734768899245,48,2567,8614.340674918,37538,0,87662,18327915,4752726,374663,2242603,219881,1379.36211,41652.384404218,376347,610613,576350,1514179,34305,762777,1913175,125200,31658.6816193,8208401,74,57.21,65.19,121.34,NA
2019-2020,Feb,32,WEST BENGAL,3216,24 PARGANAS SOUTH,22290800,173.330165592458,63,2155,16232.609194491,105775,0,253862,22524027,5079977,357862,287356,16115,1646.59016,56920.132651681,352150,514439,776386,1708573,25640,1175359,2457412,359637,39040.93329719,9358723,85,63.51,36.44,128.63,NA
2019-2020,Feb,32,WEST BENGAL,3218,DINAJPUR UTTAR,6696429,177.151529333435,53,1341,6129.49573059001,18847,0,65035,7015527,1850116,185109,232469,25465,490.60129,19048.21039189,130178,207113,266643,651193,10115,501647,1154468,83882,12428.1133713,3588943,78,76.29,74.46,109.09,NA
2019-2020,Feb,32,WEST BENGAL,3220,ALIPURDUAR,10763550,176.279798249754,46,534,6936.151390149,20325,1,31622,10062243,2808268,187369,2156402,156361,463.65832,25137.511369949,217494,307900,268425,698088,9116,317458,802636,51947,17737.7016598,5171677,53,38.55,57.32,104.53,NA
2019-2020,Feb,32,WEST BENGAL,3225,PURBA BARDHAMAN,22984920,152.388130069762,34,4799,18033.864992881,53676,0,100713,17121243,6954463,706019,1456107,148007,1775.55979,45900.166835281,499162,665390,770053,1873851,10693,915985,2168281,154389,26090.7420524,7128160,74,46.98,43.06,105.92,NA
